1059171398	20120820	201208	2012	2012.6301	GOV	REGULATOR						GOV			JUD	ADVOCATE						JUD			0	040	040	04	1	1.0	4	1	4	-2.90220820189275	3	San Marcos, California, United States	US	USCA	CA073	33.1434	-117.166	1661388	3	San Marcos, California, United States	US	USCA		33.1434	-117.166	1661388	3	San Marcos, California, United States	US	USCA		33.1434	-117.166	1661388	20220818153000	https://www.bnnbloomberg.ca/a-5-4-billion-deal-finally-brings-long-ignored-disease-into-focus-1.1807377
1059171399	20120820	201208	2012	2012.6301	GOV	REGULATOR						GOV			JUD	ADVOCATE						JUD			0	040	040	04	1	1.0	6	1	6	-2.90220820189275	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220818153000	https://www.bnnbloomberg.ca/a-5-4-billion-deal-finally-brings-long-ignored-disease-into-focus-1.1807377
1059171400	20120820	201208	2012	2012.6301	JUD	ADVOCATE						JUD			GOV	REGULATOR						GOV			0	040	040	04	1	1.0	4	1	4	-2.90220820189275	3	San Marcos, California, United States	US	USCA	CA073	33.1434	-117.166	1661388	3	San Marcos, California, United States	US	USCA		33.1434	-117.166	1661388	3	San Marcos, California, United States	US	USCA		33.1434	-117.166	1661388	20220818153000	https://www.bnnbloomberg.ca/a-5-4-billion-deal-finally-brings-long-ignored-disease-into-focus-1.1807377
1059171401	20120820	201208	2012	2012.6301	JUD	ADVOCATE						JUD			GOV	REGULATOR						GOV			0	040	040	04	1	1.0	6	1	6	-2.90220820189275	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220818153000	https://www.bnnbloomberg.ca/a-5-4-billion-deal-finally-brings-long-ignored-disease-into-focus-1.1807377
1059171402	20210818	202108	2021	2021.6247											EDU	COLLEGE						EDU			0	042	042	04	1	1.9	2	1	2	4.91702519975415	0								4	Harbury, Warwickshire, United Kingdom	UK	UKP3	40135	52.2333	-1.45	-2598120	4	Harbury, Warwickshire, United Kingdom	UK	UKP3	40135	52.2333	-1.45	-2598120	20220818153000	https://www.warwickshireworld.com/news/people/the-results-are-in-heres-how-well-students-at-schools-and-colleges-in-and-around-leamington-warwick-and-kenilworth-did-in-their-a-levels-3811070
1059171403	20210818	202108	2021	2021.6247											EDU	COLLEGE						EDU			0	042	042	04	1	1.9	8	1	8	4.91702519975415	0								4	Leamington, Warwickshire, United Kingdom	UK	UKP3	40135	52.3	-1.53333	-2600892	4	Leamington, Warwickshire, United Kingdom	UK	UKP3	40135	52.3	-1.53333	-2600892	20220818153000	https://www.warwickshireworld.com/news/people/the-results-are-in-heres-how-well-students-at-schools-and-colleges-in-and-around-leamington-warwick-and-kenilworth-did-in-their-a-levels-3811070
1059171404	20210818	202108	2021	2021.6247	EDU	COLLEGE						EDU													0	043	043	04	1	2.8	2	1	2	4.91702519975415	4	Harbury, Warwickshire, United Kingdom	UK	UKP3	40135	52.2333	-1.45	-2598120	0								4	Harbury, Warwickshire, United Kingdom	UK	UKP3	40135	52.2333	-1.45	-2598120	20220818153000	https://www.warwickshireworld.com/news/people/the-results-are-in-heres-how-well-students-at-schools-and-colleges-in-and-around-leamington-warwick-and-kenilworth-did-in-their-a-levels-3811070
1059171405	20210818	202108	2021	2021.6247	EDU	COLLEGE						EDU													0	043	043	04	1	2.8	8	1	8	4.91702519975415	4	Leamington, Warwickshire, United Kingdom	UK	UKP3	40135	52.3	-1.53333	-2600892	0								4	Leamington, Warwickshire, United Kingdom	UK	UKP3	40135	52.3	-1.53333	-2600892	20220818153000	https://www.warwickshireworld.com/news/people/the-results-are-in-heres-how-well-students-at-schools-and-colleges-in-and-around-leamington-warwick-and-kenilworth-did-in-their-a-levels-3811070
1059171406	20210818	202108	2021	2021.6247	USA	NASHVILLE	USA								EDU	STUDENT						EDU			1	0841	084	08	2	7.0	10	1	10	1.79775280898877	3	Nashville, Tennessee, United States	US	USTN	TN037	36.1659	-86.7844	1652484	3	Nashville, Tennessee, United States	US	USTN	TN037	36.1659	-86.7844	1652484	3	Nashville, Tennessee, United States	US	USTN	TN037	36.1659	-86.7844	1652484	20220818153000	https://www.nashvillescene.com/news/pithinthewind/diapers-for-diplomas-2022-applications-open/article_84698dd0-1e60-11ed-9128-97fbc3bb98a7.html
1059171407	20210818	202108	2021	2021.6247	USA	UNITED STATES	USA								JUD	PROSECUTOR						JUD			0	010	010	01	1	0.0	4	1	4	-9.12106135986728	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818153000	https://www.washingtonpost.com/nation/2022/08/18/weisselberg-trump-guilty-plea/
1059171408	20220719	202207	2022	2022.5452	GBR	SCOTLAND	GBR								REF	REFUGEE						REF			0	051	051	05	1	3.4	1	1	1	0.37105751391466	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Sumy, Sums'ka Oblast', Ukraine	UP	UP21	25068	50.9216	34.8003	-1055659	4	Sumy, Sums'ka Oblast', Ukraine	UP	UP21	25068	50.9216	34.8003	-1055659	20220818153000	https://www.thenational.scot/news/20671790.ukrainian-refugees-housed-rural-college-amidst-ongoing-war/
1059171409	20220719	202207	2022	2022.5452	GBR	SCOTLAND	GBR								REF	REFUGEE						REF			0	051	051	05	1	3.4	2	1	2	0.37105751391466	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Sumy, Sums'ka Oblast', Ukraine	UP	UP21	25068	50.9216	34.8003	-1055659	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20220818153000	https://www.thenational.scot/news/20671790.ukrainian-refugees-housed-rural-college-amidst-ongoing-war/
1059171410	20220719	202207	2022	2022.5452	GBR	SCOTLAND	GBR								REF	REFUGEE						REF			0	051	051	05	1	3.4	2	1	2	0.37105751391466	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20220818153000	https://www.thenational.scot/news/20671790.ukrainian-refugees-housed-rural-college-amidst-ongoing-war/
1059171411	20220719	202207	2022	2022.5452	GOVHLH	HEALTH MINIST						GOV	HLH												1	012	012	01	1	-0.4	18	3	18	-1.53846153846153	1	Ireland	EI	EI		53	-8	EI	0								1	Ireland	EI	EI		53	-8	EI	20220818153000	https://www.tipperarylive.ie/news/national-news/889225/advisory-group-on-monkeypox-will-bring-additional-governance-cmo.html
1059171412	20220719	202207	2022	2022.5452	GOVHLH	HEALTH MINIST						GOV	HLH		IRL	IRELAND	IRL								1	012	012	01	1	-0.4	6	3	6	-1.53846153846153	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20220818153000	https://www.tipperarylive.ie/news/national-news/889225/advisory-group-on-monkeypox-will-bring-additional-governance-cmo.html
1059171413	20220719	202207	2022	2022.5452	IRLGOVHLH	IRELAND	IRL					GOV	HLH												1	012	012	01	1	-0.4	6	3	6	-1.53846153846153	1	Ireland	EI	EI		53	-8	EI	0								1	Ireland	EI	EI		53	-8	EI	20220818153000	https://www.tipperarylive.ie/news/national-news/889225/advisory-group-on-monkeypox-will-bring-additional-governance-cmo.html
1059171414	20220719	202207	2022	2022.5452	UKR	KYIV	UKR								RUS	MOSCOW	RUS								0	030	030	03	1	4.0	1	1	1	-4.64839094159714	4	Odessa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	4	Odessa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	4	Odessa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	20220818153000	https://www.usatoday.com/story/news/politics/2022/08/18/ukraine-russia-invasion-live-updates/10355527002/
