1059118750	20210818	202108	2021	2021.6247	CHN	CHINA	CHN								TWN	TAIWAN	TWN								0	043	043	04	1	2.8	2	1	2	1.38888888888889	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220818090000	https://www.philstar.com/world/2022/08/18/2203539/us-taiwan-launch-formal-trade-talks-autumn
1059118751	20210818	202108	2021	2021.6247	ESP	SPANISH	ESP								EUR	EUROPEAN	EUR								0	071	071	07	2	7.4	1	1	1	-5.35905680600215	1	Israel	IS	IS		31.5	34.75	IS	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20220818090000	https://www.timesofisrael.com/israel-shuts-offices-of-palestinian-rights-organizations-it-labeled-terror-groups/
1059118752	20210818	202108	2021	2021.6247	ESP	SPANISH	ESP								EUR	EUROPEAN	EUR								0	071	071	07	2	7.4	1	1	1	-5.35905680600215	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20220818090000	https://www.timesofisrael.com/israel-shuts-offices-of-palestinian-rights-organizations-it-labeled-terror-groups/
1059118753	20210818	202108	2021	2021.6247	ESPCVL	SPANISH	ESP					CVL			EUR	EUROPEAN	EUR								0	071	071	07	2	7.4	3	1	3	-5.35905680600215	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20220818090000	https://www.timesofisrael.com/israel-shuts-offices-of-palestinian-rights-organizations-it-labeled-terror-groups/
1059118754	20210818	202108	2021	2021.6247	TWN	TAIWAN	TWN								CHN	CHINA	CHN								0	042	042	04	1	1.9	2	1	2	1.38888888888889	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220818090000	https://www.philstar.com/world/2022/08/18/2203539/us-taiwan-launch-formal-trade-talks-autumn
1059118755	20210818	202108	2021	2021.6247	TWN	TAIWAN	TWN								CHN	CHINA	CHN								0	061	061	06	2	6.4	2	1	2	1.38888888888889	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220818090000	https://www.philstar.com/world/2022/08/18/2203539/us-taiwan-launch-formal-trade-talks-autumn
1059118756	20220719	202207	2022	2022.5452											GOV	JUNTA						GOV			0	030	030	03	1	4.0	10	1	10	-9.27318295739346	0								4	Aung Hlaing, Ayeyarwady, Myanmar	BM	BM03	41780	15.7667	94.9833	-440327	4	Aung Hlaing, Ayeyarwady, Myanmar	BM	BM03	41780	15.7667	94.9833	-440327	20220818090000	https://www.econotimes.com/Myanmar-coup-France-condemns-sentencing-for-Aung-San-Suu-Kyi-1639619
1059118757	20220719	202207	2022	2022.5452											GOV	JUNTA						GOV			0	051	051	05	1	3.4	10	1	10	-9.27318295739346	0								4	Aung Hlaing, Ayeyarwady, Myanmar	BM	BM03	41780	15.7667	94.9833	-440327	4	Aung Hlaing, Ayeyarwady, Myanmar	BM	BM03	41780	15.7667	94.9833	-440327	20220818090000	https://www.econotimes.com/Myanmar-coup-France-condemns-sentencing-for-Aung-San-Suu-Kyi-1639619
1059118758	20220719	202207	2022	2022.5452											MED	JOURNALIST						MED			1	081	081	08	2	5.0	10	1	10	-4.0268456375839	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220818090000	https://thewire.in/law/judiciary-in-the-modi-era-shielding-the-state-and-axing-the-people
1059118759	20220719	202207	2022	2022.5452	ISR	ISRAEL	ISR								USA	WASHINGTON	USA								0	042	042	04	1	1.9	1	1	1	-3.71549893842888	1	Israel	IS	IS		31.5	34.75	IS	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220818090000	https://www.aljazeera.com/news/2022/8/18/100-days-since-the-killing-of-shireen-abu-akleh
