1059181349	20210818	202108	2021	2021.6247											GOV	PRESIDENT						GOV			1	043	043	04	1	2.8	3	1	3	3.89518413597733	0								4	Limassol, Limassol, Cyprus	CY	CY05	14809	34.675	33.0333	-2738495	4	Limassol, Limassol, Cyprus	CY	CY05	14809	34.675	33.0333	-2738495	20220818164500	https://www.trbusiness.com/regional-news/international/stakeholders-reveal-top-motivations-for-attending-the-tr-consumer-forum/222516
1059181350	20210818	202108	2021	2021.6247											IDN	INDONESIAN	IDN								1	042	042	04	1	1.9	1	1	1	2.46679316888046	0								4	Pindad, Jawa Timur, Indonesia	ID	ID08	18585	-8.18693	112.673	10863912	4	Pindad, Jawa Timur, Indonesia	ID	ID08	18585	-8.18693	112.673	10863912	20220818164500	https://www.theedgemarkets.com/article/malaysiaindonesia-ties-ride-new-wave-under-ismail-sabri-0
1059181351	20210818	202108	2021	2021.6247											MED	MEDIA						MED			0	0841	084	08	2	7.0	6	1	6	-3.69942196531792	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20220818164500	https://www.washingtonpost.com/opinions/2022/08/18/pakistan-75-democratic-institutions-crumbling-weak/
1059181352	20210818	202108	2021	2021.6247											OPP	OPPOSITION LEADER						OPP			0	111	111	11	3	-2.0	6	1	6	-3.69942196531792	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20220818164500	https://www.washingtonpost.com/opinions/2022/08/18/pakistan-75-democratic-institutions-crumbling-weak/
1059181353	20210818	202108	2021	2021.6247	CYP	CYPRUS	CYP								GOV	PRESIDENT						GOV			1	042	042	04	1	1.9	2	1	2	3.89518413597733	4	Limassol, Limassol, Cyprus	CY	CY05	14809	34.675	33.0333	-2738495	4	Limassol, Limassol, Cyprus	CY	CY05	14809	34.675	33.0333	-2738495	4	Limassol, Limassol, Cyprus	CY	CY05	14809	34.675	33.0333	-2738495	20220818164500	https://www.trbusiness.com/regional-news/international/stakeholders-reveal-top-motivations-for-attending-the-tr-consumer-forum/222516
1059181354	20210818	202108	2021	2021.6247	EDU	SCHOOL						EDU													1	172	172	17	4	-5.0	4	1	4	5.95611285266458	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20220818164500	https://www.eveshamjournal.co.uk/news/20671524.a-level-results-day-pupils-prince-henrys-earn-oxford-cambridge-places/
1059181355	20210818	202108	2021	2021.6247	EDU	SCHOOL						EDU													1	172	172	17	4	-5.0	6	1	6	5.95611285266458	4	Evesham, Worcestershire, United Kingdom	UK	UKQ4	40135	52.0833	-1.93333	-2595780	0								4	Evesham, Worcestershire, United Kingdom	UK	UKQ4	40135	52.0833	-1.93333	-2595780	20220818164500	https://www.eveshamjournal.co.uk/news/20671524.a-level-results-day-pupils-prince-henrys-earn-oxford-cambridge-places/
1059181356	20210818	202108	2021	2021.6247	GOV	PRESIDENT						GOV													1	042	042	04	1	1.9	3	1	3	3.89518413597733	4	Limassol, Limassol, Cyprus	CY	CY05	14809	34.675	33.0333	-2738495	0								4	Limassol, Limassol, Cyprus	CY	CY05	14809	34.675	33.0333	-2738495	20220818164500	https://www.trbusiness.com/regional-news/international/stakeholders-reveal-top-motivations-for-attending-the-tr-consumer-forum/222516
1059181357	20210818	202108	2021	2021.6247	GOV	PRESIDENT						GOV			CYP	CYPRUS	CYP								1	043	043	04	1	2.8	2	1	2	3.89518413597733	4	Limassol, Limassol, Cyprus	CY	CY05	14809	34.675	33.0333	-2738495	4	Limassol, Limassol, Cyprus	CY	CY05	14809	34.675	33.0333	-2738495	4	Limassol, Limassol, Cyprus	CY	CY05	14809	34.675	33.0333	-2738495	20220818164500	https://www.trbusiness.com/regional-news/international/stakeholders-reveal-top-motivations-for-attending-the-tr-consumer-forum/222516
1059181358	20210818	202108	2021	2021.6247	IDN	INDONESIAN	IDN																		1	043	043	04	1	2.8	1	1	1	2.46679316888046	4	Pindad, Jawa Timur, Indonesia	ID	ID08	18585	-8.18693	112.673	10863912	0								4	Pindad, Jawa Timur, Indonesia	ID	ID08	18585	-8.18693	112.673	10863912	20220818164500	https://www.theedgemarkets.com/article/malaysiaindonesia-ties-ride-new-wave-under-ismail-sabri-0
1059181359	20210818	202108	2021	2021.6247	JOR	JORDAN	JOR																		0	020	020	02	1	3.0	2	1	2	2.82087447108604	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20220818164500	https://lovebelfast.co.uk/the-border-game/
1059181360	20210818	202108	2021	2021.6247	JOR	JORDAN	JOR																		0	020	020	02	1	3.0	3	1	3	2.82087447108604	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20220818164500	https://lovebelfast.co.uk/the-border-game/
