1059110586	20210818	202108	2021	2021.6247	CRM	THIEVES						CRM													0	171	171	17	4	-9.2	10	1	10	-2.34833659491194	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20220818074500	https://www.ktvu.com/news/thieves-steal-back-to-school-gift-cards-worth-1000-from-sf-non-profit
1059110587	20210818	202108	2021	2021.6247	MED	COLUMNIST						MED			DEUMED	GERMAN	DEU					MED			1	051	051	05	1	3.4	3	1	3	2.48175182481752	1	Sweden	SW	SW		62	15	SW	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220818074500	https://yle.fi/news/3-12581539
1059110588	20210818	202108	2021	2021.6247	MED	COLUMNIST						MED			DEUMED	GERMAN	DEU					MED			1	111	111	11	3	-2.0	3	1	3	2.48175182481752	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	20220818074500	https://yle.fi/news/3-12581539
1059110589	20210818	202108	2021	2021.6247	MED	COLUMNIST						MED			FIN	FINLAND	FIN								1	051	051	05	1	3.4	2	1	2	2.48175182481752	1	Sweden	SW	SW		62	15	SW	4	Katajanokka, Uusimaa Region, Finland	FI	FI35	16230	60.1664	24.9692	-1369554	4	Katajanokka, Uusimaa Region, Finland	FI	FI35	16230	60.1664	24.9692	-1369554	20220818074500	https://yle.fi/news/3-12581539
1059110590	20210818	202108	2021	2021.6247	MED	COLUMNIST						MED			FIN	FINLAND	FIN								1	111	111	11	3	-2.0	2	1	2	2.48175182481752	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	20220818074500	https://yle.fi/news/3-12581539
1059110591	20220811	202208	2022	2022.6055	GOV	ADMINISTRATION						GOV													0	192	192	19	4	-9.5	1	1	1	-7.97872340425532	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	0								5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	20220818074500	https://economictimes.indiatimes.com/news/india/ed-raids-in-up-delhi-in-money-laundering-case-against-mukhtar-ansari/articleshow/93634372.cms
1059110592	20220811	202208	2022	2022.6055	LVAGOV	LATVIA	LVA					GOV			LVA	LATVIAN	LVA								0	112	112	11	3	-2.0	2	1	2	-6.77966101694915	1	Latvia	LG	LG		57	25	LG	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20220818074500	https://bnn-news.com/estonia-faces-its-most-extensive-cyberattacks-since-2007-after-soviet-monument-removal-237275
1059110593	20220811	202208	2022	2022.6055	LVAGOV	LATVIA	LVA					GOV			RUS	RUSSIA	RUS								0	071	071	07	2	7.4	2	1	2	-6.77966101694915	1	Latvia	LG	LG		57	25	LG	1	Latvia	LG	LG		57	25	LG	1	Latvia	LG	LG		57	25	LG	20220818074500	https://bnn-news.com/estonia-faces-its-most-extensive-cyberattacks-since-2007-after-soviet-monument-removal-237275
1059110594	20220811	202208	2022	2022.6055	LVAGOV	LATVIA	LVA					GOV			RUS	RUSSIA	RUS								0	1124	112	11	3	-2.0	2	1	2	-6.77966101694915	1	Latvia	LG	LG		57	25	LG	1	Latvia	LG	LG		57	25	LG	1	Latvia	LG	LG		57	25	LG	20220818074500	https://bnn-news.com/estonia-faces-its-most-extensive-cyberattacks-since-2007-after-soviet-monument-removal-237275
1059110595	20220811	202208	2022	2022.6055	MEDGOV	WEBSITE						MED	GOV		LVAGOV	LATVIA	LVA					GOV			0	112	112	11	3	-2.0	2	1	2	-6.77966101694915	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20220818074500	https://bnn-news.com/estonia-faces-its-most-extensive-cyberattacks-since-2007-after-soviet-monument-removal-237275
