1059161480	20120820	201208	2012	2012.6301	zagCVL	ZAGHAWA			zag			CVL			QAT	QATAR	QAT								1	190	190	19	4	-10.0	2	1	2	-3.94736842105263	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	1	Qatar	QA	QA		25.5	51.25	QA	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	20220818141500	http://www.africanews.com/2022/08/18/exiled-rebel-leader-returns-to-chad-ahead-of-national-dialogue/
1059161481	20120820	201208	2012	2012.6301	zagCVL	ZAGHAWA			zag			CVL			QAT	QATAR	QAT								1	190	190	19	4	-10.0	8	1	8	-3.94736842105263	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	20220818141500	http://www.africanews.com/2022/08/18/exiled-rebel-leader-returns-to-chad-ahead-of-national-dialogue/
1059161482	20210818	202108	2021	2021.6247											GBR	UNITED KINGDOM	GBR								0	017	017	01	1	0.0	2	1	2	3.86398763523957	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20220818141500	https://www.dailymail.co.uk/femail/article-11123871/The-Queens-granddaughter-Lady-Louise-Windsor-18-study-English-St-Andrews.html
1059161483	20210818	202108	2021	2021.6247											GBR	UNITED KINGDOM	GBR								0	017	017	01	1	0.0	22	1	8	3.86398763523957	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20220818141500	https://www.dailymail.co.uk/femail/article-11123871/The-Queens-granddaughter-Lady-Louise-Windsor-18-study-English-St-Andrews.html
1059161484	20210818	202108	2021	2021.6247	AUS	VICTORIA	AUS																		1	1723	172	17	4	-5.0	5	1	5	0	0								0								0								20220818141500	https://www.pressandjournal.co.uk/fp/news/aberdeen-aberdeenshire/4679263/kincorth-torry-post-office-talks/
1059161485	20210818	202108	2021	2021.6247	BEL	BELGIUM	BEL								MNCUSAMED	GOOGLE	USA					MNC	MED		1	043	043	04	1	2.8	10	1	10	-0.980392156862745	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20220818141500	https://today.rtl.lu/news/luxembourg/a/1955133.html
1059161486	20210818	202108	2021	2021.6247	COP	POLICE OFFICER						COP													1	190	190	19	4	-10.0	3	1	3	-8.3941605839416	3	Hinds County, Mississippi, United States	US	USMS	MS049	32.3132	-90.2443	695748	0								3	Hinds County, Mississippi, United States	US	USMS		32.3132	-90.2443	695748	20220818141500	https://www.wxxv25.com/former-jackson-officer-gets-5-year-sentence-in-beating-death/
1059161487	20210818	202108	2021	2021.6247	COP	POLICE OFFICER						COP			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-8.3941605839416	3	Hinds County, Mississippi, United States	US	USMS	MS049	32.3132	-90.2443	695748	3	Hinds County, Mississippi, United States	US	USMS		32.3132	-90.2443	695748	3	Hinds County, Mississippi, United States	US	USMS		32.3132	-90.2443	695748	20220818141500	https://www.wxxv25.com/former-jackson-officer-gets-5-year-sentence-in-beating-death/
1059161488	20210818	202108	2021	2021.6247	ELICOP	RETIRED						ELI	COP												1	173	173	17	4	-5.0	6	1	6	-6.797583081571	4	Pampanga, Davao City, Philippines	RP	RPC3	24267	7.11	125.649	-2443766	0								4	Pampanga, Davao City, Philippines	RP	RPC3	24267	7.11	125.649	-2443766	20220818141500	https://businessmirror.com.ph/2022/08/18/sc-denies-plea-of-2-ex-bi-execs-retired-cop-to-freeze-transfer-to-nbp/
1059161489	20210818	202108	2021	2021.6247	JUD	LAWYER						JUD													1	051	051	05	1	3.4	3	1	3	2.57234726688103	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	0								3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20220818141500	https://www.prnewswire.com/news-releases/attorneys-from-dallas-caldwell-cassady--curry-once-again-ranked-among-best-in-nation-301606538.html
1059161490	20210818	202108	2021	2021.6247	JUD	LAWYER						JUD			BHSGOV	JAMES SMITH	BHS					GOV			1	051	051	05	1	3.4	2	1	2	2.57234726688103	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20220818141500	https://www.prnewswire.com/news-releases/attorneys-from-dallas-caldwell-cassady--curry-once-again-ranked-among-best-in-nation-301606538.html
1059161491	20210818	202108	2021	2021.6247	JUD	SUPREME COURT						JUD			ELICOP	RETIRED						ELI	COP		1	173	173	17	4	-5.0	2	1	2	-6.797583081571	4	Argosino, Quezon, Philippines	RP	RPH2	24234	14.071	122.132	-2409087	1	China	CH	CH		35	105	CH	4	Pampanga, Davao City, Philippines	RP	RPC3	24267	7.11	125.649	-2443766	20220818141500	https://businessmirror.com.ph/2022/08/18/sc-denies-plea-of-2-ex-bi-execs-retired-cop-to-freeze-transfer-to-nbp/
1059161492	20210818	202108	2021	2021.6247	JUD	SUPREME COURT						JUD			ELICOP	RETIRED						ELI	COP		1	173	173	17	4	-5.0	2	1	2	-6.797583081571	4	Pampanga, Davao City, Philippines	RP	RPC3	24267	7.11	125.649	-2443766	4	Argosino, Quezon, Philippines	RP	RPH2	24234	14.071	122.132	-2409087	4	Argosino, Quezon, Philippines	RP	RPH2	24234	14.071	122.132	-2409087	20220818141500	https://businessmirror.com.ph/2022/08/18/sc-denies-plea-of-2-ex-bi-execs-retired-cop-to-freeze-transfer-to-nbp/
1059161493	20210818	202108	2021	2021.6247	JUD	LAWYER						JUD			USA	UNITED STATES	USA								1	051	051	05	1	3.4	4	1	4	2.57234726688103	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20220818141500	https://www.prnewswire.com/news-releases/attorneys-from-dallas-caldwell-cassady--curry-once-again-ranked-among-best-in-nation-301606538.html
1059161494	20210818	202108	2021	2021.6247	MIL	MILITARY						MIL			TCDGOV	IDRISS DEBY	TCD					GOV			1	190	190	19	4	-10.0	6	1	6	-3.75	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	4	Ndjamena, (CD04), Chad	CD	CD04	12482	12.1085	15.0482	-1101785	20220818141500	https://www.ibtimes.com/two-rebel-leaders-return-chad-ahead-national-dialogue-3603467
1059161495	20210818	202108	2021	2021.6247	MNCUSAMED	GOOGLE	USA					MNC	MED		BEL	BELGIUM	BEL								1	042	042	04	1	1.9	10	1	10	-0.980392156862745	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20220818141500	https://today.rtl.lu/news/luxembourg/a/1955133.html
