1059216453	20210818	202108	2021	2021.6247											BUS	COMPANY						BUS			0	130	130	13	3	-4.4	10	1	10	-0.67502410800386	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220818211500	https://www.biopharmadive.com/news/bluebird-bio-gene-therapy-price-zynteglo-million/629967/
1059216454	20210818	202108	2021	2021.6247	AUS	AUSTRALIA	AUS								BUS	COMPANY						BUS			1	030	030	03	1	4.0	1	1	1	-3.71925614877025	4	Shepparton, Victoria, Australia	AS	AS07	5381	-36.3805	145.399	-1600331	4	Shepparton, Victoria, Australia	AS	AS07	5381	-36.3805	145.399	-1600331	4	Shepparton, Victoria, Australia	AS	AS07	5381	-36.3805	145.399	-1600331	20220818211500	https://www.arabnews.com/node/2145756/middle-east
1059216455	20210818	202108	2021	2021.6247	AUS	AUSTRALIA	AUS								BUS	COMPANY						BUS			1	030	030	03	1	4.0	3	1	3	-3.71925614877025	1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	20220818211500	https://www.arabnews.com/node/2145756/middle-east
1059216456	20210818	202108	2021	2021.6247	SAU	SAUDI	SAU								GOV	KINGDOM						GOV			0	014	014	01	1	0.0	1	1	1	-3.71925614877025	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Dumat Al-Jandal, Al Jawf, Saudi Arabia	SA	SA20	25314	29.8833	39.9833	-3091941	4	Dumat Al-Jandal, Al Jawf, Saudi Arabia	SA	SA20	25314	29.8833	39.9833	-3091941	20220818211500	https://www.arabnews.com/node/2145756/middle-east
1059216457	20210818	202108	2021	2021.6247	SAU	SAUDI	SAU								GOV	KINGDOM						GOV			0	014	014	01	1	0.0	1	1	1	-3.71925614877025	4	Dumat Al-Jandal, Al Jawf, Saudi Arabia	SA	SA20	25314	29.8833	39.9833	-3091941	4	Dumat Al-Jandal, Al Jawf, Saudi Arabia	SA	SA20	25314	29.8833	39.9833	-3091941	4	Dumat Al-Jandal, Al Jawf, Saudi Arabia	SA	SA20	25314	29.8833	39.9833	-3091941	20220818211500	https://www.arabnews.com/node/2145756/middle-east
1059216458	20210818	202108	2021	2021.6247	USA	MAINE	USA																		1	0356	035	03	1	7.0	7	1	7	2.57234726688103	3	Maine Medical Center, Maine, United States	US	USME	ME005	43.6532	-70.2762	570673	0								3	Maine Medical Center, Maine, United States	US	USME		43.6532	-70.2762	570673	20220818211500	https://www.mainepublic.org/health/2022-08-18/after-public-dispute-mainehealth-and-anthem-arent-sharing-details-of-their-new-insurance-agreement
1059216459	20210818	202108	2021	2021.6247	USA	MAINE	USA																		1	0356	035	03	1	7.0	3	1	3	2.57234726688103	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	20220818211500	https://www.mainepublic.org/health/2022-08-18/after-public-dispute-mainehealth-and-anthem-arent-sharing-details-of-their-new-insurance-agreement
1059216460	20210818	202108	2021	2021.6247	USA	MAINE	USA																		1	0874	087	08	2	10.0	2	1	2	2.57234726688103	3	Maine Medical Center, Maine, United States	US	USME	ME005	43.6532	-70.2762	570673	0								3	Maine Medical Center, Maine, United States	US	USME		43.6532	-70.2762	570673	20220818211500	https://www.mainepublic.org/health/2022-08-18/after-public-dispute-mainehealth-and-anthem-arent-sharing-details-of-their-new-insurance-agreement
1059216461	20210818	202108	2021	2021.6247	USA	MAINE	USA																		1	0874	087	08	2	10.0	3	1	3	2.57234726688103	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	20220818211500	https://www.mainepublic.org/health/2022-08-18/after-public-dispute-mainehealth-and-anthem-arent-sharing-details-of-their-new-insurance-agreement
1059216462	20210818	202108	2021	2021.6247	USA	NEW ORLEANS	USA																		0	090	090	09	2	-2.0	6	1	6	-3.67775831873905	1	France	FR	FR		46	2	FR	0								1	France	FR	FR		46	2	FR	20220818211500	https://www.pbs.org/newshour/nation/a-forgotten-tragedy-at-a-new-orleans-gay-bar-and-a-new-effort-to-honor-victims-remains
1059216463	20220719	202207	2022	2022.5452	HRI	RIGHTS ACTIVIST						HRI			IRN	IRANIAN	IRN								0	173	173	17	4	-5.0	8	1	8	-5.37190082644628	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220818211500	https://www.19fortyfive.com/2022/08/drone-strike-al-tanf-syria/
1059216464	20220719	202207	2022	2022.5452	HRI	RIGHTS ACTIVIST						HRI			IRN	IRANIAN	IRN								0	190	190	19	4	-10.0	8	1	8	-5.37190082644628	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220818211500	https://www.19fortyfive.com/2022/08/drone-strike-al-tanf-syria/
1059216465	20220719	202207	2022	2022.5452	IRNHRI	IRAN	IRN					HRI			IRN	IRAN	IRN								0	173	173	17	4	-5.0	2	1	2	-5.37190082644628	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220818211500	https://www.19fortyfive.com/2022/08/drone-strike-al-tanf-syria/
1059216466	20220719	202207	2022	2022.5452	IRNHRI	IRAN	IRN					HRI			IRN	IRAN	IRN								0	190	190	19	4	-10.0	2	1	2	-5.37190082644628	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220818211500	https://www.19fortyfive.com/2022/08/drone-strike-al-tanf-syria/
1059216467	20220811	202208	2022	2022.6055	COP	POLICE						COP			USA	MINNESOTA	USA								1	173	173	17	4	-5.0	10	1	10	-8.17307692307693	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220818211500	https://www.wglr.com/2022/08/18/minnesota-man-arrested-in-lancaster-tries-to-punch-witness/
1059216468	20220811	202208	2022	2022.6055	CVL	NEIGHBORHOOD						CVL			USA	ST. LOUIS	USA								1	112	112	11	3	-2.0	10	1	10	-11.0236220472441	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20220818211500	https://www.stltoday.com/news/local/crime-and-courts/second-man-charged-in-carondelet-double-killing/article_3f757c27-b146-544c-bfa8-6fc2612f2b77.html
