1059159584	20210818	202108	2021	2021.6247	BUS	COMPANY						BUS													1	071	071	07	2	7.4	13	1	8	3.95894428152493	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20220818140000	https://www.fooddive.com/news/adm-new-culture-animal-free-cheese-partnership/629945/
1059159585	20210818	202108	2021	2021.6247	CVL	CIVILIAN						CVL			GOV	GOVERNMENT						GOV			0	190	190	19	4	-10.0	10	1	10	-11.2903225806452	0								0								0								20220818140000	https://www.irrawaddy.com/news/burma/myanmar-junta-ignores-un-envoys-plea-and-burns-large-village.html
1059159586	20210818	202108	2021	2021.6247	EDU	UNIVERSITY						EDU			GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	5	1	5	1.37221269296741	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20220818140000	https://www.personneltoday.com/hr/fall-in-students-going-to-university-a-level-results-2022/
1059159587	20210818	202108	2021	2021.6247	ESP	SPAIN	ESP																		0	172	172	17	4	-5.0	5	1	5	-3.97643593519882	1	Spain	SP	SP		40	-4	SP	0								1	Spain	SP	SP		40	-4	SP	20220818140000	https://plantbasednews.org/culture/law/plant-based-meat-cleared-shelves-south-africa/
1059159588	20210818	202108	2021	2021.6247	GBR	UNITED KINGDOM	GBR								EDU	UNIVERSITY						EDU			1	036	036	03	1	4.0	5	1	5	1.37221269296741	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20220818140000	https://www.personneltoday.com/hr/fall-in-students-going-to-university-a-level-results-2022/
1059159589	20220719	202207	2022	2022.5452	TUR	TURKISH	TUR								CVL	TOURIST						CVL			1	190	190	19	4	-10.0	3	1	3	-8.43621399176953	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Dohuk, Dahuk, Iraq	IZ	IZ08	36795	36.8671	42.9884	-3104831	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20220818140000	https://www.investigativeproject.org/9247/dozens-of-kurdish-civilians-die-as-turkish
1059159590	20220818	202208	2022	2022.6247											AFGINSTAL	TALIBAN	AFG	TAL				INS			1	071	071	07	2	7.4	5	1	5	-4.23825887743413	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20220818140000	https://thewire.in/south-asia/taliban-kabul-gurudwara-rebuild-funds
1059159591	20220818	202208	2022	2022.6247											AFGINSTAL	TALIBAN	AFG	TAL				INS			1	071	071	07	2	7.4	2	1	2	-4.23825887743413	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220818140000	https://thewire.in/south-asia/taliban-kabul-gurudwara-rebuild-funds
1059159592	20220818	202208	2022	2022.6247											AFGINSTAL	TALIBAN	AFG	TAL				INS			1	071	071	07	2	7.4	3	1	3	-4.23825887743413	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220818140000	https://thewire.in/south-asia/taliban-kabul-gurudwara-rebuild-funds
1059159593	20220818	202208	2022	2022.6247											AFGINSTAL	TALIBAN	AFG	TAL				INS			1	190	190	19	4	-10.0	8	1	8	-7.29783037475345	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Hazara, Balkh, Afghanistan	AF	AF30	100023	36.1718	67.402	-3377249	20220818140000	https://www.washingtontimes.com/news/2022/aug/18/police-death-toll-in-afghan-capital-mosque-bombing/
