1059177869	20210818	202108	2021	2021.6247											GHA	GHANA	GHA								1	190	190	19	4	-10.0	4	1	4	-3.18181818181818	0								4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20220818161500	https://www.modernghana.com/news/1178008/mourners-console-family-of-late-nana-yaa-agyemang.html
1059177870	20210818	202108	2021	2021.6247											MED	JOURNALIST						MED			1	190	190	19	4	-10.0	3	1	3	-3.18181818181818	0								4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20220818161500	https://www.modernghana.com/news/1178008/mourners-console-family-of-late-nana-yaa-agyemang.html
1059177871	20210818	202108	2021	2021.6247	AFR	AFRICA	AFR																		0	015	015	01	1	0.0	4	1	4	-8.24295010845987	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20220818161500	https://www.iol.co.za/dailynews/news/kwazulu-natal/suspect-arrested-after-hijacking-a-pharmaceuticals-vehicle-79a46dde-ffdd-4e59-931e-5e89f55774de
1059177872	20210818	202108	2021	2021.6247	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			1	040	040	04	1	1.0	2	1	2	0	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220818161500	https://asia.nikkei.com/Editor-s-Picks/Interview/ADB-to-discuss-ending-new-loans-to-China-President-Asakawa
1059177873	20210818	202108	2021	2021.6247	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								1	040	040	04	1	1.0	2	1	2	0	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220818161500	https://asia.nikkei.com/Editor-s-Picks/Interview/ADB-to-discuss-ending-new-loans-to-China-President-Asakawa
1059177874	20210818	202108	2021	2021.6247	GHA	GHANA	GHA																		1	190	190	19	4	-10.0	4	1	4	-3.18181818181818	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	0								4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20220818161500	https://www.modernghana.com/news/1178008/mourners-console-family-of-late-nana-yaa-agyemang.html
1059177875	20210818	202108	2021	2021.6247	MED	JOURNALIST						MED													1	190	190	19	4	-10.0	3	1	3	-3.18181818181818	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	0								4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20220818161500	https://www.modernghana.com/news/1178008/mourners-console-family-of-late-nana-yaa-agyemang.html
1059177876	20210818	202108	2021	2021.6247	USA	RICHMOND	USA																		1	043	043	04	1	2.8	4	1	4	2.16216216216216	3	University Of Missouri, Missouri, United States	US	USMO	MO019	38.9459	-92.3277	728067	0								3	University Of Missouri, Missouri, United States	US	USMO		38.9459	-92.3277	728067	20220818161500	https://www.kmmo.com/2022/08/18/bruce-levan-thurman/
1059177877	20210818	202108	2021	2021.6247	USA	RICHMOND	USA																		1	043	043	04	1	2.8	4	1	4	2.16216216216216	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	0								3	University Of Missouri, Missouri, United States	US	USMO		38.9459	-92.3277	728067	20220818161500	https://www.kmmo.com/2022/08/18/bruce-levan-thurman/
1059177878	20220719	202207	2022	2022.5452	USA	SAN DIEGO	USA								USAEDU	CALIFORNIA	USA					EDU			0	013	013	01	1	0.4	3	1	3	-5.34670008354219	3	Lake Jackson, Texas, United States	US	USTX	TX039	29.0339	-95.4344	1360850	3	Lake Jackson, Texas, United States	US	USTX		29.0339	-95.4344	1360850	3	Lake Jackson, Texas, United States	US	USTX		29.0339	-95.4344	1360850	20220818161500	https://www.dailymail.co.uk/health/article-11123965/Death-Nebraska-child-linked-brain-eating-amoeba-kills-97-people-infects.html
