1059202105	20210818	202108	2021	2021.6247	IRL	DUBLIN	IRL								IRLBUS	IRELAND	IRL					BUS			1	120	120	12	3	-4.0	2	1	2	1.22549019607843	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220818191500	https://www.rte.ie/news/business/2022/0818/1316556-operating-profit-at-dublin-aerospace-fell-80-in-2021/
1059202106	20210818	202108	2021	2021.6247	IRLBUS	DUBLIN	IRL					BUS													1	120	120	12	3	-4.0	6	1	6	1.22549019607843	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220818191500	https://www.rte.ie/news/business/2022/0818/1316556-operating-profit-at-dublin-aerospace-fell-80-in-2021/
1059202107	20210818	202108	2021	2021.6247	PHL	PHILIPPINE	PHL								USA	UNITED STATES	USA								0	050	050	05	1	3.5	2	1	2	0.9369144284822	4	University Of The Philippines, Quezon City, Philippines	RP	RPF2	24210	14.659	121.069	10585066	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220818191500	https://phys.org/news/2022-08-discovery-long-nosed-shrew-mouse-mountain.html
1059202108	20210818	202108	2021	2021.6247	SPY	OPERATIVE						SPY			CVL	VOTER						CVL			0	111	111	11	3	-2.0	3	1	3	-1.92076830732293	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220818191500	https://www.washingtonexaminer.com/restoring-america/equality-not-elitism/gop-candidates-bet-big-anti-woke-message-midterm-elections
1059202109	20210818	202108	2021	2021.6247	USA	MASSACHUSETTS	USA								COPCOP	POLICE						COP	COP		1	112	112	11	3	-2.0	2	1	2	-3.31262939958592	3	Suffolk County, Massachusetts, United States	US	USMA	MA025	42.3334	-71.0828	606939	3	Suffolk County, Massachusetts, United States	US	USMA		42.3334	-71.0828	606939	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20220818191500	https://www.necn.com/news/local/former-state-trooper-indicted-in-superior-court-in-deadly-2021-boston-crash/2807826/
1059202110	20210818	202108	2021	2021.6247	USA	MASSACHUSETTS	USA								COPCOP	POLICE						COP	COP		1	112	112	11	3	-2.0	6	1	6	-3.31262939958592	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20220818191500	https://www.necn.com/news/local/former-state-trooper-indicted-in-superior-court-in-deadly-2021-boston-crash/2807826/
1059202111	20210818	202108	2021	2021.6247	USA	MASSACHUSETTS	USA								COPCOP	POLICE						COP	COP		1	112	112	11	3	-2.0	2	1	2	-3.31262939958592	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20220818191500	https://www.necn.com/news/local/former-state-trooper-indicted-in-superior-court-in-deadly-2021-boston-crash/2807826/
1059202112	20210818	202108	2021	2021.6247	USA	UNITED STATES	USA								CVL	VOTER						CVL			0	111	111	11	3	-2.0	4	1	4	-1.92076830732293	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220818191500	https://www.washingtonexaminer.com/restoring-america/equality-not-elitism/gop-candidates-bet-big-anti-woke-message-midterm-elections
1059202113	20210818	202108	2021	2021.6247	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			1	010	010	01	1	0.0	2	1	2	-2.50556792873051	3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	20220818191500	https://www.kpbs.org/news/local/2022/08/18/frustration-spurs-california-parents-to-run-for-school-boards
1059202114	20210818	202108	2021	2021.6247	USA	MASSACHUSETTS	USA								JUD	SUPERIOR COURT						JUD			1	173	173	17	4	-5.0	6	1	6	-3.31262939958592	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20220818191500	https://www.necn.com/news/local/former-state-trooper-indicted-in-superior-court-in-deadly-2021-boston-crash/2807826/
1059202115	20210818	202108	2021	2021.6247	USA	MASSACHUSETTS	USA								JUD	SUPERIOR COURT						JUD			1	173	173	17	4	-5.0	4	1	4	-3.31262939958592	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20220818191500	https://www.necn.com/news/local/former-state-trooper-indicted-in-superior-court-in-deadly-2021-boston-crash/2807826/
1059202116	20210818	202108	2021	2021.6247	USA	UNITED STATES	USA								PHL	PHILIPPINE	PHL								0	050	050	05	1	3.5	2	1	2	0.9369144284822	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	4	University Of The Philippines, Quezon City, Philippines	RP	RPF2	24210	14.659	121.069	10585066	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220818191500	https://phys.org/news/2022-08-discovery-long-nosed-shrew-mouse-mountain.html
1059202117	20220719	202207	2022	2022.5452											BEL	BRUSSELS	BEL								1	046	046	04	1	7.0	3	1	3	-3.60360360360361	0								4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20220818191500	https://www.thenational.scot/news/20672337.horizon-europe-uk-government-slated-threat-withdrawal-eu-science-scheme/
1059202118	20220719	202207	2022	2022.5452											JUD	JUDGE						JUD			1	172	172	17	4	-5.0	2	1	2	-6.98689956331878	0								4	Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54	-1.5	-2612324	4	Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54	-1.5	-2612324	20220818191500	https://www.cravenherald.co.uk/news/20672099.letter-yorkshire-water-ignoring-leak-reports-despite-notice-hosepipe-ban/
1059202119	20220719	202207	2022	2022.5452	HLH	HOSPITAL						HLH													1	010	010	01	1	0.0	7	1	7	1.04384133611691	3	Northside Hospital, Georgia, United States	US	USGA	GA121	33.909	-84.3541	1694933	0								3	Northside Hospital, Georgia, United States	US	USGA		33.909	-84.3541	1694933	20220818191500	https://www.thecentersquare.com/virginia/hospitals-patient-group-dispute-virginia-price-transparency-compliance/article_2a320b84-1f1f-11ed-8583-df44a918a34b.html
