1059164803	20210818	202108	2021	2021.6247											GOV	MINIST						GOV			1	140	140	14	3	-6.5	4	1	4	-4.01396160558464	0								4	Tikunia, Uttar Pradesh, India	IN	IN36	17921	28.3833	80.9833	-2113110	4	Tikunia, Uttar Pradesh, India	IN	IN36	17921	28.3833	80.9833	-2113110	20220818144500	https://timesofindia.indiatimes.com/india/farmers-begin-three-day-protest-in-lakhimpur-want-mos-ajay-mishra-sacked/articleshow/93644032.cms
1059164804	20210818	202108	2021	2021.6247	AGR	FARMER						AGR			GOV	MINIST						GOV			1	140	140	14	3	-6.5	1	1	1	-4.01396160558464	4	Tikunia, Uttar Pradesh, India	IN	IN36	17921	28.3833	80.9833	-2113110	4	Tikunia, Uttar Pradesh, India	IN	IN36	17921	28.3833	80.9833	-2113110	4	Tikunia, Uttar Pradesh, India	IN	IN36	17921	28.3833	80.9833	-2113110	20220818144500	https://timesofindia.indiatimes.com/india/farmers-begin-three-day-protest-in-lakhimpur-want-mos-ajay-mishra-sacked/articleshow/93644032.cms
1059164805	20210818	202108	2021	2021.6247	IND	HARYANA	IND								GOV	MINIST						GOV			1	140	140	14	3	-6.5	5	1	5	-4.01396160558464	4	Tikunia, Uttar Pradesh, India	IN	IN36	17921	28.3833	80.9833	-2113110	4	Tikunia, Uttar Pradesh, India	IN	IN36	17921	28.3833	80.9833	-2113110	4	Tikunia, Uttar Pradesh, India	IN	IN36	17921	28.3833	80.9833	-2113110	20220818144500	https://timesofindia.indiatimes.com/india/farmers-begin-three-day-protest-in-lakhimpur-want-mos-ajay-mishra-sacked/articleshow/93644032.cms
1059164806	20210818	202108	2021	2021.6247	USA	DETROIT	USA								FRA	PARIS	FRA								1	112	112	11	3	-2.0	10	1	10	-8.31408775981521	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	20220818144500	http://www.nydailynews.com/news/crime/ny-indiana-man-diabolique-targeted-gay-men-lgbtq-detroit-sentenced-20220818-uweokb6yufbajemk5nbuzizipy-story.html
1059164807	20210818	202108	2021	2021.6247	USA	DETROIT	USA								FRA	PARIS	FRA								1	190	190	19	4	-10.0	10	1	10	-8.31408775981521	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	20220818144500	http://www.nydailynews.com/news/crime/ny-indiana-man-diabolique-targeted-gay-men-lgbtq-detroit-sentenced-20220818-uweokb6yufbajemk5nbuzizipy-story.html
1059164808	20220719	202207	2022	2022.5452	ARG	ARGENTINE	ARG								GBRFLK	FALKLANDS	GBR								1	017	017	01	1	0.0	4	1	4	-3.19148936170213	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20220818144500	https://www.inverness-courier.co.uk/news/national/british-and-argentine-falklands-veterans-unite-to-scale-mont-blanc-55955/
1059164809	20220719	202207	2022	2022.5452	ARG	ARGENTINE	ARG								GBRFLK	FALKLANDS	GBR								1	017	017	01	1	0.0	2	1	2	-3.19148936170213	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	1	United Kingdom	UK	UK		54	-4	UK	20220818144500	https://www.inverness-courier.co.uk/news/national/british-and-argentine-falklands-veterans-unite-to-scale-mont-blanc-55955/
1059164810	20220719	202207	2022	2022.5452	ARG	ARGENTINE	ARG								GBRFLK	FALKLANDS	GBR								1	017	017	01	1	0.0	2	1	2	-3.19148936170213	1	United Kingdom	UK	UK		54	-4	UK	4	Malvinas, TucumáAS, Argentina	AR	AR24	4883	-26.9167	-65.2833	-1003014	1	United Kingdom	UK	UK		54	-4	UK	20220818144500	https://www.inverness-courier.co.uk/news/national/british-and-argentine-falklands-veterans-unite-to-scale-mont-blanc-55955/
1059164811	20220719	202207	2022	2022.5452	ARG	ARGENTINA	ARG								GBRFLK	FALKLANDS	GBR								1	017	017	01	1	0.0	2	1	2	-3.19148936170213	1	United Kingdom	UK	UK		54	-4	UK	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20220818144500	https://www.inverness-courier.co.uk/news/national/british-and-argentine-falklands-veterans-unite-to-scale-mont-blanc-55955/
1059164812	20220719	202207	2022	2022.5452	GBR	UNITED KINGDOM	GBR								GBREDU	LONDON	GBR					EDU			1	036	036	03	1	4.0	4	1	4	3.87596899224807	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	20220818144500	https://www.warringtonguardian.co.uk/news/20670901.a-level-results-day-2022-lymm-students-dancing-delight/
1059164813	20220719	202207	2022	2022.5452	GBR	BRITISH	GBR								GBRFLK	FALKLANDS	GBR								1	017	017	01	1	0.0	6	1	6	-3.19148936170213	4	Malvinas, TucumáAS, Argentina	AR	AR24	4883	-26.9167	-65.2833	-1003014	4	Malvinas, TucumáAS, Argentina	AR	AR24	4883	-26.9167	-65.2833	-1003014	4	Malvinas, TucumáAS, Argentina	AR	AR24	4883	-26.9167	-65.2833	-1003014	20220818144500	https://www.inverness-courier.co.uk/news/national/british-and-argentine-falklands-veterans-unite-to-scale-mont-blanc-55955/
1059164814	20220719	202207	2022	2022.5452	GBR	BRITISH	GBR								GBRFLK	FALKLANDS	GBR								1	017	017	01	1	0.0	4	1	4	-3.19148936170213	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220818144500	https://www.inverness-courier.co.uk/news/national/british-and-argentine-falklands-veterans-unite-to-scale-mont-blanc-55955/
1059164815	20220719	202207	2022	2022.5452	GBREDU	LONDON	GBR					EDU													1	036	036	03	1	4.0	6	1	6	3.87596899224807	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	0								4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	20220818144500	https://www.warringtonguardian.co.uk/news/20670901.a-level-results-day-2022-lymm-students-dancing-delight/
1059164816	20220811	202208	2022	2022.6055	AUS	AUSTRALIA	AUS																		0	016	016	01	1	-2.0	3	3	3	-9.42982456140352	1	Australia	AS	AS		-25	135	AS	0								4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20220818144500	https://siouxcityjournal.com/news/national/govt-and-politics/myanmars-suu-kyi-testifies-in-her-official-secrets-case/article_9f54c8f1-f3c8-510a-a561-12cc383d609f.html
