1059206004	20210818	202108	2021	2021.6247	GBR	SCOTLAND	GBR								LEG	GENERAL ASSEMBLY						LEG			0	040	040	04	1	1.0	10	1	10	1.86440677966102	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20220818194500	https://www.getreading.co.uk/news/uk-world-news/lady-louise-st-andrews-bound-24796107
1059206005	20210818	202108	2021	2021.6247	LEG	GENERAL ASSEMBLY						LEG			GBR	SCOTLAND	GBR								0	040	040	04	1	1.0	10	1	10	1.86440677966102	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20220818194500	https://www.getreading.co.uk/news/uk-world-news/lady-louise-st-andrews-bound-24796107
1059206006	20210818	202108	2021	2021.6247	MNCUSA	NETFLIX	USA					MNC			KEN	KENYA	KEN								1	084	084	08	2	7.0	6	1	6	-0.40983606557377	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20220818194500	https://www.bignewsnetwork.com/news/272658555/jonah-hill-announces-decision-to-step-away-from-movie-promotion-public-appearances
1059206007	20210818	202108	2021	2021.6247	USA	UNITED STATES	USA																		0	080	080	08	2	5.0	4	1	4	-1.19047619047619	2	Utah, United States	US	USUT		40.1135	-111.854	UT	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20220818194500	https://www.kpcw.org/park-city/2022-08-18/gov-cox-says-legislation-targeting-nightly-rentals-could-come-soon
1059206008	20210818	202108	2021	2021.6247	USA	UNITED STATES	USA								KEN	KENYA	KEN								1	084	084	08	2	7.0	4	1	4	-0.40983606557377	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20220818194500	https://www.bignewsnetwork.com/news/272658555/jonah-hill-announces-decision-to-step-away-from-movie-promotion-public-appearances
1059206009	20210818	202108	2021	2021.6247	ZAF	DURBAN	ZAF								AFR	AFRICA	AFR								1	173	173	17	4	-5.0	1	1	1	-7.30897009966778	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20220818194500	https://www.news24.com/news24/southafrica/news/bookkeepers-135-year-sentence-for-defrauding-covid-19-relief-fund-20220818
1059206010	20210818	202108	2021	2021.6247	ZAF	DURBAN	ZAF								AFR	AFRICA	AFR								1	173	173	17	4	-5.0	1	1	1	-7.30897009966778	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20220818194500	https://www.news24.com/news24/southafrica/news/bookkeepers-135-year-sentence-for-defrauding-covid-19-relief-fund-20220818
1059206011	20220719	202207	2022	2022.5452	IGOUNO	UNITED NATIONS		UNO				IGO			HTI	HAITIAN	HTI								1	012	012	01	1	-0.4	2	1	2	-11.6883116883117	4	Port-Au-Prince, Ouest, Haiti	HA	HA11	17198	18.5392	-72.335	-70311	4	Port-Au-Prince, Ouest, Haiti	HA	HA11	17198	18.5392	-72.335	-70311	4	Port-Au-Prince, Ouest, Haiti	HA	HA11	17198	18.5392	-72.335	-70311	20220818194500	https://www.plenglish.com/news/2022/08/18/russia-denounces-arms-trafficking-from-florida-to-haiti/
1059206012	20220719	202207	2022	2022.5452	IGOUNO	UNITED NATIONS		UNO				IGO			HTICRM	HAITIAN	HTI					CRM			1	012	012	01	1	-0.4	6	1	6	-11.6883116883117	4	Port-Au-Prince, Ouest, Haiti	HA	HA11	17198	18.5392	-72.335	-70311	4	Port-Au-Prince, Ouest, Haiti	HA	HA11	17198	18.5392	-72.335	-70311	4	Port-Au-Prince, Ouest, Haiti	HA	HA11	17198	18.5392	-72.335	-70311	20220818194500	https://www.plenglish.com/news/2022/08/18/russia-denounces-arms-trafficking-from-florida-to-haiti/
1059206013	20220719	202207	2022	2022.5452	LEG	CHAMBER						LEG			GOV	CHIEF EXECUTIVE						GOV			1	010	010	01	1	0.0	6	1	6	2.20994475138121	3	City Of Fairfield, Ohio, United States	US	USOH	OH017	39.3302	-84.5403	1085670	3	City Of Fairfield, Ohio, United States	US	USOH		39.3302	-84.5403	1085670	3	City Of Fairfield, Ohio, United States	US	USOH		39.3302	-84.5403	1085670	20220818194500	https://www.cincinnati.com/story/news/local/2022/08/18/kert-radel-leaves-fairfield-chamber-of-commerce-to-go-back-to-radio/65409331007/
