1059163463	20210818	202108	2021	2021.6247	IND	KARNATAKA	IND																		1	130	130	13	3	-4.4	4	1	4	0.82266910420475	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	0								5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20220818143000	https://www.business-standard.com/article/politics/karnataka-congress-a-united-house-party-will-fight-polls-solo-shivakumar-122081800953_1.html
1059163464	20210818	202108	2021	2021.6247	IND	KARNATAKA	IND								INDLEG	KARNATAKA	IND					LEG			1	130	130	13	3	-4.4	2	1	2	0.82266910420475	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20220818143000	https://www.business-standard.com/article/politics/karnataka-congress-a-united-house-party-will-fight-polls-solo-shivakumar-122081800953_1.html
1059163465	20210818	202108	2021	2021.6247	LEG	LEGISLATURE						LEG													0	014	014	01	1	0.0	5	1	5	1.99600798403194	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20220818143000	https://www.cjonline.com/story/opinion/columns/2022/08/18/kansas-leaders-can-take-3-steps-ensure-momentum-post-panasonic-deal/10271618002/
1059163466	20210818	202108	2021	2021.6247	LEG	PARLIAMENT						LEG													0	100	100	10	3	-5.0	10	1	10	-1.41843971631206	1	Tunisia	TS	TS		34	9	TS	0								1	Tunisia	TS	TS		34	9	TS	20220818143000	https://www.middleeastmonitor.com/20220818-tunisia-national-salvation-front-describes-new-constitution-as-authority-of-one-person/
1059163467	20210818	202108	2021	2021.6247	LEG	CONGRESS						LEG													1	130	130	13	3	-4.4	4	1	4	0.82266910420475	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	0								5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20220818143000	https://www.business-standard.com/article/politics/karnataka-congress-a-united-house-party-will-fight-polls-solo-shivakumar-122081800953_1.html
1059163468	20210818	202108	2021	2021.6247	LEG	CONGRESS						LEG			CVLCVL	COMMUNITY						CVL	CVL		1	020	020	02	1	3.0	10	1	10	0.84269662921348	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20220818143000	https://economictimes.indiatimes.com/news/politics-and-nation/karnataka-cm-bommai-bjp-state-president-kateel-to-tour-50-assembly-seats-each-to-counter-congress-gear-up-for-assembly-polls/articleshow/93643654.cms
1059163469	20210818	202108	2021	2021.6247	LEG	SENATE						LEG			USA	UNITED STATES	USA								0	173	173	17	4	-5.0	2	1	2	-1.63487738419619	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20220818143000	https://www.economist.com/united-states/2022/08/18/a-new-ranked-choice-voting-system-hampers-sarah-palins-hopes
1059163470	20210818	202108	2021	2021.6247	LEG	SENATE						LEG			USAGOV	MURKOWSKI	USA					GOV			0	173	173	17	4	-5.0	3	1	3	-1.63487738419619	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220818143000	https://www.economist.com/united-states/2022/08/18/a-new-ranked-choice-voting-system-hampers-sarah-palins-hopes
1059163471	20210818	202108	2021	2021.6247	USA	UNITED STATES	USA								LEG	SENATOR						LEG			0	173	173	17	4	-5.0	1	1	1	-1.63487738419619	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20220818143000	https://www.economist.com/united-states/2022/08/18/a-new-ranked-choice-voting-system-hampers-sarah-palins-hopes
1059163472	20210818	202108	2021	2021.6247	USAGOV	MURKOWSKI	USA					GOV			LEG	SENATOR						LEG			0	173	173	17	4	-5.0	3	1	3	-1.63487738419619	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220818143000	https://www.economist.com/united-states/2022/08/18/a-new-ranked-choice-voting-system-hampers-sarah-palins-hopes
1059163473	20210818	202108	2021	2021.6247	USAGOV	MURKOWSKI	USA					GOV			USA	UNITED STATES	USA								0	173	173	17	4	-5.0	1	1	1	-1.63487738419619	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20220818143000	https://www.economist.com/united-states/2022/08/18/a-new-ranked-choice-voting-system-hampers-sarah-palins-hopes
1059163474	20210818	202108	2021	2021.6247	VNM	VIETNAM	VNM								MED	MEDIA						MED			0	020	020	02	1	3.0	7	1	7	-0.72992700729926	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20220818143000	https://developingtelecoms.com/telecom-business/telecom-regulation/13881-new-data-rules-in-vietnam-add-to-pressure-on-social-media-companies.html
1059163475	20220719	202207	2022	2022.5452	GOV	CROWN PRINCE						GOV			USAGOV	JOE BIDEN	USA					GOV			0	040	040	04	1	1.0	5	1	5	-0.848896434634979	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	20220818143000	https://www.huffingtonpost.co.uk/entry/us-studying-sentence-saudi-woman-over-twitter-use_uk_62fe3b68e4b0f48a0204e77b
1059163476	20220719	202207	2022	2022.5452	UGA	KAMPALA	UGA																		0	115	115	11	3	-2.0	2	1	2	-6.17760617760618	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	0								4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	20220818143000	https://news.trust.org:443/item/20220818131626-d3cau/
1059163477	20220719	202207	2022	2022.5452	UGA	KAMPALA	UGA								GOV	MAYOR						GOV			0	115	115	11	3	-2.0	8	1	8	-6.17760617760618	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	20220818143000	https://news.trust.org:443/item/20220818131626-d3cau/
1059163478	20220719	202207	2022	2022.5452	USAGOV	JOE BIDEN	USA					GOV			GOV	CROWN PRINCE						GOV			0	040	040	04	1	1.0	5	1	5	-0.848896434634979	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	20220818143000	https://www.huffingtonpost.co.uk/entry/us-studying-sentence-saudi-woman-over-twitter-use_uk_62fe3b68e4b0f48a0204e77b
1059163479	20220811	202208	2022	2022.6055											LAB	EMPLOYEE						LAB			0	040	040	04	1	1.0	10	1	10	0.61511423550088	0								3	Cedarhurst, New York, United States	US	USNY	NY059	40.6229	-73.7243	946156	3	Cedarhurst, New York, United States	US	USNY	NY059	40.6229	-73.7243	946156	20220818143000	http://www.5tjt.com/its-our-homeland/
1059163480	20220811	202208	2022	2022.6055	GBR	UNITED KINGDOM	GBR								COP	POLICE						COP			1	010	010	01	1	0.0	20	5	20	-10.752688172043	4	Walthamstow, Waltham Forest, United Kingdom	UK	UKO9	40114	51.6	-0.033333	-2610831	4	Walthamstow, Waltham Forest, United Kingdom	UK	UKO9	40114	51.6	-0.033333	-2610831	4	Walthamstow, Waltham Forest, United Kingdom	UK	UKO9	40114	51.6	-0.033333	-2610831	20220818143000	https://www.thetelegraphandargus.co.uk/news/national/20671474.sadiq-khan-blames-spate-violence-school-holidays-long-days-heatwave/
1059163481	20220811	202208	2022	2022.6055	LAB	EMPLOYEE						LAB													0	040	040	04	1	1.0	10	1	10	0.61511423550088	3	Cedarhurst, New York, United States	US	USNY	NY059	40.6229	-73.7243	946156	0								3	Cedarhurst, New York, United States	US	USNY	NY059	40.6229	-73.7243	946156	20220818143000	http://www.5tjt.com/its-our-homeland/
1059163482	20220811	202208	2022	2022.6055	MIL	MILITARY						MIL			ZAF	JOHANNESBURG	ZAF								1	100	100	10	3	-5.0	2	1	2	-7.60869565217391	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20220818143000	https://www.bloomberg.com/news/articles/2022-08-08/south-africa-puts-soldiers-on-standby-over-crime-timeslive-says
1059163483	20220817	202208	2022	2022.6219	USA	PORTLAND	USA																		1	173	173	17	4	-5.0	10	1	10	-5.42372881355932	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	0								1	Russia	RS	RS		60	100	RS	20220818143000	https://www.coinspeaker.com/us-crypto-money-launderer-extradition/
1059163484	20220817	202208	2022	2022.6219	USA	PORTLAND	USA								USAJUD	OREGON	USA					JUD			1	042	042	04	1	1.9	10	1	10	-5.42372881355932	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20220818143000	https://www.coinspeaker.com/us-crypto-money-launderer-extradition/
1059163485	20220818	202208	2022	2022.6247											AFR	AFRICA	AFR								1	092	092	09	2	-2.0	2	1	2	0.304182509505701	0								4	University Of Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.958	18.4608	-1217215	4	University Of Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.958	18.4608	-1217215	20220818143000	https://www.iol.co.za/thepost/features/blending-life-together-as-a-family-needs-grace-and-patience-4fe4c007-b35c-445d-be59-e79e15def697
1059163486	20220818	202208	2022	2022.6247											AGR	FISHER						AGR			1	043	043	04	1	2.8	5	1	5	1.77514792899408	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20220818143000	https://weraveyou.com/2022/08/fisher-baby-goddaughter-live-france/
1059163487	20220818	202208	2022	2022.6247											BGR	BULGARIA	BGR								0	036	036	03	1	4.0	10	1	10	-0.2063983488132	0								4	Chiren, Vratsa, Bulgaria	BU	BU64	12110	43.3333	23.5833	-832992	4	Chiren, Vratsa, Bulgaria	BU	BU64	12110	43.3333	23.5833	-832992	20220818143000	https://www.novinite.com/articles/216345/Bulgaria+will+Seek+Gas+from+Azerbaijan,+Turkey+or+Russia
1059163488	20220818	202208	2022	2022.6247											BUS	COMPANIES						BUS			0	061	061	06	2	6.4	10	1	10	-1.13989637305699	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220818143000	https://www.huffingtonpost.co.uk/entry/should-we-nationalise-railway-companies_uk_62fe1651e4b0a85a81992d0b
