1059175252	20210818	202108	2021	2021.6247											MNCUSA	NVIDIA	USA					MNC			1	046	046	04	1	7.0	5	1	5	7.14285714285714	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220818160000	https://www.3dprintingmedia.network/exlattice-receives-nsf-sbir-phase-i-award/
1059175253	20210818	202108	2021	2021.6247											USA	UNITED STATES	USA								0	173	173	17	4	-5.0	1	1	1	-9.09090909090913	0								3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818160000	https://www.washingtonexaminer.com/policy/courts/trump-organization-cfo-pleads-guilty-in-tax-fraud-scheme
1059175254	20210818	202108	2021	2021.6247	COP	PRISON						COP													1	015	015	01	1	0.0	12	1	12	-5.24861878453039	3	Dallas County, Texas, United States	US	USTX	TX113	32.7668	-96.7836	1383842	0								3	Dallas County, Texas, United States	US	USTX		32.7668	-96.7836	1383842	20220818160000	https://www.prnewswire.com:443/news-releases/experienced-attorneys-at-dallas-law-offices-of-brad-jackson-again-ranked-among-nations-best-for-business-lawsuits-301606548.html
1059175255	20210818	202108	2021	2021.6247	COP	PRISON						COP													1	015	015	01	1	0.0	8	1	8	-5.24861878453039	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220818160000	https://www.prnewswire.com:443/news-releases/experienced-attorneys-at-dallas-law-offices-of-brad-jackson-again-ranked-among-nations-best-for-business-lawsuits-301606548.html
1059175256	20210818	202108	2021	2021.6247	COP	PRISON						COP													1	190	190	19	4	-10.0	12	1	12	-5.24861878453039	3	Dallas County, Texas, United States	US	USTX	TX113	32.7668	-96.7836	1383842	0								3	Dallas County, Texas, United States	US	USTX		32.7668	-96.7836	1383842	20220818160000	https://www.prnewswire.com:443/news-releases/experienced-attorneys-at-dallas-law-offices-of-brad-jackson-again-ranked-among-nations-best-for-business-lawsuits-301606548.html
1059175257	20210818	202108	2021	2021.6247	COP	PRISON						COP													1	190	190	19	4	-10.0	8	1	8	-5.24861878453039	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220818160000	https://www.prnewswire.com:443/news-releases/experienced-attorneys-at-dallas-law-offices-of-brad-jackson-again-ranked-among-nations-best-for-business-lawsuits-301606548.html
1059175258	20210818	202108	2021	2021.6247	CVL	POPULATION						CVL			AFR	AFRICA	AFR								1	130	130	13	3	-4.4	5	1	5	1.74927113702624	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220818160000	https://godanriver.com/entertainment/19-cheetah-cubs-born-at-metro-richmond-zoo/article_0e594559-e25e-58a4-9fe3-161bf858e64f.html
1059175259	20210818	202108	2021	2021.6247	MNCUSA	NVIDIA	USA					MNC													1	046	046	04	1	7.0	5	1	5	7.14285714285714	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220818160000	https://www.3dprintingmedia.network/exlattice-receives-nsf-sbir-phase-i-award/
1059175260	20210818	202108	2021	2021.6247	NGA	KADUNA	NGA								GOV	NATIONAL ELECTORAL COMMISSION						GOV			0	013	013	01	1	0.4	4	1	4	0.26420079260238	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	20220818160000	https://www.vanguardngr.com/2022/08/volunteers-will-guard-our-votes-kaduna-lp-governorship-candidate-boasts/
1059175261	20210818	202108	2021	2021.6247	NGACVL	KADUNA	NGA					CVL			GOV	NATIONAL ELECTORAL COMMISSION						GOV			0	013	013	01	1	0.4	6	1	6	0.26420079260238	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	20220818160000	https://www.vanguardngr.com/2022/08/volunteers-will-guard-our-votes-kaduna-lp-governorship-candidate-boasts/
