1060187270	20210825	202108	2021	2021.6438	ARG	ARGENTINA	ARG																		1	010	010	01	1	0.0	9	1	9	-3.87323943661972	4	Claudio Molina, Buenos Aires, Argentina	AR	AR01	4502	-38.0901	-60.3483	-982521	0								4	Claudio Molina, Buenos Aires, Argentina	AR	AR01	4502	-38.0901	-60.3483	-982521	20220825184500	https://advancedbiofuelsusa.info/after-the-oil-crisis-biofuel-manufacturers-ask-that-the-increase-in-cutting-with-biodiesel-be-sustained/
1060187271	20210825	202108	2021	2021.6438	BUS	PRODUCER						BUS			CVL	POPULATION						CVL			1	012	012	01	1	-0.4	10	1	10	-0.61349693251534	0								0								0								20220825184500	https://regina.ctvnews.ca/hot-dry-weather-allows-sask-producers-to-make-significant-harvest-progress-crop-report-1.6042014
1060187272	20210825	202108	2021	2021.6438	MNCKOR	SAMSUNG	KOR					MNC			KOR	SOUTH KOREA	KOR								1	051	051	05	1	3.4	15	1	10	2.00501253132832	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20220825184500	https://techstory.in/samsung-to-venture-into-virtual-asset-industry-early-next-year-thanks-to-dreregulation-of-crypto-laws-by-south-korea/
1060187273	20210825	202108	2021	2021.6438	USA	UNITED STATES	USA																		0	012	012	01	1	-0.4	3	1	3	2.70906949352179	3	Brooklyn, New York, United States	US	USNY	NY025	42.3442	-75.1704	944840	0								3	Brooklyn, New York, United States	US	USNY	NY025	42.3442	-75.1704	944840	20220825184500	https://patch.com/new-york/astoria-long-island-city/astorias-socialist-slate-kristen-gonzalez-breaks-down-her-win
1060187274	20210825	202108	2021	2021.6438	USA	UNITED STATES	USA																		0	012	012	01	1	-0.4	1	1	1	2.70906949352179	3	Long Island City, New York, United States	US	USNY	NY081	40.7448	-73.9487	955863	0								3	Long Island City, New York, United States	US	USNY		40.7448	-73.9487	955863	20220825184500	https://patch.com/new-york/astoria-long-island-city/astorias-socialist-slate-kristen-gonzalez-breaks-down-her-win
1060187275	20210825	202108	2021	2021.6438	USA	AMERICAN	USA																		1	051	051	05	1	3.4	4	1	4	3.80434782608695	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	0								2	Alaska, United States	US	USAK		61.385	-152.268	AK	20220825184500	https://porthole.com/american-queen-voyages-announces-2023-kentucky-derby-cruise/
1060187276	20210825	202108	2021	2021.6438	USA	UNITED STATES	USA																		0	128	128	12	3	-5.0	5	1	5	0.0474383301707801	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20220825184500	https://finance.yahoo.com/news/9-51-cagr-global-cyber-175000273.html
1060187277	20220726	202207	2022	2022.5644	USA	MINNEAPOLIS	USA								NLD	AMSTERDAM	NLD								0	036	036	03	1	4.0	8	1	8	2.13358070500927	4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	20220825184500	https://thriftytraveler.com/guides/points/how-to-book-delta-one-business-class-cheap/
1060187278	20220726	202207	2022	2022.5644	USA	MINNEAPOLIS	USA								NLD	AMSTERDAM	NLD								0	036	036	03	1	4.0	2	1	2	2.13358070500927	3	Salt Lake City, Utah, United States	US	USUT	UT035	40.7608	-111.891	1454997	3	Salt Lake City, Utah, United States	US	USUT		40.7608	-111.891	1454997	3	Salt Lake City, Utah, United States	US	USUT		40.7608	-111.891	1454997	20220825184500	https://thriftytraveler.com/guides/points/how-to-book-delta-one-business-class-cheap/
1060187279	20220818	202208	2022	2022.6247											BUS	BUSINESS						BUS			0	042	042	04	1	1.9	8	2	8	-1.21457489878543	0								3	Linn County, Iowa, United States	US	USIA		42.0667	-91.6002	465245	3	Linn County, Iowa, United States	US	USIA		42.0667	-91.6002	465245	20220825184500	https://www.amestrib.com/story/news/health/2022/08/25/hundreds-more-iowans-vaccinated-against-monkeypox-iowa-symptoms/7878321001/
