1060099871	20220825	202208	2022	2022.6438											AUS	AUSTRALIA	AUS								1	013	013	01	1	0.4	2	1	2	-5.47112462006079	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20220825071500	https://www.dailymail.co.uk/news/article-11144265/Qantas-passenger-watches-horror-destroyed-luggage-arrives.html
1060099872	20220825	202208	2022	2022.6438											AUS	AUSTRALIA	AUS								1	114	114	11	3	-2.0	2	1	2	-5.47112462006079	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20220825071500	https://www.dailymail.co.uk/news/article-11144265/Qantas-passenger-watches-horror-destroyed-luggage-arrives.html
1060099873	20220825	202208	2022	2022.6438											AUSCOP	AUSTRALIA	AUS					COP			1	042	042	04	1	1.9	2	1	2	-0.93457943925234	0								4	Parramatta, New South Wales, Australia	AS	AS02	5066	-33.8167	151	-1594034	4	Parramatta, New South Wales, Australia	AS	AS02	5066	-33.8167	151	-1594034	20220825071500	https://www.miragenews.com/police-appeal-to-locate-teen-missing-from-843085/
1060099874	20220825	202208	2022	2022.6438											BEL	BELGIUM	BEL								1	042	042	04	1	1.9	3	1	3	-1.9672131147541	0								1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20220825071500	https://www.bbc.co.uk/news/uk-england-birmingham-62661339
1060099875	20220825	202208	2022	2022.6438											BUS	CORPORATION						BUS			0	040	040	04	1	1.0	1	1	1	-0.39215686274509	0								4	Gulbarga, Karnataka, India	IN	IN19	17687	17.3333	76.8333	-2096786	4	Gulbarga, Karnataka, India	IN	IN19	17687	17.3333	76.8333	-2096786	20220825071500	https://www.thehindu.com/news/national/karnataka/top-news-developments-in-karnataka-on-august-25-2022/article65808839.ece
1060099876	20220825	202208	2022	2022.6438											BUS	CORPORATION						BUS			0	040	040	04	1	1.0	7	1	7	-0.39215686274509	0								4	Idgah, Uttar Pradesh, India	IN	IN36	70264	27.1667	78	-2097729	4	Belagavi, Karnataka, India	IN	IN19	17769	15.8667	74.5	-2090976	20220825071500	https://www.thehindu.com/news/national/karnataka/top-news-developments-in-karnataka-on-august-25-2022/article65808839.ece
1060099877	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			1	042	042	04	1	1.9	10	1	10	-2.79503105590062	0								4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	4	Oslo, Oslo, Norway	NO	NO12	23413	59.9167	10.75	-273837	20220825071500	https://www.prnewswire.com:443/news-releases/lytix-biopharma-second-quarter-and-first-half-of-2022-results-301612235.html
1060099878	20220825	202208	2022	2022.6438											BUS	CORPORATION						BUS			0	046	046	04	1	7.0	2	1	2	-0.39215686274509	0								4	Gulbarga, Karnataka, India	IN	IN19	17687	17.3333	76.8333	-2096786	4	Gulbarga, Karnataka, India	IN	IN19	17687	17.3333	76.8333	-2096786	20220825071500	https://www.thehindu.com/news/national/karnataka/top-news-developments-in-karnataka-on-august-25-2022/article65808839.ece
1060099879	20220825	202208	2022	2022.6438											BUS	CORPORATION						BUS			0	046	046	04	1	7.0	2	1	2	-0.39215686274509	0								4	Idgah, Uttar Pradesh, India	IN	IN36	70264	27.1667	78	-2097729	4	Gulbarga, Karnataka, India	IN	IN19	17687	17.3333	76.8333	-2096786	20220825071500	https://www.thehindu.com/news/national/karnataka/top-news-developments-in-karnataka-on-august-25-2022/article65808839.ece
1060099880	20220825	202208	2022	2022.6438											BUS	CORPORATION						BUS			0	046	046	04	1	7.0	6	1	6	-0.39215686274509	0								4	Idgah, Uttar Pradesh, India	IN	IN36	70264	27.1667	78	-2097729	4	Idgah, Uttar Pradesh, India	IN	IN36	70264	27.1667	78	-2097729	20220825071500	https://www.thehindu.com/news/national/karnataka/top-news-developments-in-karnataka-on-august-25-2022/article65808839.ece
1060099881	20220825	202208	2022	2022.6438											BUS	COMPANIES						BUS			1	060	060	06	2	6.0	2	1	2	-2.11591536338546	0								2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20220825071500	https://www.theepochtimes.com/texas-targets-10-financial-companies-340-funds-over-esg-driven-fossil-fuel-divestment_4687318.html
1060099882	20220825	202208	2022	2022.6438											BUSBUS	COMPANY						BUS	BUS		0	130	130	13	3	-4.4	3	1	3	-8.08219178082192	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20220825071500	https://www.thehindu.com/sci-tech/technology/twitter-whistleblower-zatko-help-elon-musk-twitter-deal-takeover-volatility-sue-legal-battle/article65808703.ece
1060099883	20220825	202208	2022	2022.6438											CHN	CHINA	CHN								1	043	043	04	1	2.8	10	1	10	-5.17241379310345	0								4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20220825071500	https://tuoitrenews.vn/news/society/20220825/vietnamese-provinces-prepare-to-evacuate-135000-people-as-storm-maon-approaches/68759.html
1060099884	20220825	202208	2022	2022.6438											CHN	CHINA	CHN								0	057	057	05	1	8.0	8	1	8	-1.88679245283019	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825071500	https://www.rferl.org/a/china-russia-eastern-europe-influence-waning-analysis/32003696.html
1060099885	20220825	202208	2022	2022.6438											CHN	CHINA	CHN								0	057	057	05	1	8.0	2	1	2	-1.88679245283019	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825071500	https://www.rferl.org/a/china-russia-eastern-europe-influence-waning-analysis/32003696.html
1060099886	20220825	202208	2022	2022.6438											COD	DR CONGO	COD								1	190	190	19	4	-10.0	10	1	10	-4.25531914893617	0								1	Rwanda	RW	RW		-2	30	RW	1	Rwanda	RW	RW		-2	30	RW	20220825071500	https://www.monitor.co.ug/uganda/news/clashes-at-empty-un-base-in-troubled-dr-congo-city-3925624
1060099887	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	020	020	02	1	3.0	10	1	10	-3.96873120865905	0								4	Burgas, Burgas, Bulgaria	BU	BU39	11864	42.5061	27.4678	-832673	4	Burgas, Burgas, Bulgaria	BU	BU39	11864	42.5061	27.4678	-832673	20220825071500	https://www.gov.uk/government/publications/bulgaria-information-for-victims-of-rape-and-sexual-assault/bulgaria-information-for-victims-of-rape-and-sexual-assault
1060099888	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	042	042	04	1	1.9	10	1	10	-3.96873120865905	0								4	Burgas, Burgas, Bulgaria	BU	BU39	11864	42.5061	27.4678	-832673	4	Burgas, Burgas, Bulgaria	BU	BU39	11864	42.5061	27.4678	-832673	20220825071500	https://www.gov.uk/government/publications/bulgaria-information-for-victims-of-rape-and-sexual-assault/bulgaria-information-for-victims-of-rape-and-sexual-assault
1060099889	20220825	202208	2022	2022.6438											COP	POLICE CHIEF						COP			0	051	051	05	1	3.4	1	1	1	1.76	0								3	Pittsfield, Massachusetts, United States	US	USMA	MA003	42.4501	-73.2454	607643	3	Pittsfield, Massachusetts, United States	US	USMA	MA003	42.4501	-73.2454	607643	20220825071500	https://www.berkshireeagle.com/news/local/berkshire-da-andrea-harrington-challenger-timothy-shugrue-pledge-hold-police-accountable/article_044cc9d6-240b-11ed-a2e9-975858616125.html
1060099890	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	060	060	06	2	6.0	8	1	8	-0.39215686274509	0								4	Belagavi, Karnataka, India	IN	IN19	17769	15.8667	74.5	-2090976	4	Belagavi, Karnataka, India	IN	IN19	17769	15.8667	74.5	-2090976	20220825071500	https://www.thehindu.com/news/national/karnataka/top-news-developments-in-karnataka-on-august-25-2022/article65808839.ece
1060099891	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	060	060	06	2	6.0	2	1	2	-0.39215686274509	0								4	Gulbarga, Karnataka, India	IN	IN19	17687	17.3333	76.8333	-2096786	4	Idgah, Uttar Pradesh, India	IN	IN36	70264	27.1667	78	-2097729	20220825071500	https://www.thehindu.com/news/national/karnataka/top-news-developments-in-karnataka-on-august-25-2022/article65808839.ece
1060099892	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	090	090	09	2	-2.0	8	1	8	-0.39215686274509	0								4	Belagavi, Karnataka, India	IN	IN19	17769	15.8667	74.5	-2090976	4	Belagavi, Karnataka, India	IN	IN19	17769	15.8667	74.5	-2090976	20220825071500	https://www.thehindu.com/news/national/karnataka/top-news-developments-in-karnataka-on-august-25-2022/article65808839.ece
1060099893	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	090	090	09	2	-2.0	2	1	2	-0.39215686274509	0								4	Gulbarga, Karnataka, India	IN	IN19	17687	17.3333	76.8333	-2096786	4	Gulbarga, Karnataka, India	IN	IN19	17687	17.3333	76.8333	-2096786	20220825071500	https://www.thehindu.com/news/national/karnataka/top-news-developments-in-karnataka-on-august-25-2022/article65808839.ece
1060099894	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	112	112	11	3	-2.0	8	1	8	-0.39215686274509	0								4	Belagavi, Karnataka, India	IN	IN19	17769	15.8667	74.5	-2090976	4	Belagavi, Karnataka, India	IN	IN19	17769	15.8667	74.5	-2090976	20220825071500	https://www.thehindu.com/news/national/karnataka/top-news-developments-in-karnataka-on-august-25-2022/article65808839.ece
1060099895	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	112	112	11	3	-2.0	2	1	2	-0.39215686274509	0								4	Gulbarga, Karnataka, India	IN	IN19	17687	17.3333	76.8333	-2096786	4	Gulbarga, Karnataka, India	IN	IN19	17687	17.3333	76.8333	-2096786	20220825071500	https://www.thehindu.com/news/national/karnataka/top-news-developments-in-karnataka-on-august-25-2022/article65808839.ece
1060099896	20220825	202208	2022	2022.6438											COP	DEPUTIES						COP			1	1711	171	17	4	-9.2	1	1	1	-6.00461893764434	0								3	Elkhart, Indiana, United States	US	USIN	IN039	41.682	-85.9767	434079	3	Elkhart, Indiana, United States	US	USIN	IN039	41.682	-85.9767	434079	20220825071500	https://www.goshennews.com/news/police-news-several-thefts-burglaries-reported/article_63a6247e-1fd1-11ed-b1cf-5f9b800f555d.html
1060099897	20220825	202208	2022	2022.6438											COP	DEPUTIES						COP			1	173	173	17	4	-5.0	2	1	2	-6.00461893764434	0								3	Elkhart, Indiana, United States	US	USIN	IN039	41.682	-85.9767	434079	3	Elkhart, Indiana, United States	US	USIN	IN039	41.682	-85.9767	434079	20220825071500	https://www.goshennews.com/news/police-news-several-thefts-burglaries-reported/article_63a6247e-1fd1-11ed-b1cf-5f9b800f555d.html
1060099898	20220825	202208	2022	2022.6438											COPCOP	POLICE						COP	COP		1	190	190	19	4	-10.0	5	1	5	-8.43373493975904	0								0								0								20220825071500	https://www.monitor.co.ug/uganda/news/national/police-investigate-wakiso-man-for-killing-wife-two-children-3925668
1060099899	20220825	202208	2022	2022.6438											CRM	CONVICTS						CRM			1	173	173	17	4	-5.0	4	1	4	-9.13705583756348	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20220825071500	https://timesofindia.indiatimes.com/india/bilkis-bano-case-sc-issues-notice-to-gujarat-govt-centre/articleshow/93770224.cms
1060099900	20220825	202208	2022	2022.6438											CRM	CONVICTS						CRM			1	173	173	17	4	-5.0	2	1	2	-9.13705583756348	0								4	Godhra, Gujarat, India	IN	IN09	70121	20.9167	70.9167	-2096429	4	Godhra, Gujarat, India	IN	IN09	70121	20.9167	70.9167	-2096429	20220825071500	https://timesofindia.indiatimes.com/india/bilkis-bano-case-sc-issues-notice-to-gujarat-govt-centre/articleshow/93770224.cms
1060099901	20220825	202208	2022	2022.6438											CVL	RESIDENTS						CVL			1	013	013	01	1	0.4	10	1	10	1.16279069767442	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825071500	https://www.desertsun.com/story/news/2022/08/24/perez-goal-oasis-mobile-home-park-closure-due-safety/7892140001/
1060099902	20220825	202208	2022	2022.6438											CVL	COMMUNITY						CVL			0	040	040	04	1	1.0	5	1	5	2.33644859813084	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20220825071500	https://www.djc.com/news/re/12150847.html
1060099903	20220825	202208	2022	2022.6438											CVL	MIGRANT						CVL			0	042	042	04	1	1.9	6	1	6	-1.9672131147541	0								1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20220825071500	https://www.bbc.co.uk/news/uk-england-birmingham-62661339
1060099904	20220825	202208	2022	2022.6438											CVL	POPULATION						CVL			1	042	042	04	1	1.9	10	1	10	-1.96560196560197	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825071500	https://pressofatlanticcity.com/community/currents_gazettes/downbeach/mays-landing-tragedy/article_f4767d9e-1cae-11ed-aaad-6fcd5aa7f980.html
1060099905	20220825	202208	2022	2022.6438											CVL	COMMUNITY						CVL			1	043	043	04	1	2.8	2	1	2	1.76	0								3	Berkshire, Massachusetts, United States	US	USMA	MA003	42.5126	-73.1929	607312	3	Berkshire, Massachusetts, United States	US	USMA	MA003	42.5126	-73.1929	607312	20220825071500	https://www.berkshireeagle.com/news/local/berkshire-da-andrea-harrington-challenger-timothy-shugrue-pledge-hold-police-accountable/article_044cc9d6-240b-11ed-a2e9-975858616125.html
1060099906	20220825	202208	2022	2022.6438											CVL	RESIDENTS						CVL			0	051	051	05	1	3.4	5	1	5	-2.57936507936508	0								4	Allahabad, Uttar Pradesh, India	IN	IN36	70270	25.45	81.85	-2088510	4	Allahabad, Uttar Pradesh, India	IN	IN36	70270	25.45	81.85	-2088510	20220825071500	https://economictimes.indiatimes.com/news/india/citizens-cane-the-battle-to-bring-down-supertechs-twin-towers/articleshow/93770997.cms
1060099907	20220825	202208	2022	2022.6438											CVL	CITIZEN						CVL			0	100	100	10	3	-5.0	5	1	5	-4.44938820912125	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220825071500	https://www.bayjournal.com/news/energy/more-concerns-emerge-for-pennsylvanias-abandoned-oil-gas-wells/article_26bd03c4-199c-11ed-89fa-0bf7169f7059.html
1060099908	20220825	202208	2022	2022.6438											DZA	ALGERIAN	DZA								1	036	036	03	1	4.0	2	2	2	-3.64391785150079	0								4	El Mouradia, Tipaza, Algeria	AG	AG55	37759	36.7458	3.03916	-468424	4	El Mouradia, Tipaza, Algeria	AG	AG55	37759	36.7458	3.03916	-468424	20220825071500	https://www.sfgate.com/news/article/France-s-Macron-heads-to-Algeria-in-bid-to-heal-17396902.php
1060099909	20220825	202208	2022	2022.6438											DZAGOV	ALGERIAN	DZA					GOV			1	036	036	03	1	4.0	4	2	4	-3.64391785150079	0								4	El Mouradia, Tipaza, Algeria	AG	AG55	37759	36.7458	3.03916	-468424	4	El Mouradia, Tipaza, Algeria	AG	AG55	37759	36.7458	3.03916	-468424	20220825071500	https://www.sfgate.com/news/article/France-s-Macron-heads-to-Algeria-in-bid-to-heal-17396902.php
1060099910	20220825	202208	2022	2022.6438											EDU	ECONOMIST						EDU			1	040	040	04	1	1.0	6	1	6	-4.24836601307189	0								1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20220825071500	https://ewn.co.za/2022/08/25/expect-a-slap-in-the-chips-as-potato-price-hike-looms
1060099911	20220825	202208	2022	2022.6438											EDU	STUDENT						EDU			0	042	042	04	1	1.9	10	1	10	-0.13927576601671	0								3	Maple Grove, Arkansas, United States	US	USAR		35.642	-90.5543	58120	3	Maple Grove, Arkansas, United States	US	USAR		35.642	-90.5543	58120	20220825071500	https://www.nwaonline.com/news/2022/aug/25/remembering-rogers-hales-reports-on-memories-of/
1060099912	20220825	202208	2022	2022.6438											EDU	STUDENT						EDU			0	192	192	19	4	-9.5	10	1	10	-0.13927576601671	0								3	War Eagle, Arkansas, United States	US	USAR		36.2679	-93.941	78688	3	War Eagle, Arkansas, United States	US	USAR		36.2679	-93.941	78688	20220825071500	https://www.nwaonline.com/news/2022/aug/25/remembering-rogers-hales-reports-on-memories-of/
1060099913	20220825	202208	2022	2022.6438											ESP	SPANISH	ESP								0	040	040	04	1	1.0	8	1	8	0.81081081081081	0								4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20220825071500	http://www.thehardtackle.com/transfer-news/2022/08/25/barcelona-in-talks-to-sign-javi-galan/
1060099914	20220825	202208	2022	2022.6438											ESP	SPAIN	ESP								0	042	042	04	1	1.9	2	1	2	-0.50590219224283	0								4	Canary Islands, Spain (general), Spain	SP	SP00	25789	28	-15.5	-375618	4	Lanzarote, Méco, Mexico	MX	MX15	20887	19.6717	-99.335	-1676210	20220825071500	https://wacotrib.com/waco_today_magazine/grape-expectations-drink-like-a-canary/article_852b1db4-17ea-11ed-9b71-f797451e95be.html
1060099915	20220825	202208	2022	2022.6438											ESP	SPAIN	ESP								0	042	042	04	1	1.9	8	1	8	-0.50590219224283	0								4	Canary Islands, Spain (general), Spain	SP	SP00	25789	28	-15.5	-375618	4	Canary Islands, Spain (general), Spain	SP	SP00	25789	28	-15.5	-375618	20220825071500	https://wacotrib.com/waco_today_magazine/grape-expectations-drink-like-a-canary/article_852b1db4-17ea-11ed-9b71-f797451e95be.html
1060099916	20220825	202208	2022	2022.6438											ESP	SPAIN	ESP								0	060	060	06	2	6.0	4	1	4	0.81081081081081	0								4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20220825071500	http://www.thehardtackle.com/transfer-news/2022/08/25/barcelona-in-talks-to-sign-javi-galan/
1060099917	20220825	202208	2022	2022.6438											ESP	SPAIN	ESP								0	190	190	19	4	-10.0	4	1	4	0.81081081081081	0								4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20220825071500	http://www.thehardtackle.com/transfer-news/2022/08/25/barcelona-in-talks-to-sign-javi-galan/
1060099918	20220825	202208	2022	2022.6438											FRA	PARIS	FRA								0	040	040	04	1	1.0	10	1	10	1.53217568947906	0								4	Narrabri, New South Wales, Australia	AS	AS02	5096	-30.3261	149.784	-1590906	4	Narrabri, New South Wales, Australia	AS	AS02	5096	-30.3261	149.784	-1590906	20220825071500	https://www.afr.com/companies/mining/a-coal-miner-turns-home-builder-to-lure-city-workers-to-the-bush-20220825-p5bcsy
1060099919	20220825	202208	2022	2022.6438											FRAMIL	FRENCH	FRA					MIL			0	040	040	04	1	1.0	12	2	12	-3.64391785150079	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220825071500	https://www.sfgate.com/news/article/France-s-Macron-heads-to-Algeria-in-bid-to-heal-17396902.php
1060099920	20220825	202208	2022	2022.6438											GBR	BIRMINGHAM	GBR								0	040	040	04	1	1.0	4	1	4	-1.9672131147541	0								4	West Midlands, United Kingdom (general), United Kingdom	UK	UK00	40136	52.5	-1.96667	-2611326	4	West Midlands, United Kingdom (general), United Kingdom	UK	UK00	40136	52.5	-1.96667	-2611326	20220825071500	https://www.bbc.co.uk/news/uk-england-birmingham-62661339
1060099921	20220825	202208	2022	2022.6438											GBR	BIRMINGHAM	GBR								0	040	040	04	1	1.0	6	1	6	-1.9672131147541	0								1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20220825071500	https://www.bbc.co.uk/news/uk-england-birmingham-62661339
1060099922	20220825	202208	2022	2022.6438											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	4	1	4	-1.9672131147541	0								4	West Midlands, United Kingdom (general), United Kingdom	UK	UK00	40136	52.5	-1.96667	-2611326	4	West Midlands, United Kingdom (general), United Kingdom	UK	UK00	40136	52.5	-1.96667	-2611326	20220825071500	https://www.bbc.co.uk/news/uk-england-birmingham-62661339
1060099923	20220825	202208	2022	2022.6438											GBRGOV	DOWNING STREET	GBR					GOV			0	042	042	04	1	1.9	2	1	1	-2.77544154751892	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220825071500	http://www.msn.com/en-us/news/world/as-boris-johnson-departs-uk-takes-stock-of-his-messy-legacy/ar-AA114wTd
