1060094169	20120827	201208	2012	2012.6493	BUS	COMPANY						BUS													1	010	010	01	1	0.0	3	1	3	0.226757369614513	4	Baohua, Sichuan, China	CH	CH32	13263	29.8972	105.202	368754	0								4	Baohua, Sichuan, China	CH	CH32	13263	29.8972	105.202	368754	20220825061500	http://en.people.cn/n3/2022/0825/c90000-10139567.html
1060094170	20120827	201208	2012	2012.6493	CHN	CHINA	CHN								BUS	COMPANY						BUS			1	010	010	01	1	0.0	4	1	4	0.226757369614513	4	Baohua, Sichuan, China	CH	CH32	13263	29.8972	105.202	368754	4	Baohua, Sichuan, China	CH	CH32	13263	29.8972	105.202	368754	4	Baohua, Sichuan, China	CH	CH32	13263	29.8972	105.202	368754	20220825061500	http://en.people.cn/n3/2022/0825/c90000-10139567.html
1060094171	20220726	202207	2022	2022.5644											USA	NORTH CAROLINA	USA								0	042	042	04	1	1.9	1	1	1	-1.68855534709193	0								3	Davidson County, North Carolina, United States	US	USNC		35.8168	-80.2331	1008548	3	Davidson County, North Carolina, United States	US	USNC		35.8168	-80.2331	1008548	20220825061500	https://www.irishmirror.ie/news/irish-news/district-attorney-charge-jason-corbett-27824414
1060094172	20220726	202207	2022	2022.5644	AFRBUS	AFRICA	AFR					BUS			JPNELI	SHINZO ABE	JPN					ELI			0	130	130	13	3	-4.4	1	1	1	-0.32948929159802	1	China	CH	CH		35	105	CH	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220825061500	https://www.digitaljournal.com/business/japan-seeks-sustainable-world-in-africa-aid-forum/article
1060094173	20220726	202207	2022	2022.5644	AFRBUS	AFRICA	AFR					BUS			JPNELI	SHINZO ABE	JPN					ELI			0	130	130	13	3	-4.4	4	1	4	-0.32948929159802	1	China	CH	CH		35	105	CH	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	1	China	CH	CH		35	105	CH	20220825061500	https://www.digitaljournal.com/business/japan-seeks-sustainable-world-in-africa-aid-forum/article
1060094174	20220726	202207	2022	2022.5644	AFRBUS	AFRICA	AFR					BUS			JPNELI	SHINZO ABE	JPN					ELI			0	186	186	18	4	-10.0	5	1	5	-0.32948929159802	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220825061500	https://www.digitaljournal.com/business/japan-seeks-sustainable-world-in-africa-aid-forum/article
1060094175	20220726	202207	2022	2022.5644	UKR	UKRAINIAN	UKR								CVL	TOURIST						CVL			1	172	172	17	4	-5.0	2	1	2	-1.71919770773639	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220825061500	https://www.ynetnews.com/article/h1nsof4jj
1060094176	20220726	202207	2022	2022.5644	UKR	UKRAINIAN	UKR								JEW	JEWISH				JEW					1	051	051	05	1	3.4	2	1	2	-1.71919770773639	1	Ukraine	UP	UP		49	32	UP	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220825061500	https://www.ynetnews.com/article/h1nsof4jj
1060094177	20220726	202207	2022	2022.5644	UKRGOV	UKRAINIAN	UKR					GOV			CVL	TOURIST						CVL			1	172	172	17	4	-5.0	8	1	8	-1.71919770773639	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220825061500	https://www.ynetnews.com/article/h1nsof4jj
1060094178	20220726	202207	2022	2022.5644	UKRGOV	UKRAINIAN	UKR					GOV			JEW	JEWISH				JEW					1	051	051	05	1	3.4	8	1	8	-1.71919770773639	1	Ukraine	UP	UP		49	32	UP	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220825061500	https://www.ynetnews.com/article/h1nsof4jj
1060094179	20220726	202207	2022	2022.5644	USA	NORTH CAROLINA	USA																		0	043	043	04	1	2.8	1	1	1	-1.68855534709193	3	Davidson County, North Carolina, United States	US	USNC	NC057	35.8168	-80.2331	1008548	0								3	Davidson County, North Carolina, United States	US	USNC		35.8168	-80.2331	1008548	20220825061500	https://www.irishmirror.ie/news/irish-news/district-attorney-charge-jason-corbett-27824414
1060094180	20220818	202208	2022	2022.6247	GOV	GOVERNMENT						GOV			MNCUSABUS	LOCKHEED MARTIN	USA					MNC	BUS		1	020	020	02	1	3.0	10	1	10	-2.52707581227437	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	Switzerland	SZ	SZ		47	8	SZ	20220825061500	https://www.thelocal.ch/20220825/swiss-govt-campaigners-in-dogfight-over-f-35a-jets/
