1060175979	20210825	202108	2021	2021.6438											ITA	PIEMONTE	ITA								1	060	060	06	2	6.0	10	1	10	-1.28617363344051	0								4	Curitiba, ParanáR, Brazil	BR	BR18	9183	-25.4167	-49.25	-639568	4	Curitiba, ParanáR, Brazil	BR	BR18	9183	-25.4167	-49.25	-639568	20220825171500	https://www.datacenterdynamics.com/en/news/struggling-brazilian-operator-oi-sells-8000-towers-to-digitalbridges-highline/
1060175980	20210825	202108	2021	2021.6438	IRL	IRISH	IRL																		1	111	111	11	3	-2.0	10	1	10	1.36239782016349	4	Slane Castle, Meath, Ireland	EI	EI21	18299	53.7094	-6.5825	-1505688	0								4	Slane Castle, Meath, Ireland	EI	EI21	18299	53.7094	-6.5825	-1505688	20220825171500	https://thewhiskeywash.com/whiskey-styles/irish-whiskey/slane-irish-whiskey-fills-first-barrel-house-distillate/
1060175981	20210825	202108	2021	2021.6438	MIL	MARINES						MIL			REB	SUICIDE BOMBER						REB			1	194	194	19	4	-10.0	3	1	3	-5.38965768390386	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220825171500	https://www.dailymail.co.uk/news/article-11142517/Marine-wounded-Kabul-suicide-attack-claims-CIA-warned-bomber-watched-two-days.html
1060175982	20210825	202108	2021	2021.6438	MIL	SERVICEMEN						MIL			RUSMIL	RUSSIAN	RUS					MIL			1	036	036	03	1	4.0	3	1	3	4.34782608695652	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220825171500	https://azertag.az/en/xeber/Putin_issues_decree_to_increase_armys_standard_strength_by_137000_as_of_2023-2266235
1060175983	20220726	202207	2022	2022.5644											ZWE	ZIMBABWE	ZWE								1	173	173	17	4	-5.0	1	1	1	-10.4166666666666	0								4	Woodridge, Zimbabwe (general), Zimbabwe	ZI	ZI00	40197	-19.0333	29.8667	-2323766	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20220825171500	https://www.wmdt.com/2022/08/grand-jury-indicts-salisbury-man-on-13-drug-prostitution-offenses/
1060175984	20220726	202207	2022	2022.5644											ZWE	ZIMBABWE	ZWE								1	173	173	17	4	-5.0	1	1	1	-10.4166666666666	0								4	Woodridge, Zimbabwe (general), Zimbabwe	ZI	ZI00	40197	-19.0333	29.8667	-2323766	4	Woodridge, Zimbabwe (general), Zimbabwe	ZI	ZI00	40197	-19.0333	29.8667	-2323766	20220825171500	https://www.wmdt.com/2022/08/grand-jury-indicts-salisbury-man-on-13-drug-prostitution-offenses/
1060175985	20220726	202207	2022	2022.5644	GOV	MAYOR						GOV			REL	ABBOT									0	112	112	11	3	-2.0	6	1	6	-4.95626822157434	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220825171500	https://www.dailymail.co.uk/news/article-11145957/NYC-officials-claim-migrants-tagged-bar-codes-buses-arrive-Big-Apple.html
1060175986	20220726	202207	2022	2022.5644	GOV	MAYOR						GOV			REL	ABBOT									0	120	120	12	3	-4.0	3	1	3	-4.95626822157434	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220825171500	https://www.dailymail.co.uk/news/article-11145957/NYC-officials-claim-migrants-tagged-bar-codes-buses-arrive-Big-Apple.html
1060175987	20220726	202207	2022	2022.5644	GOV	MAYOR						GOV			USAREL	UNITED STATES	USA								0	112	112	11	3	-2.0	2	1	2	-4.95626822157434	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220825171500	https://www.dailymail.co.uk/news/article-11145957/NYC-officials-claim-migrants-tagged-bar-codes-buses-arrive-Big-Apple.html
1060175988	20220726	202207	2022	2022.5644	GOV	MAYOR						GOV			USAREL	UNITED STATES	USA								0	120	120	12	3	-4.0	1	1	1	-4.95626822157434	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220825171500	https://www.dailymail.co.uk/news/article-11145957/NYC-officials-claim-migrants-tagged-bar-codes-buses-arrive-Big-Apple.html
