1060054915	20210825	202108	2021	2021.6438											MEDBUS	MEDIA						MED	BUS		1	192	192	19	4	-9.5	2	1	2	1.46520146520146	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20220825000000	https://b93radio.com/2022/08/24/blackstone-among-bidders-for-pink-floyds-catalog-sources/
1060054916	20210825	202108	2021	2021.6438	BEN	BENIN	BEN								GBR	BRITISH	GBR								0	020	020	02	1	3.0	2	1	2	-0.5730659025788	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20220825000000	http://www.euronews.com/culture/2022/08/25/the-ancestors-are-returning-nigerians-rejoice-at-return-of-benin-bronzes-but-is-the-job-do
1060054917	20210825	202108	2021	2021.6438	BEN	BENIN	BEN								GBR	BRITISH	GBR								0	020	020	02	1	3.0	8	1	8	-0.5730659025788	1	Benin	BN	BN		9.5	2.25	BN	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20220825000000	http://www.euronews.com/culture/2022/08/25/the-ancestors-are-returning-nigerians-rejoice-at-return-of-benin-bronzes-but-is-the-job-do
1060054918	20210825	202108	2021	2021.6438	CVL	SETTLEMENT						CVL			MNCUSA	CONOCOPHILLIPS	USA					MNC			0	057	057	05	1	8.0	3	1	3	-4.39790575916231	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20220825000000	https://www.venezuelastar.com/news/272665299/us-judge-upholds-conocophillips-85b-award-venezuela-rejects-unlawful-ruling
1060054919	20210825	202108	2021	2021.6438	CVL	SETTLEMENT						CVL			MNCUSA	CONOCOPHILLIPS	USA					MNC			0	057	057	05	1	8.0	2	1	2	-4.39790575916231	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220825000000	https://www.venezuelastar.com/news/272665299/us-judge-upholds-conocophillips-85b-award-venezuela-rejects-unlawful-ruling
1060054920	20210825	202108	2021	2021.6438	DZA	ALGERIA	DZA								USA	MICHIGAN	USA								1	043	043	04	1	2.8	2	1	2	-7.96019900497512	4	Alger, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	3	Ogemaw County, Michigan, United States	US	USMI		44.3334	-84.1333	1623007	3	Ogemaw County, Michigan, United States	US	USMI		44.3334	-84.1333	1623007	20220825000000	https://www.abc12.com/news/ogemaw-county-deputy-facing-two-criminal-charges-accused-of-assaulting-autistic-man/article_54e0be18-23f0-11ed-96af-8f64e982f9ed.html
1060054921	20210825	202108	2021	2021.6438	DZA	ALGERIA	DZA								USA	MICHIGAN	USA								1	043	043	04	1	2.8	2	1	2	-7.96019900497512	4	Alger, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	3	Ogemaw County, Michigan, United States	US	USMI		44.3334	-84.1333	1623007	20220825000000	https://www.abc12.com/news/ogemaw-county-deputy-facing-two-criminal-charges-accused-of-assaulting-autistic-man/article_54e0be18-23f0-11ed-96af-8f64e982f9ed.html
1060054922	20210825	202108	2021	2021.6438	DZA	ALGERIA	DZA								USAGOV	UNITED STATES	USA					GOV			1	043	043	04	1	2.8	4	1	4	-7.96019900497512	4	Alger, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20220825000000	https://www.abc12.com/news/ogemaw-county-deputy-facing-two-criminal-charges-accused-of-assaulting-autistic-man/article_54e0be18-23f0-11ed-96af-8f64e982f9ed.html
1060054923	20210825	202108	2021	2021.6438	IRN	IRANIAN	IRN								IRNSPY	IRANIAN	IRN					SPY			0	010	010	01	1	0.0	6	1	6	-4.4862518089725	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20220825000000	https://www.kacu.org/2022-08-24/exiled-writers-reflect-on-freedom-of-speech-in-america-in-light-of-rushdie-attack
1060054924	20210825	202108	2021	2021.6438	IRNSPY	IRAN	IRN					SPY			IRN	IRANIAN	IRN								0	010	010	01	1	0.0	2	1	2	-4.4862518089725	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20220825000000	https://www.kacu.org/2022-08-24/exiled-writers-reflect-on-freedom-of-speech-in-america-in-light-of-rushdie-attack
