1060125970	20220726	202207	2022	2022.5644	GOV	GOVERNMENT						GOV													0	013	013	01	1	0.4	10	1	10	-1.78970917225951	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220825110000	https://www.bworldonline.com/world/2022/08/25/470500/japan-signals-return-to-nuclear-power-to-stabilize-energy-supply/
1060125971	20220726	202207	2022	2022.5644	GOV	PRESIDENT						GOV			PTY	PARTY PRESIDENT									1	040	040	04	1	1.0	1	1	1	-0.45977011494252	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	20220825110000	https://timesofindia.indiatimes.com/city/lucknow/bhupendra-chaudhary-appointed-new-up-bjp-chief/articleshow/93776030.cms
1060125972	20220726	202207	2022	2022.5644	GOV	PRESIDENT						GOV			PTY	PARTY PRESIDENT									1	040	040	04	1	1.0	1	1	1	-0.45977011494252	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	4	Nadda, Uttaranchal, India	IN	IN39	17910	29.8675	78.5822	6241460	4	Nadda, Uttaranchal, India	IN	IN39	17910	29.8675	78.5822	6241460	20220825110000	https://timesofindia.indiatimes.com/city/lucknow/bhupendra-chaudhary-appointed-new-up-bjp-chief/articleshow/93776030.cms
1060125973	20220726	202207	2022	2022.5644	GOV	PRESIDENT						GOV			PTY	PARTY PRESIDENT									1	040	040	04	1	1.0	6	1	6	-0.45977011494252	4	Nadda, Uttaranchal, India	IN	IN39	17910	29.8675	78.5822	6241460	4	Nadda, Uttaranchal, India	IN	IN39	17910	29.8675	78.5822	6241460	4	Nadda, Uttaranchal, India	IN	IN39	17910	29.8675	78.5822	6241460	20220825110000	https://timesofindia.indiatimes.com/city/lucknow/bhupendra-chaudhary-appointed-new-up-bjp-chief/articleshow/93776030.cms
1060125974	20220726	202207	2022	2022.5644	JPN	SAITAMA	JPN																		1	043	043	04	1	2.8	10	1	10	-4.65116279069767	4	Saitama, Saitama, Japan	JA	JA34	35988	35.8955	139.677	10274344	0								4	Saitama, Saitama, Japan	JA	JA34	35988	35.8955	139.677	10274344	20220825110000	https://wsau.com/2022/08/25/honda-to-cut-output-by-up-to-40-at-japan-plants-on-supply-disruptions/
1060125975	20220818	202208	2022	2022.6247											BEL	BRUSSELS	BEL								1	036	036	03	1	4.0	2	1	2	-9.05660377358495	0								4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	20220825110000	https://www.thesundaily.my/world/eu-warns-russia-to-be-held-accountable-for-rocket-terror-GM9718181
1060125976	20220818	202208	2022	2022.6247	BEL	BRUSSELS	BEL																		1	036	036	03	1	4.0	2	1	2	-9.05660377358495	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	0								4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	20220825110000	https://www.thesundaily.my/world/eu-warns-russia-to-be-held-accountable-for-rocket-terror-GM9718181
1060125977	20220818	202208	2022	2022.6247	BEL	BRUSSELS	BEL								CZE	CZECH REPUBLIC	CZE								1	036	036	03	1	4.0	2	1	2	-9.05660377358495	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	20220825110000	https://www.thesundaily.my/world/eu-warns-russia-to-be-held-accountable-for-rocket-terror-GM9718181
1060125978	20220818	202208	2022	2022.6247	CHN	LIAONING	CHN								CHNGOV	CHINESE	CHN					GOV			1	043	043	04	1	2.8	8	1	8	2.85035629453681	5	Liaoning, Liaoning, China	CH	CH19	13186	41	123	-1914920	4	Jinzhou, Liaoning, China	CH	CH19	13189	41.1078	121.142	-1912816	4	Jinzhou, Liaoning, China	CH	CH19	13189	41.1078	121.142	-1912816	20220825110000	https://www.womenofchina.cn/womenofchina/html1/news/Highlight/2208/4148-1.htm
1060125979	20220818	202208	2022	2022.6247	CHNGOV	CHINESE	CHN					GOV			CHN	LIAONING	CHN								1	042	042	04	1	1.9	8	1	8	2.85035629453681	4	Jinzhou, Liaoning, China	CH	CH19	13189	41.1078	121.142	-1912816	5	Liaoning, Liaoning, China	CH	CH19	13186	41	123	-1914920	4	Jinzhou, Liaoning, China	CH	CH19	13189	41.1078	121.142	-1912816	20220825110000	https://www.womenofchina.cn/womenofchina/html1/news/Highlight/2208/4148-1.htm
