1060172269	20210825	202108	2021	2021.6438	LEG	SENATE						LEG			FRA	FRANCE	FRA								1	120	120	12	3	-4.0	10	1	10	-0.0937207122774102	0								0								0								20220825164500	https://techcrunch.com/2022/08/25/instagram-now-defaults-new-users-under-16-to-most-restrictive-content-setting-adds-prompts-for-existing-teens/
1060172270	20210825	202108	2021	2021.6438	MED	GAZETTE						MED			EDU	STUDENT						EDU			0	013	013	01	1	0.4	5	1	5	5.27740189445196	4	Chipping Norton, Oxfordshire, United Kingdom	UK	UKK2	40127	51.8667	-1.53333	-2592467	4	Chipping Norton, Oxfordshire, United Kingdom	UK	UKK2	40127	51.8667	-1.53333	-2592467	4	Chipping Norton, Oxfordshire, United Kingdom	UK	UKK2	40127	51.8667	-1.53333	-2592467	20220825164500	https://www.witneygazette.co.uk/news/20759688.tears-hugs-students-parents-celebrate-gcse-results/
1060172271	20210825	202108	2021	2021.6438	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	2	1	2	0.172413793103449	3	Henry County, Georgia, United States	US	USGA	GA151	33.4501	-84.1499	1671894	0								3	Henry County, Georgia, United States	US	USGA		33.4501	-84.1499	1671894	20220825164500	https://www.henryherald.com/news/ev-industry-future-in-georgia-looks-bright/article_78adb7d4-fb2f-5ece-af7d-068c2a8a5b13.html
1060172272	20220726	202207	2022	2022.5644	BUS	COMPANY						BUS													0	051	051	05	1	3.4	5	1	5	0.41436464088398	1	Mali	ML	ML		17	-4	ML	0								1	Mali	ML	ML		17	-4	ML	20220825164500	https://investchronicle.com/2022/08/24/the-western-union-company-wu-lucky-investors-are-lined-up-for-success/
1060172273	20220726	202207	2022	2022.5644	LEG	SENATE						LEG													1	172	172	17	4	-5.0	2	1	2	-5.09915014164306	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20220825164500	https://www.kut.org/politics/2022-08-25/texas-republicans-long-sought-trigger-law-on-abortion-takes-effect-thursday
1060172274	20220818	202208	2022	2022.6247	CAN	OTTAWA	CAN								DEU	NUREMBERG	DEU								1	111	111	11	3	-2.0	10	1	10	-4.41860465116279	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20220825164500	https://www.thompsoncitizen.net/national-news/aitchison-condemns-lewis-nuremberg-email-as-dog-whistle-to-covid-vaccine-critics-5738305
1060172275	20220818	202208	2022	2022.6247	MED	MEDIA						MED													1	090	090	09	2	-2.0	15	3	15	-0.37453183520599	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20220825164500	https://www.sfgate.com/news/article/Justice-Dept-provides-judge-with-redacted-Trump-17397817.php
1060172276	20220818	202208	2022	2022.6247	MED	MEDIA						MED			USAMED	THE ASSOCIATED PRESS	USA					MED			1	010	010	01	1	0.0	5	1	5	-0.3003003003003	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220825164500	https://apnews.com/a734bd242eef7f9a47fc11293c35e396
1060172277	20220818	202208	2022	2022.6247	MED	MEDIA						MED			USAMED	THE ASSOCIATED PRESS	USA					MED			1	010	010	01	1	0.0	15	3	15	-0.37453183520599	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825164500	https://www.sfgate.com/news/article/Justice-Dept-provides-judge-with-redacted-Trump-17397817.php
1060172278	20220818	202208	2022	2022.6247	MED	MEDIA						MED			USAMED	THE ASSOCIATED PRESS	USA					MED			1	090	090	09	2	-2.0	5	1	5	-0.3003003003003	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220825164500	https://apnews.com/a734bd242eef7f9a47fc11293c35e396
