1060046607	20210824	202108	2021	2021.6411											ALB	ALBANIA	ALB								0	057	057	05	1	8.0	3	1	3	-4.5016077170418	0								4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	20220824223000	https://www.dailymail.co.uk/news/article-11143219/Priti-Patel-strikes-deal-new-bid-send-illegal-Channel-arrivals-home-hours.html
1060046608	20210824	202108	2021	2021.6411	ALB	ALBANIA	ALB																		0	057	057	05	1	8.0	3	1	3	-4.5016077170418	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	0								4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	20220824223000	https://www.dailymail.co.uk/news/article-11143219/Priti-Patel-strikes-deal-new-bid-send-illegal-Channel-arrivals-home-hours.html
1060046609	20210824	202108	2021	2021.6411	ALB	ALBANIA	ALB								GBR	UNITED KINGDOM	GBR								0	057	057	05	1	8.0	2	1	2	-4.5016077170418	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	20220824223000	https://www.dailymail.co.uk/news/article-11143219/Priti-Patel-strikes-deal-new-bid-send-illegal-Channel-arrivals-home-hours.html
1060046610	20210824	202108	2021	2021.6411	ALB	ALBANIA	ALB								GBR	UNITED KINGDOM	GBR								0	057	057	05	1	8.0	5	1	5	-4.5016077170418	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	1	United Kingdom	UK	UK		54	-4	UK	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	20220824223000	https://www.dailymail.co.uk/news/article-11143219/Priti-Patel-strikes-deal-new-bid-send-illegal-Channel-arrivals-home-hours.html
1060046611	20210824	202108	2021	2021.6411	GBR	UNITED KINGDOM	GBR								ALB	ALBANIA	ALB								0	057	057	05	1	8.0	2	1	2	-4.5016077170418	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	20220824223000	https://www.dailymail.co.uk/news/article-11143219/Priti-Patel-strikes-deal-new-bid-send-illegal-Channel-arrivals-home-hours.html
1060046612	20210824	202108	2021	2021.6411	GBR	UNITED KINGDOM	GBR								ALB	ALBANIA	ALB								0	057	057	05	1	8.0	5	1	5	-4.5016077170418	1	United Kingdom	UK	UK		54	-4	UK	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	20220824223000	https://www.dailymail.co.uk/news/article-11143219/Priti-Patel-strikes-deal-new-bid-send-illegal-Channel-arrivals-home-hours.html
1060046613	20210824	202108	2021	2021.6411	MNCUSA	URBAN OUTFITTERS	USA					MNC			USACOP	CLEVELAND	USA					COP			1	173	173	17	4	-5.0	10	1	10	-2.74841437632136	0								0								0								20220824223000	https://www.bbc.com/news/uk-england-tees-62658827
1060046614	20210824	202108	2021	2021.6411	PHL	PHILIPPINE	PHL																		1	014	014	01	1	0.0	10	1	10	4.67032967032967	1	Philippines	RP	RP		13	122	RP	0								1	Philippines	RP	RP		13	122	RP	20220824223000	https://editorials.voa.gov/a/blinken-signs-wind-power-deal-in-the-philippines/6715203.html
1060046615	20220725	202207	2022	2022.5616	BUS	BUSINESS						BUS													0	071	071	07	2	7.4	10	1	10	0.94451003541913	1	South Africa	SF	SF		-30	26	SF	0								1	South Africa	SF	SF		-30	26	SF	20220824223000	https://it-online.co.za/2022/08/24/sme-confidence-levels-at-a-10-year-high/
1060046616	20220817	202208	2022	2022.6219	IGOEUREEC	THE EU	EUR	EEC				IGO			POL	POLAND	POL								0	130	130	13	3	-4.4	2	1	2	-4.35435435435436	1	Poland	PL	PL		52	20	PL	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220824223000	https://notesfrompoland.com/2022/08/24/eu-needs-not-german-leadership-but-german-self-restraint-says-polands-foreign-minister/
