1060112990	20210825	202108	2021	2021.6438	IRN	IRAN	IRN								USA	UNITED STATES	USA								0	010	010	01	1	0.0	2	1	2	-5.15695067264574	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	3	Brooklyn, Washington, United States	US	USWA	WA049	46.7762	-123.51	1510840	3	Brooklyn, Washington, United States	US	USWA	WA049	46.7762	-123.51	1510840	20220825091500	https://english.aawsat.com/home/article/3835536/bret-stephens/will-anyone-punish-iran-its-murderous-campaign
1060112991	20210825	202108	2021	2021.6438	IRN	IRANIAN	IRN								USA	UNITED STATES	USA								0	010	010	01	1	0.0	4	1	4	-5.15695067264574	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	2	California, United States	US	USCA		36.17	-119.746	CA	3	Brooklyn, Washington, United States	US	USWA	WA049	46.7762	-123.51	1510840	20220825091500	https://english.aawsat.com/home/article/3835536/bret-stephens/will-anyone-punish-iran-its-murderous-campaign
1060112992	20210825	202108	2021	2021.6438	IRN	IRAN	IRN								USA	UNITED STATES	USA								0	010	010	01	1	0.0	1	1	1	-5.15695067264574	3	Brooklyn, Washington, United States	US	USWA	WA049	46.7762	-123.51	1510840	2	California, United States	US	USCA		36.17	-119.746	CA	3	Brooklyn, Washington, United States	US	USWA	WA049	46.7762	-123.51	1510840	20220825091500	https://english.aawsat.com/home/article/3835536/bret-stephens/will-anyone-punish-iran-its-murderous-campaign
1060112993	20210825	202108	2021	2021.6438	IRN	IRAN	IRN								USAMED	UNITED STATES	USA					MED			0	010	010	01	1	0.0	1	1	1	-5.15695067264574	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	3	Brooklyn, Washington, United States	US	USWA	WA049	46.7762	-123.51	1510840	20220825091500	https://english.aawsat.com/home/article/3835536/bret-stephens/will-anyone-punish-iran-its-murderous-campaign
1060112994	20210825	202108	2021	2021.6438	IRN	IRANIAN	IRN								USAMED	AMERICAN	USA					MED			0	010	010	01	1	0.0	2	1	2	-5.15695067264574	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	3	Brooklyn, Washington, United States	US	USWA	WA049	46.7762	-123.51	1510840	3	Brooklyn, Washington, United States	US	USWA	WA049	46.7762	-123.51	1510840	20220825091500	https://english.aawsat.com/home/article/3835536/bret-stephens/will-anyone-punish-iran-its-murderous-campaign
1060112995	20210825	202108	2021	2021.6438	SLBGOV	SOLOMON ISLAND	SLB					GOV			LEG	PARLIAMENT						LEG			1	010	010	01	1	0.0	1	1	1	0	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	20220825091500	https://www.ibtimes.com/distribution-chinese-funds-solomon-islands-pm-raises-questions-3605682
1060112996	20210825	202108	2021	2021.6438	SLBGOV	SOLOMON ISLAND	SLB					GOV			LEG	PARLIAMENT						LEG			1	010	010	01	1	0.0	1	1	1	0	1	Taiwan	TW	TW		24	121	TW	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	20220825091500	https://www.ibtimes.com/distribution-chinese-funds-solomon-islands-pm-raises-questions-3605682
1060112997	20210825	202108	2021	2021.6438	SLBGOV	SOLOMON ISLAND	SLB					GOV			LEG	PARLIAMENT						LEG			1	111	111	11	3	-2.0	3	1	3	0	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	20220825091500	https://www.ibtimes.com/distribution-chinese-funds-solomon-islands-pm-raises-questions-3605682
1060112998	20210825	202108	2021	2021.6438	USA	OKLAHOMA	USA																		0	043	043	04	1	2.8	4	1	4	-4.20841683366734	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220825091500	https://nmpoliticalreport.com/2022/08/25/abortion-fund-expanding-services-to-las-cruces/
1060112999	20220726	202207	2022	2022.5644	VNM	VIETNAM	VNM																		1	036	036	03	1	4.0	10	1	10	4.61538461538461	4	Binh Dan, TuyêQuang, Vietnam, Republic Of	VM	VM68	32655	21.7297	105.415	11315037	0								4	Binh Dan, TuyêQuang, Vietnam, Republic Of	VM	VM68	32655	21.7297	105.415	11315037	20220825091500	https://en.vietnamplus.vn/fake-medicines-on-the-rise/236197.vnp
1060113000	20220818	202208	2022	2022.6247	AFR	AFRICA	AFR																		1	111	111	11	3	-2.0	8	1	4	-4.18006430868167	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20220825091500	https://ewn.co.za/2022/08/25/tiro-moalusi-teen-who-took-his-life-after-school-incident-to-be-laid-to-rest
1060113001	20220818	202208	2022	2022.6247	GOV	PRESIDENT						GOV			SYR	DAMASCUS	SYR								0	046	046	04	1	7.0	2	1	2	-3.18906605922552	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20220825091500	https://english.aawsat.com/home/article/3835681/t%C3%BCrkiye-says-it-supports-contribution-syrian-opposition-political-process
1060113002	20220818	202208	2022	2022.6247	IDN	INDONESIA	IDN								SGP	SINGAPORE	SGP								1	042	042	04	1	1.9	5	1	5	-1.33630289532294	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20220825091500	https://www.gizmochina.com/2022/08/25/oppo-enco-buds-2-launched/
1060113003	20220818	202208	2022	2022.6247	SGP	SINGAPORE	SGP								IDN	INDONESIA	IDN								1	043	043	04	1	2.8	1	1	1	-1.33630289532294	1	India	IN	IN		20	77	IN	1	Singapore	SN	SN		1.366667	103.8	SN	1	India	IN	IN		20	77	IN	20220825091500	https://www.gizmochina.com/2022/08/25/oppo-enco-buds-2-launched/
1060113004	20220818	202208	2022	2022.6247	SGP	SINGAPORE	SGP								IDN	INDONESIA	IDN								1	043	043	04	1	2.8	4	1	4	-1.33630289532294	1	Singapore	SN	SN		1.366667	103.8	SN	1	Indonesia	ID	ID		-5	120	ID	1	India	IN	IN		20	77	IN	20220825091500	https://www.gizmochina.com/2022/08/25/oppo-enco-buds-2-launched/
1060113005	20220818	202208	2022	2022.6247	SYR	DAMASCUS	SYR								GOV	PRESIDENT						GOV			0	046	046	04	1	7.0	2	1	2	-3.18906605922552	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20220825091500	https://english.aawsat.com/home/article/3835681/t%C3%BCrkiye-says-it-supports-contribution-syrian-opposition-political-process
1060113006	20220818	202208	2022	2022.6247	SYR	DAMASCUS	SYR								TURGOV	RECEP TAYYIP ERDOGAN	TUR					GOV			0	046	046	04	1	7.0	8	1	8	-3.18906605922552	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20220825091500	https://english.aawsat.com/home/article/3835681/t%C3%BCrkiye-says-it-supports-contribution-syrian-opposition-political-process
1060113007	20220818	202208	2022	2022.6247	TURGOV	RECEP TAYYIP ERDOGAN	TUR					GOV			SYR	DAMASCUS	SYR								0	046	046	04	1	7.0	8	1	8	-3.18906605922552	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20220825091500	https://english.aawsat.com/home/article/3835681/t%C3%BCrkiye-says-it-supports-contribution-syrian-opposition-political-process
1060113008	20220824	202208	2022	2022.6411	COP	DEPUTY						COP													1	020	020	02	1	3.0	3	1	3	-2.29885057471264	4	Alness, Highland, United Kingdom	UK	UKV3	40172	57.6833	-4.25	-2588144	0								4	Alness, Highland, United Kingdom	UK	UKV3	40172	57.6833	-4.25	-2588144	20220825091500	https://www.pressandjournal.co.uk/fp/news/aberdeen-aberdeenshire/4706572/unite-says-talks-with-the-scottish-government-were-constructive-but-decline-request-to-stop-strike-action/
1060113009	20220824	202208	2022	2022.6411	COP	DEPUTY						COP			GOV	MINIST						GOV			1	026	026	02	1	4.0	6	1	6	-2.29885057471264	4	Alness, Highland, United Kingdom	UK	UKV3	40172	57.6833	-4.25	-2588144	4	Alness, Highland, United Kingdom	UK	UKV3	40172	57.6833	-4.25	-2588144	4	Alness, Highland, United Kingdom	UK	UKV3	40172	57.6833	-4.25	-2588144	20220825091500	https://www.pressandjournal.co.uk/fp/news/aberdeen-aberdeenshire/4706572/unite-says-talks-with-the-scottish-government-were-constructive-but-decline-request-to-stop-strike-action/
1060113010	20220824	202208	2022	2022.6411	GBR	UNITED KINGDOM	GBR																		1	020	020	02	1	3.0	2	1	2	-2.29885057471264	4	Alness, Highland, United Kingdom	UK	UKV3	40172	57.6833	-4.25	-2588144	0								4	Alness, Highland, United Kingdom	UK	UKV3	40172	57.6833	-4.25	-2588144	20220825091500	https://www.pressandjournal.co.uk/fp/news/aberdeen-aberdeenshire/4706572/unite-says-talks-with-the-scottish-government-were-constructive-but-decline-request-to-stop-strike-action/
1060113011	20220824	202208	2022	2022.6411	GBR	UNITED KINGDOM	GBR								COP	DEPUTY						COP			1	026	026	02	1	4.0	4	1	4	-2.29885057471264	4	Alness, Highland, United Kingdom	UK	UKV3	40172	57.6833	-4.25	-2588144	4	Alness, Highland, United Kingdom	UK	UKV3	40172	57.6833	-4.25	-2588144	4	Alness, Highland, United Kingdom	UK	UKV3	40172	57.6833	-4.25	-2588144	20220825091500	https://www.pressandjournal.co.uk/fp/news/aberdeen-aberdeenshire/4706572/unite-says-talks-with-the-scottish-government-were-constructive-but-decline-request-to-stop-strike-action/
1060113012	20220824	202208	2022	2022.6411	LEG	CONGRESS						LEG													1	010	010	01	1	0.0	4	1	4	-2.10896309314587	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	0								5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	20220825091500	https://www.stelladimokokorkus.com/2022/08/daily-news-roundup_25.html
1060113013	20220824	202208	2022	2022.6411	PTY	PARTY LEADER																			1	012	012	01	1	-0.4	6	1	6	-2.10896309314587	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	0								5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	20220825091500	https://www.stelladimokokorkus.com/2022/08/daily-news-roundup_25.html
1060113014	20220824	202208	2022	2022.6411	PTY	PARTY LEADER									LEG	CONGRESS						LEG			1	010	010	01	1	0.0	6	1	6	-2.10896309314587	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	20220825091500	https://www.stelladimokokorkus.com/2022/08/daily-news-roundup_25.html
1060113015	20220824	202208	2022	2022.6411	PTY	PARTY LEADER									NGA	NIGERIA	NGA								1	012	012	01	1	-0.4	2	1	2	-2.10896309314587	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	20220825091500	https://www.stelladimokokorkus.com/2022/08/daily-news-roundup_25.html
1060113016	20220824	202208	2022	2022.6411	PTY	PARTY LEADER									NGA	NIGERIA	NGA								1	012	012	01	1	-0.4	2	1	2	-2.10896309314587	5	Rivers State, Rivers, Nigeria	NI	NI50	23058	4.75	6.83333	-2025387	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	20220825091500	https://www.stelladimokokorkus.com/2022/08/daily-news-roundup_25.html
1060113017	20220824	202208	2022	2022.6411	SYC	SEYCHELLES	SYC																		1	017	017	01	1	0.0	6	1	6	0.847457627118641	4	Praslin, Seychelles (general), Seychelles	SE	SE00	61269	-4.31667	55.7333	-1322641	0								4	Praslin, Seychelles (general), Seychelles	SE	SE00	61269	-4.31667	55.7333	-1322641	20220825091500	https://nation.sc/articles/14794/windsurfingkitesurfing-airtel-praslin-slalom--day-1
1060113018	20220824	202208	2022	2022.6411	SYC	SEYCHELLES	SYC																		1	017	017	01	1	0.0	2	1	2	0.847457627118641	1	Mauritius	MP	MP		16	146	MP	0								4	Praslin, Seychelles (general), Seychelles	SE	SE00	61269	-4.31667	55.7333	-1322641	20220825091500	https://nation.sc/articles/14794/windsurfingkitesurfing-airtel-praslin-slalom--day-1
1060113019	20220825	202208	2022	2022.6438											AFR	AFRICA	AFR								1	043	043	04	1	2.8	4	1	4	0	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20220825091500	https://www.africaintelligence.com/southern-africa-and-islands/2022/08/25/oppenheimer-family-sees-opportunity-in-vip-terminal-s-uncertain-future,109806850-art
1060113020	20220825	202208	2022	2022.6438											AFR	AFRICA	AFR								0	111	111	11	3	-2.0	10	1	10	-1.6025641025641	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20220825091500	https://ewn.co.za/2022/08/25/judgment-expected-in-eff-s-kiss-the-boer-matter
1060113021	20220825	202208	2022	2022.6438											AFRJUD	AFRICA	AFR					JUD			1	051	051	05	1	3.4	2	1	2	-1.6025641025641	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20220825091500	https://ewn.co.za/2022/08/25/judgment-expected-in-eff-s-kiss-the-boer-matter
1060113022	20220825	202208	2022	2022.6438											AUS	MURRAY	AUS								0	020	020	02	1	3.0	10	1	10	1.35658914728682	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220825091500	https://www.paducahsun.com/news/staff-shortages-provide-new-teaching-opportunities/article_1090616b-3304-5020-9315-1528b6059233.html
1060113023	20220825	202208	2022	2022.6438											AZE	AZERBAIJAN	AZE								1	057	057	05	1	8.0	10	1	10	2.46153846153846	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20220825091500	https://interfax.com/newsroom/top-stories/82527/
1060113024	20220825	202208	2022	2022.6438											AZEGOV	AZERBAIJAN	AZE					GOV			1	046	046	04	1	7.0	3	1	3	2.46153846153846	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20220825091500	https://interfax.com/newsroom/top-stories/82527/
1060113025	20220825	202208	2022	2022.6438											BHRGOV	BAHRAIN	BHR					GOV			1	051	051	05	1	3.4	1	1	1	-1.2539184952978	0								1	Bahrain	BA	BA		26	50.5	BA	1	Bahrain	BA	BA		26	50.5	BA	20220825091500	https://www.navaltoday.com/2022/08/25/uss-fitzgerald-returns-to-homeport-after-seven-month-deployment/
1060113026	20220825	202208	2022	2022.6438											BLR	BELARUS	BLR								1	190	190	19	4	-10.0	7	1	7	1.35593220338983	0								1	Belarus	BO	BO		53	28	BO	1	Belarus	BO	BO		53	28	BO	20220825091500	https://uk.pokernews.com/tours/other-tournaments/2022-mediterranean-poker-party/warm-up/
1060113027	20220825	202208	2022	2022.6438											BUS	PRODUCER						BUS			1	036	036	03	1	4.0	6	1	6	3.71900826446281	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220825091500	https://radioink.com/2022/08/24/abc-audio-labor-day-specials/
1060113028	20220825	202208	2022	2022.6438											BUS	INVESTOR						BUS			1	060	060	06	2	6.0	8	1	8	0.366300366300366	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20220825091500	https://www.jaxdailyrecord.com/article/pecan-park-road-warehouse-planned
1060113029	20220825	202208	2022	2022.6438											BWA	BOTSWANA	BWA								0	043	043	04	1	2.8	2	1	2	2.63157894736842	0								4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	4	Sussex, East Sussex, United Kingdom	UK	UKE2	40137	50.9167	-0.083333	-2609142	20220825091500	https://www.womanandhome.com/us/life/royal-news/how-prince-harry-proved-people-wrong-and-showed-he-and-meghan-markle-dont-want-to-be-high-profile/
1060113030	20220825	202208	2022	2022.6438											CAN	CANADA	CAN								0	042	042	04	1	1.9	5	1	5	-7.31197771587744	0								4	Waterloo, Ontario, Canada	CA	CA08	12688	43.4667	-80.5333	-575624	4	Waterloo, Ontario, Canada	CA	CA08	12688	43.4667	-80.5333	-575624	20220825091500	https://www.cbc.ca/news/world/myanmar-rohingya-genocide-refugees-1.6558584
1060113031	20220825	202208	2022	2022.6438											CAN	CANADA	CAN								1	051	051	05	1	3.4	2	1	2	7.53424657534247	0								4	Renfrew County, Ontario, Canada	CA	CA08	12778	45.6667	-77.25	-572158	4	Renfrew County, Ontario, Canada	CA	CA08	12778	45.6667	-77.25	-572158	20220825091500	https://www.pembroketoday.ca/2022/08/25/volunteer-appreciation-day-maureen-thompson/
1060113032	20220825	202208	2022	2022.6438											CAN	CANADA	CAN								1	051	051	05	1	3.4	4	1	4	7.53424657534247	0								4	Trenton, Nova Scotia, Canada	CA	CA07	12632	45.6167	-62.6167	-574959	4	Trenton, Nova Scotia, Canada	CA	CA07	12632	45.6167	-62.6167	-574959	20220825091500	https://www.pembroketoday.ca/2022/08/25/volunteer-appreciation-day-maureen-thompson/
1060113033	20220825	202208	2022	2022.6438											CAN	ONTARIO	CAN								0	080	080	08	2	5.0	8	1	8	-7.31197771587744	0								4	Waterloo, Ontario, Canada	CA	CA08	12688	43.4667	-80.5333	-575624	4	Waterloo, Ontario, Canada	CA	CA08	12688	43.4667	-80.5333	-575624	20220825091500	https://www.cbc.ca/news/world/myanmar-rohingya-genocide-refugees-1.6558584
1060113034	20220825	202208	2022	2022.6438											CAN	ONTARIO	CAN								0	080	080	08	2	5.0	2	1	2	-7.31197771587744	0								4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	4	Balukhali, Chittagong, Bangladesh	BG	BG84	5772	21.1345	92.1833	10816589	20220825091500	https://www.cbc.ca/news/world/myanmar-rohingya-genocide-refugees-1.6558584
1060113035	20220825	202208	2022	2022.6438											CHN	CHINA	CHN								0	040	040	04	1	1.0	12	2	12	6.31313131313131	0								4	Tianhe, Henan, China	CH	CH09	13115	33.4828	113.206	10547001	4	Tianhe, Henan, China	CH	CH09	13115	33.4828	113.206	10547001	20220825091500	http://www.chinaview.cn/20220825/8dadb9336ad14435926e472770ea34ae/c.html
1060113036	20220825	202208	2022	2022.6438											COD	THE DRC	COD								1	172	172	17	4	-5.0	2	1	2	-0.51948051948052	0								4	Nyamasheke, Ouest, Rwanda	RW	RW14	21994	-2.3396	29.0856	-2181790	4	Nyamasheke, Ouest, Rwanda	RW	RW14	21994	-2.3396	29.0856	-2181790	20220825091500	https://www.theeastafrican.co.ke/tea/news/east-africa/rwanda-president-kagame-in-person-citizen-outreach-3925930
1060113037	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	015	015	01	1	0.0	5	1	5	-6.24113475177305	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220825091500	https://ewn.co.za/2022/08/25/japan-national-police-chief-resigns-over-abe-assassination
1060113038	20220825	202208	2022	2022.6438											COP	POLICE						COP			1	020	020	02	1	3.0	10	1	10	0	0								4	Greenock, Inverclyde, United Kingdom	UK	UKV4	40176	55.9333	-4.75	-2597673	4	Greenock, Inverclyde, United Kingdom	UK	UKV4	40176	55.9333	-4.75	-2597673	20220825091500	https://www.dailyrecord.co.uk/news/scottish-news/dylan-sewell-missing-motherwell-greenock-27828039
1060113039	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	043	043	04	1	2.8	2	1	2	-5.03778337531486	0								4	Ocho Rios, Saint Ann, Jamaica	JM	JM09	18426	18.4078	-77.1011	-3753053	4	Ocho Rios, Saint Ann, Jamaica	JM	JM09	18426	18.4078	-77.1011	-3753053	20220825091500	https://www.jamaicaobserver.com/news/operation-leviticus-helping-to-restore-order-to-st-ann-towns/
1060113040	20220825	202208	2022	2022.6438											COP	POLICE OFFICER						COP			0	043	043	04	1	2.8	5	1	5	-4.98422712933754	0								3	Fall River, Massachusetts, United States	US	USMA		41.7015	-71.155	612595	3	Fall River, Massachusetts, United States	US	USMA		41.7015	-71.155	612595	20220825091500	https://www.southcoasttoday.com/story/news/2022/08/25/sept-6-primary-decide-bristol-county-district-attorneys-race/7864887001/
