1060157399	20210825	202108	2021	2021.6438	GBR	LONDON	GBR								NGA	NIGERIAN	NGA								0	042	042	04	1	1.9	2	1	2	0.82191780821918	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20220825150000	https://www.thestar.com.my/news/world/2022/08/25/germany-signs-deal-to-give-ownership-of-benin-bronzes-to-nigeria
1060157400	20210825	202108	2021	2021.6438	GBR	LONDON	GBR								NGAGOV	NIGERIAN	NGA					GOV			0	042	042	04	1	1.9	3	1	3	0.82191780821918	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20220825150000	https://www.thestar.com.my/news/world/2022/08/25/germany-signs-deal-to-give-ownership-of-benin-bronzes-to-nigeria
1060157401	20210825	202108	2021	2021.6438	NGA	NIGERIAN	NGA								GBR	LONDON	GBR								0	043	043	04	1	2.8	2	1	2	0.82191780821918	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20220825150000	https://www.thestar.com.my/news/world/2022/08/25/germany-signs-deal-to-give-ownership-of-benin-bronzes-to-nigeria
1060157402	20210825	202108	2021	2021.6438	NGAGOV	NIGERIAN	NGA					GOV			GBR	LONDON	GBR								0	043	043	04	1	2.8	3	1	3	0.82191780821918	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20220825150000	https://www.thestar.com.my/news/world/2022/08/25/germany-signs-deal-to-give-ownership-of-benin-bronzes-to-nigeria
1060157403	20210825	202108	2021	2021.6438	TWN	TAIWAN	TWN																		1	020	020	02	1	3.0	10	1	10	2.11416490486258	1	Canada	CA	CA		60	-96	CA	0								1	Canada	CA	CA		60	-96	CA	20220825150000	https://geopoliticalfutures.com/daily-memo-taiwan-proposes-defense-budget-boost-canada-to-return-more-turbines/
1060157404	20220726	202207	2022	2022.5644	CAN	CANADA	CAN																		1	015	015	01	1	0.0	3	1	3	-3.89363722697056	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20220825150000	https://vancouversun.com:443/news/crime/vancouver-island-man-sentenced-to-life-in-prison-for-murder-of-single-mother
1060157405	20220726	202207	2022	2022.5644	COP	POLICE						COP			GOV	CITY MANAGER						GOV			1	141	141	14	3	-6.5	10	1	10	-9.9009900990099	0								0								0								20220825150000	https://www.electric949.com/protesters-to-meet-with-johnson-city-city-manager-over-police-department-allegations/
1060157406	20220726	202207	2022	2022.5644	COP	POLICE						COP			GOV	CITY MANAGER						GOV			1	180	180	18	4	-9.0	10	1	10	-9.9009900990099	0								0								0								20220825150000	https://www.electric949.com/protesters-to-meet-with-johnson-city-city-manager-over-police-department-allegations/
1060157407	20220726	202207	2022	2022.5644	JUD	LAWYER						JUD													0	010	010	01	1	0.0	10	1	10	-2.25872689938398	1	Egypt	EG	EG		27	30	EG	0								1	Egypt	EG	EG		27	30	EG	20220825150000	https://www.middleeastmonitor.com/20220825-climate-justice-alliance-joins-call-for-egypt-to-release-detainees-ahead-of-cop27/
1060157408	20220818	202208	2022	2022.6247	RUS	MOSCOW	RUS																		0	190	190	19	4	-10.0	12	4	12	-7.4150546499484	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								1	Afghanistan	AF	AF		33	66	AF	20220825150000	https://www.rocketcitynow.com/article/news/nation-world/train-station-attack-ukraine/507-04850a5a-fc17-4e18-ac96-f15322909906
1060157409	20220818	202208	2022	2022.6247	UKR	UKRAINIAN	UKR								GBR	UNITED KINGDOM	GBR								1	0231	023	02	1	3.4	10	1	10	-0.74626865671642	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Thurso, Highland, United Kingdom	UK	UKV3	40172	58.6	-3.5	-2609775	4	Thurso, Highland, United Kingdom	UK	UKV3	40172	58.6	-3.5	-2609775	20220825150000	https://www.johnogroat-journal.co.uk/news/kyiv-classic-accordion-duo-perform-at-thurso-church-to-raise-285573/
1060157410	20220825	202208	2022	2022.6438											AGR	FARMER						AGR			1	060	060	06	2	6.0	10	1	10	-2.54110612855007	0								0								0								20220825150000	https://www.thehindu.com/news/cities/Madurai/ensure-supply-of-quality-seeds-farmers/article65810380.ece
1060157411	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			1	036	036	03	1	4.0	10	1	10	-5.63106796116505	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220825150000	https://www.medpagetoday.com/infectiousdisease/covid19/100385
1060157412	20220825	202208	2022	2022.6438											BUS	BUSINESS						BUS			0	040	040	04	1	1.0	2	1	2	0.9375	0								3	Eagle Hill, Massachusetts, United States	US	USMA		42.7057	-70.8203	614529	3	Eagle Hill, Massachusetts, United States	US	USMA		42.7057	-70.8203	614529	20220825150000	https://www.prnewswire.com/news-releases/nearly-half-of-government-workers-only-receive-feedback-on-an-annual-or-semi-annual-basis-new-eagle-hill-research-finds-301612167.html
1060157413	20220825	202208	2022	2022.6438											BUS	INDUSTRY						BUS			1	040	040	04	1	1.0	5	1	5	4.31778929188256	0								4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	20220825150000	https://www.briefingwire.com/pr/goldwood-industries-creating-and-supplying-the-top-quality-plywood-for-commercial-other-application
1060157414	20220825	202208	2022	2022.6438											BUS	MANUFACTURER						BUS			0	046	046	04	1	7.0	10	1	10	1.50931278098908	0								4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	20220825150000	https://tvnewscheck.com/tech/article/broadcasters-to-vendors-wait-not-so-saas/
1060157415	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			0	061	061	06	2	6.4	10	1	10	-2.53623188405797	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220825150000	http://www.itechpost.com/articles/113282/20220825/nvidia-forecasts-challenging-q3-amid-pc-slump-drop-sales.htm
1060157416	20220825	202208	2022	2022.6438											BUS	BUSINESS						BUS			0	100	100	10	3	-5.0	3	1	3	1.80932498260265	0								3	Red Cliff, Wisconsin, United States	US	USWI		46.8555	-90.788	1572135	3	Red Cliff, Wisconsin, United States	US	USWI		46.8555	-90.788	1572135	20220825150000	https://www.nationalgeographic.com/travel/article/see-americas-parks-with-indigenous-peoples-who-first-called-them-home
1060157417	20220825	202208	2022	2022.6438											BUS	BUSINESS						BUS			0	100	100	10	3	-5.0	2	1	2	1.80932498260265	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	3	Red Cliff, Wisconsin, United States	US	USWI		46.8555	-90.788	1572135	20220825150000	https://www.nationalgeographic.com/travel/article/see-americas-parks-with-indigenous-peoples-who-first-called-them-home
1060157418	20220825	202208	2022	2022.6438											BUS	MANUFACTURER						BUS			0	120	120	12	3	-4.0	10	1	10	1.50931278098908	0								4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	4	Amsterdam, Noord-Holland, Netherlands	NL	NL07	22373	52.35	4.91667	-2140479	20220825150000	https://tvnewscheck.com/tech/article/broadcasters-to-vendors-wait-not-so-saas/
1060157419	20220825	202208	2022	2022.6438											CAN	CANADA	CAN								1	036	036	03	1	4.0	8	1	8	1.65137614678899	0								4	Strathcona, Alberta, Canada	CA	CA01	154724	53.5833	-113.167	-574245	4	Strathcona, Alberta, Canada	CA	CA01	154724	53.5833	-113.167	-574245	20220825150000	https://www.wetaskiwintimes.com:443/news/local-news/antique-tractor-pull-hosting-100-plus-competitors-this-weekend
1060157420	20220825	202208	2022	2022.6438											CAN	CANADA	CAN								0	180	180	18	4	-9.0	4	1	4	-3.89363722697056	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20220825150000	https://vancouversun.com:443/news/crime/vancouver-island-man-sentenced-to-life-in-prison-for-murder-of-single-mother
1060157421	20220825	202208	2022	2022.6438											CHN	CHINA	CHN								0	043	043	04	1	2.8	1	1	1	1.71214553237025	0								1	China	CH	CH		35	105	CH	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220825150000	https://gulfnews.com/your-money/cryptocurrency/changpeng-zhao-meet-dubai-based-crypto-billionaire-who-made-35-billion-1.1661437383575
1060157422	20220825	202208	2022	2022.6438											COP	POLICE						COP			1	043	043	04	1	2.8	3	1	3	-4.76190476190476	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220825150000	https://www.geo.tv/latest/435973-duchess-camilla-hit-with-tragedy-after-cousin-takes-own-life
1060157423	20220825	202208	2022	2022.6438											COP	POLICE						COP			1	043	043	04	1	2.8	10	1	10	-10.8108108108108	0								4	Gudli, Rajasthan, India	IN	IN24	17859	25.9597	75.5903	6229977	4	Gudli, Rajasthan, India	IN	IN24	17859	25.9597	75.5903	6229977	20220825150000	https://www.prokerala.com/news/articles/a1338876.html
1060157424	20220825	202208	2022	2022.6438											COP	POLICE						COP			1	0874	087	08	2	10.0	10	1	10	-5.22931847406773	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20220825150000	https://www.thenation.com/article/society/police-algorithms-artificial-intelligence/
1060157425	20220825	202208	2022	2022.6438											COP	POLICE						COP			0	141	141	14	3	-6.5	3	1	3	-8.11594202898551	0								5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	20220825150000	https://www.prokerala.com/news/articles/a1338865.html
1060157426	20220825	202208	2022	2022.6438											CVL	COMMUNITY						CVL			1	043	043	04	1	2.8	2	1	2	-0.38659793814433	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20220825150000	https://www.tspr.org/tspr-local/2022-08-25/u-s-largest-newspaper-owner-cuts-iowa-staff-leaving-small-papers-futures-in-question
