1060191270	20210825	202108	2021	2021.6438	IRL	IRELAND	IRL																		0	020	020	02	1	3.0	8	1	8	-1.38121546961326	4	Bessborough, Kilkenny, Ireland	EI	EI13	18306	52.35	-7.31667	-1500952	0								4	Bessborough, Kilkenny, Ireland	EI	EI13	18306	52.35	-7.31667	-1500952	20220825191500	https://www.thejournal.ie/bessborough-mother-and-baby-home-apartments-5849651-Aug2022/
1060191271	20210825	202108	2021	2021.6438	NGA	NIGERIAN	NGA																		0	010	010	01	1	0.0	2	1	2	1.82119205298013	5	Oyo State, Oyo, Nigeria	NI	NI32	191166	8	4	-2024630	0								5	Oyo State, Oyo, Nigeria	NI	NI32	191166	8	4	-2024630	20220825191500	https://www.premiumtimesng.com/news/headlines/550630-obasanjo-wike-peter-obi-others-meet-in-london.html
1060191272	20220726	202207	2022	2022.5644	ELIJUD	RETIRED						ELI	JUD		JUDJUD	JUDGE						JUD	JUD		1	042	042	04	1	1.9	5	1	5	-0.61538461538462	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20220825191500	https://www.indiatvnews.com/technology/news/5-out-of-29-mobiles-were-infected-with-some-malware-know-more-2022-08-25-803031
1060191273	20220726	202207	2022	2022.5644	ELIJUD	RETIRED						ELI	JUD		JUDJUD	JUDGE						JUD	JUD		1	042	042	04	1	1.9	1	1	1	-0.61538461538462	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20220825191500	https://www.indiatvnews.com/technology/news/5-out-of-29-mobiles-were-infected-with-some-malware-know-more-2022-08-25-803031
1060191274	20220818	202208	2022	2022.6247	CHN	CHINA	CHN								GOV	PREMIER						GOV			1	012	012	01	1	-0.4	2	1	2	-1.66073546856465	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20220825191500	https://www.smh.com.au/national/victoria/john-woodman-the-tops-guns-and-a-chinese-wall-keeping-them-apart-20220825-p5bcrq.html
1060191275	20220818	202208	2022	2022.6247	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								1	012	012	01	1	-0.4	2	1	2	-1.66073546856465	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20220825191500	https://www.smh.com.au/national/victoria/john-woodman-the-tops-guns-and-a-chinese-wall-keeping-them-apart-20220825-p5bcrq.html
1060191276	20220818	202208	2022	2022.6247	GOV	PREMIER						GOV													1	012	012	01	1	-0.4	6	1	6	-1.66073546856465	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20220825191500	https://www.smh.com.au/national/victoria/john-woodman-the-tops-guns-and-a-chinese-wall-keeping-them-apart-20220825-p5bcrq.html
1060191277	20220818	202208	2022	2022.6247	REF	ASYLUM SEEKER						REF													1	192	192	19	4	-9.5	10	1	10	1.35869565217391	0								0								0								20220825191500	https://www.newsandstar.co.uk/news/20760418.asylum-seekers-set-move-waverley-hotel-whitehaven-early-next-week/
1060191278	20220818	202208	2022	2022.6247	USA	NEW YORK	USA								LAB	WORKER						LAB			1	120	120	12	3	-4.0	10	1	10	-5.49019607843138	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20220825191500	https://www.qchron.com/editions/queenswide/rideshare-drivers-assail-congestion-pricing-plan/article_4883600b-be5d-50b6-8445-4ce4e94e99a6.html
1060191279	20220824	202208	2022	2022.6411	GOV	PRESIDENT						GOV			UKR	UKRAINE	UKR								1	051	051	05	1	3.4	1	1	1	3.7037037037037	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220825191500	https://interfax.com/newsroom/top-stories/82556/
