1060140060	20120827	201208	2012	2012.6493	FRA	CANNES	FRA																		1	111	111	11	3	-2.0	5	1	5	1.59235668789809	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	0								4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	20220825124500	https://www.adgully.com/vim-recognized-as-a-growing-brand-by-kantar-121855.html
1060140061	20210825	202108	2021	2021.6438	AFG	KABUL	AFG								AFGINSTAL	TALIBAN	AFG	TAL				INS			0	043	043	04	1	2.8	1	1	1	-2.18978102189781	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	20220825124500	https://www.theepochtimes.com/priti-patel-invites-albanian-police-to-uk-to-help-tackle-flow-of-illegal-immigrants_4688190.html
1060140062	20210825	202108	2021	2021.6438	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFG	KABUL	AFG								0	042	042	04	1	1.9	1	1	1	-2.18978102189781	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	20220825124500	https://www.theepochtimes.com/priti-patel-invites-albanian-police-to-uk-to-help-tackle-flow-of-illegal-immigrants_4688190.html
1060140063	20210825	202108	2021	2021.6438	ALB	TIRANA	ALB								GBR	LONDON	GBR								1	057	057	05	1	8.0	5	1	5	-2.18978102189781	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220825124500	https://www.theepochtimes.com/priti-patel-invites-albanian-police-to-uk-to-help-tackle-flow-of-illegal-immigrants_4688190.html
1060140064	20210825	202108	2021	2021.6438	ALB	TIRANA	ALB								GBR	LONDON	GBR								1	057	057	05	1	8.0	3	1	3	-2.18978102189781	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220825124500	https://www.theepochtimes.com/priti-patel-invites-albanian-police-to-uk-to-help-tackle-flow-of-illegal-immigrants_4688190.html
1060140065	20210825	202108	2021	2021.6438	CHN	CHINA	CHN								IGOAFRAFU	THE AU	AFR					IGO			0	057	057	05	1	8.0	30	2	30	3.63321799307959	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220825124500	https://english.news.cn/20220825/06d5cb9936924e028640fbd613cb7a60/c.html
1060140066	20210825	202108	2021	2021.6438	EUR	EUROPEAN	EUR								SAU	DAMMAM	SAU								1	042	042	04	1	1.9	3	1	3	5.53571428571428	4	Dammam, Ash Sharqiyah, Saudi Arabia	SA	SA06	25307	26.4344	50.1033	-3091069	4	Dammam, Ash Sharqiyah, Saudi Arabia	SA	SA06	25307	26.4344	50.1033	-3091069	4	Dammam, Ash Sharqiyah, Saudi Arabia	SA	SA06	25307	26.4344	50.1033	-3091069	20220825124500	http://www.msn.com/en-us/news/world/wizz-air-eyes-saudi-arabian-growth-with-20-new-routes/ar-AA115pYU
1060140067	20210825	202108	2021	2021.6438	GBR	LONDON	GBR								ALB	TIRANA	ALB								1	057	057	05	1	8.0	5	1	5	-2.18978102189781	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220825124500	https://www.theepochtimes.com/priti-patel-invites-albanian-police-to-uk-to-help-tackle-flow-of-illegal-immigrants_4688190.html
1060140068	20210825	202108	2021	2021.6438	GBR	LONDON	GBR								ALB	TIRANA	ALB								1	057	057	05	1	8.0	3	1	3	-2.18978102189781	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220825124500	https://www.theepochtimes.com/priti-patel-invites-albanian-police-to-uk-to-help-tackle-flow-of-illegal-immigrants_4688190.html
1060140069	20210825	202108	2021	2021.6438	GBR	UNITED KINGDOM	GBR								ALB	ALBANIAN	ALB								1	174	174	17	4	-5.0	8	1	8	-2.18978102189781	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220825124500	https://www.theepochtimes.com/priti-patel-invites-albanian-police-to-uk-to-help-tackle-flow-of-illegal-immigrants_4688190.html
1060140070	20210825	202108	2021	2021.6438	GOVHLH	HEALTH MINIST						GOV	HLH		MNCUSAMED	GOOGLE	USA					MNC	MED		0	090	090	09	2	-2.0	4	1	4	0.99626400996264	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	20220825124500	https://www.newslaundry.com/2022/08/25/ramdev-deceptively-sold-coronil-as-a-covid-cure-guess-who-enabled-him
1060140071	20210825	202108	2021	2021.6438	IGOAFRAFU	THE AU	AFR					IGO			CHN	CHINA	CHN								0	057	057	05	1	8.0	30	2	30	3.63321799307959	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220825124500	https://english.news.cn/20220825/06d5cb9936924e028640fbd613cb7a60/c.html
1060140072	20210825	202108	2021	2021.6438	IND	HARYANA	IND								MNCUSAMED	GOOGLE	USA					MNC	MED		0	090	090	09	2	-2.0	1	1	1	0.99626400996264	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	20220825124500	https://www.newslaundry.com/2022/08/25/ramdev-deceptively-sold-coronil-as-a-covid-cure-guess-who-enabled-him
1060140073	20210825	202108	2021	2021.6438	IND	HARYANA	IND								MNCUSAMED	GOOGLE	USA					MNC	MED		0	090	090	09	2	-2.0	1	1	1	0.99626400996264	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	20220825124500	https://www.newslaundry.com/2022/08/25/ramdev-deceptively-sold-coronil-as-a-covid-cure-guess-who-enabled-him
1060140074	20210825	202108	2021	2021.6438	INDGOVHLH	HARYANA	IND					GOV	HLH		MNCUSAMED	GOOGLE	USA					MNC	MED		0	090	090	09	2	-2.0	2	1	2	0.99626400996264	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	20220825124500	https://www.newslaundry.com/2022/08/25/ramdev-deceptively-sold-coronil-as-a-covid-cure-guess-who-enabled-him
1060140075	20210825	202108	2021	2021.6438	SAU	DAMMAM	SAU								EUR	EUROPEAN	EUR								1	043	043	04	1	2.8	2	1	2	5.53571428571428	4	Dammam, Ash Sharqiyah, Saudi Arabia	SA	SA06	25307	26.4344	50.1033	-3091069	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Dammam, Ash Sharqiyah, Saudi Arabia	SA	SA06	25307	26.4344	50.1033	-3091069	20220825124500	http://www.msn.com/en-us/news/world/wizz-air-eyes-saudi-arabian-growth-with-20-new-routes/ar-AA115pYU
1060140076	20210825	202108	2021	2021.6438	SAU	SAUDI ARABIA	SAU								EUR	EUROPEAN	EUR								1	043	043	04	1	2.8	1	1	1	5.53571428571428	4	Jeddah, Makkah, Saudi Arabia	SA	SA14	25312	21.5169	39.2192	-3096108	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Dammam, Ash Sharqiyah, Saudi Arabia	SA	SA06	25307	26.4344	50.1033	-3091069	20220825124500	http://www.msn.com/en-us/news/world/wizz-air-eyes-saudi-arabian-growth-with-20-new-routes/ar-AA115pYU
