1060200453	20210825	202108	2021	2021.6438											OPP	DEMONSTRATOR						OPP			1	173	173	17	4	-5.0	5	1	5	-8.06675938803894	0								3	Hennepin County, Minnesota, United States	US	USMN		45.0166	-93.4502	659472	3	Hennepin County, Minnesota, United States	US	USMN		45.0166	-93.4502	659472	20220825203000	https://www.startribune.com/dozens-of-line-3-protestors-in-minnesota-still-facing-criminal-prosecution/600201162/
1060200454	20210825	202108	2021	2021.6438	GOV	GOVERNOR						GOV			USA	UNITED STATES	USA								0	129	129	12	3	-5.0	2	1	2	-6.2634989200864	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20220825203000	https://www.theguardian.com/us-news/2022/aug/25/arkansas-ban-gender-affirming-care-trans-kids-lgbtq
1060200455	20210825	202108	2021	2021.6438	IRN	IRANIAN	IRN								MIL	MILITARY						MIL			1	194	194	19	4	-10.0	6	1	3	-0.27700831024931	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20220825203000	https://www.ynetnews.com/article/b1u21rsks
1060200456	20210825	202108	2021	2021.6438	SGPGOV	LEE HSIEN LOONG	SGP					GOV			GOV	GOVERNMENT						GOV			0	130	130	13	3	-4.4	10	1	10	-1.86536901865369	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220825203000	https://home.nzcity.co.nz/news/article.aspx?id=360750
1060200457	20210825	202108	2021	2021.6438	USA	SACRAMENTO	USA								GOV	ADMINISTRATION						GOV			1	071	071	07	2	7.4	6	1	6	3.17164179104478	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220825203000	https://www.mtshastanews.com/story/news/2022/08/23/california-protect-health-benefits-young-immigrants/7872981001/
1060200458	20210825	202108	2021	2021.6438	USA	SACRAMENTO	USA								USAGOV	UNITED STATES	USA					GOV			1	071	071	07	2	7.4	4	1	4	3.17164179104478	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220825203000	https://www.mtshastanews.com/story/news/2022/08/23/california-protect-health-benefits-young-immigrants/7872981001/
1060200459	20220726	202207	2022	2022.5644	IDN	INDONESIA	IDN								MNCIDNMED	TELEKOMUNIKASI INDONESIA	IDN					MNC	MED		1	111	111	11	3	-2.0	2	1	2	0.74349442379182	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20220825203000	https://investchronicle.com/2022/08/25/perusahaan-perseroan-persero-pt-telekomunikasi-indonesia-tbk-tlk-does-this-stock-hold-the-most-enticing-factor-today/
1060200460	20220726	202207	2022	2022.5644	MNCIDNMED	TELEKOMUNIKASI INDONESIA	IDN					MNC	MED												1	111	111	11	3	-2.0	3	1	3	0.74349442379182	1	Indonesia	ID	ID		-5	120	ID	0								1	Indonesia	ID	ID		-5	120	ID	20220825203000	https://investchronicle.com/2022/08/25/perusahaan-perseroan-persero-pt-telekomunikasi-indonesia-tbk-tlk-does-this-stock-hold-the-most-enticing-factor-today/
1060200461	20220726	202207	2022	2022.5644	USAMED	UNITED STATES	USA					MED													1	084	084	08	2	7.0	2	1	2	-1.61290322580645	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20220825203000	https://www.stuff.co.nz/taranaki-daily-news/news/300669087/horror-and-homeschooling-a-winning-mix-for-taranaki-author
1060200462	20220726	202207	2022	2022.5644	haw	HAWAIIAN			haw						USAMED	UNITED STATES	USA					MED			1	084	084	08	2	7.0	2	1	2	-1.61290322580645	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20220825203000	https://www.stuff.co.nz/taranaki-daily-news/news/300669087/horror-and-homeschooling-a-winning-mix-for-taranaki-author
