1060150465	20210825	202108	2021	2021.6438	ALB	ALBANIAN	ALB								GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	7	1	7	-5.4320987654321	4	Cuci, Berat, Albania	AL	AL40	3780	40.84	19.8006	-105995	4	English Channel, United Kingdom (general), United Kingdom	UK	UK00	154724	54.5833	-3.68333	-2595622	4	Cuci, Berat, Albania	AL	AL40	3780	40.84	19.8006	-105995	20220825140000	https://www.aljazeera.com/news/2022/8/25/uk-to-fast-track-deportations-of-albanian-asylum-seekers
1060150466	20210825	202108	2021	2021.6438	ISR	ISRAEL	ISR								MOS	ISLAMIC				MOS					0	046	046	04	1	7.0	4	1	4	-4.28954423592494	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20220825140000	https://www.ynetnews.com/culture/article/rjkhqt4ji
1060150467	20210825	202108	2021	2021.6438	MOS	ISLAMIC				MOS					ISR	ISRAEL	ISR								0	046	046	04	1	7.0	4	1	4	-4.28954423592494	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20220825140000	https://www.ynetnews.com/culture/article/rjkhqt4ji
1060150468	20210825	202108	2021	2021.6438	MOS	ISLAMIC				MOS					PSEREB	HAMAS	PSE					REB			0	046	046	04	1	7.0	4	1	4	-4.28954423592494	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20220825140000	https://www.ynetnews.com/culture/article/rjkhqt4ji
1060150469	20210825	202108	2021	2021.6438	PAK	PAKISTAN	PAK																		1	0356	035	03	1	7.0	1	1	1	-10.2189781021898	4	Rajouri, Jammu and Kashmir, India	IN	IN12	72831	33.25	74.25	-2108702	0								4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	20220825140000	https://www.thesundaily.my/world/three-infiltrators-killed-in-kashmir-near-india-pakistan-border-MM9718358
1060150470	20210825	202108	2021	2021.6438	PAK	PAKISTAN	PAK																		1	0356	035	03	1	7.0	2	1	2	-10.2189781021898	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	0								4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	20220825140000	https://www.thesundaily.my/world/three-infiltrators-killed-in-kashmir-near-india-pakistan-border-MM9718358
1060150471	20210825	202108	2021	2021.6438	PSEREB	HAMAS	PSE					REB			MOS	ISLAMIC				MOS					0	046	046	04	1	7.0	4	1	4	-4.28954423592494	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20220825140000	https://www.ynetnews.com/culture/article/rjkhqt4ji
1060150472	20220726	202207	2022	2022.5644	GOV	ADMINISTRATION						GOV			CAN	CANADA	CAN								1	010	010	01	1	0.0	2	1	2	-2.94117647058823	3	Huntington Beach, California, United States	US	USCA	CA059	33.6603	-117.999	1652724	3	Huntington Beach, California, United States	US	USCA		33.6603	-117.999	1652724	3	Huntington Beach, California, United States	US	USCA		33.6603	-117.999	1652724	20220825140000	https://markets.financialcontent.com/stocks/article/webwire-2022-8-25-pet-food-manufacturer-with-operations-in-california-recalls-raw-frozen-beef-patties-for-dogs-due-to-listeria-contamination-concerns
1060150473	20220726	202207	2022	2022.5644	GOV	ADMINISTRATION						GOV			CAN	CANADA	CAN								1	010	010	01	1	0.0	8	1	8	-2.94117647058823	3	Huntington Beach, California, United States	US	USCA	CA059	33.6603	-117.999	1652724	1	Canada	CA	CA		60	-96	CA	3	Huntington Beach, California, United States	US	USCA		33.6603	-117.999	1652724	20220825140000	https://markets.financialcontent.com/stocks/article/webwire-2022-8-25-pet-food-manufacturer-with-operations-in-california-recalls-raw-frozen-beef-patties-for-dogs-due-to-listeria-contamination-concerns
1060150474	20220726	202207	2022	2022.5644	GOV	ADMINISTRATION						GOV			USA	UNITED STATES	USA								1	010	010	01	1	0.0	10	1	10	-2.94117647058823	3	Huntington Beach, California, United States	US	USCA	CA059	33.6603	-117.999	1652724	2	California, United States	US	USCA		36.17	-119.746	CA	3	Huntington Beach, California, United States	US	USCA		33.6603	-117.999	1652724	20220825140000	https://markets.financialcontent.com/stocks/article/webwire-2022-8-25-pet-food-manufacturer-with-operations-in-california-recalls-raw-frozen-beef-patties-for-dogs-due-to-listeria-contamination-concerns
