1060051094	20210824	202108	2021	2021.6411	ETH	ETHIOPIA	ETH								USAGOV	JOE BIDEN	USA					GOV			0	043	043	04	1	2.8	6	1	6	-3.70898716119828	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	20220824231500	https://www.timesofisrael.com/fighting-in-ethiopias-tigray-breaks-out-anew-after-five-month-lull/
1060051095	20210824	202108	2021	2021.6411	ETH	ETHIOPIA	ETH								USAGOV	JOE BIDEN	USA					GOV			0	043	043	04	1	2.8	2	1	2	-3.70898716119828	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	20220824231500	https://www.timesofisrael.com/fighting-in-ethiopias-tigray-breaks-out-anew-after-five-month-lull/
1060051096	20210824	202108	2021	2021.6411	ETH	ETHIOPIA	ETH								USAGOV	JOE BIDEN	USA					GOV			0	043	043	04	1	2.8	2	1	2	-3.70898716119828	1	Rwanda	RW	RW		-2	30	RW	1	Rwanda	RW	RW		-2	30	RW	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	20220824231500	https://www.timesofisrael.com/fighting-in-ethiopias-tigray-breaks-out-anew-after-five-month-lull/
1060051097	20210824	202108	2021	2021.6411	TUV	TUVALU	TUV																		0	010	010	01	1	0.0	1	1	1	-1.22324159021407	1	Tuvalu	TV	TV		-8	178	TV	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220824231500	https://gazette.com/news/us-world/tuvalu-minister-says-both-china-u-s-needed-for-climate-change-action/article_2e4f5005-56ba-5281-9ff3-08a8d8fe175e.html
1060051098	20210824	202108	2021	2021.6411	TUV	TUVALU	TUV																		0	010	010	01	1	0.0	5	2	5	-1.21442543460892	1	Tuvalu	TV	TV		-8	178	TV	0								1	Tuvalu	TV	TV		-8	178	TV	20220824231500	https://gazette.com/news/us-world/tuvalu-minister-says-both-china-u-s-needed-for-climate-change-action/article_2e4f5005-56ba-5281-9ff3-08a8d8fe175e.html
1060051099	20210824	202108	2021	2021.6411	TUV	TUVALU	TUV																		0	010	010	01	1	0.0	2	1	2	-1.2012012012012	1	Taiwan	TW	TW		24	121	TW	0								1	Taiwan	TW	TW		24	121	TW	20220824231500	https://www.ibtimes.com/tuvalu-minister-says-both-china-us-needed-climate-change-action-3605463
1060051100	20210824	202108	2021	2021.6411	USAGOV	JOE BIDEN	USA					GOV			ETH	ETHIOPIA	ETH								0	042	042	04	1	1.9	6	1	6	-3.70898716119828	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	20220824231500	https://www.timesofisrael.com/fighting-in-ethiopias-tigray-breaks-out-anew-after-five-month-lull/
1060051101	20210824	202108	2021	2021.6411	USAGOV	JOE BIDEN	USA					GOV			ETH	ETHIOPIA	ETH								0	042	042	04	1	1.9	2	1	2	-3.70898716119828	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	20220824231500	https://www.timesofisrael.com/fighting-in-ethiopias-tigray-breaks-out-anew-after-five-month-lull/
1060051102	20210824	202108	2021	2021.6411	USAGOV	JOE BIDEN	USA					GOV			ETH	ETHIOPIA	ETH								0	042	042	04	1	1.9	2	1	2	-3.70898716119828	1	Rwanda	RW	RW		-2	30	RW	1	Rwanda	RW	RW		-2	30	RW	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	20220824231500	https://www.timesofisrael.com/fighting-in-ethiopias-tigray-breaks-out-anew-after-five-month-lull/
1060051103	20220725	202207	2022	2022.5616	AUS	AUSTRALIA	AUS								MED	MEDIA						MED			1	040	040	04	1	1.0	2	1	2	-1.80995475113122	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	1	United States	US	US		39.828175	-98.5795	US	20220824231500	https://www.theepochtimes.com/australia-declares-beijings-air-defences-not-impenetrable-will-continue-south-china-sea-patrols_4685126.html
1060051104	20220725	202207	2022	2022.5616	AUS	AUSTRALIA	AUS								MED	MEDIA						MED			1	154	154	15	4	-7.2	2	1	2	-1.80995475113122	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20220824231500	https://www.theepochtimes.com/australia-declares-beijings-air-defences-not-impenetrable-will-continue-south-china-sea-patrols_4685126.html
1060051105	20220725	202207	2022	2022.5616	MED	MEDIA						MED			AUS	AUSTRALIA	AUS								1	040	040	04	1	1.0	2	1	2	-1.80995475113122	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20220824231500	https://www.theepochtimes.com/australia-declares-beijings-air-defences-not-impenetrable-will-continue-south-china-sea-patrols_4685126.html
1060051106	20220725	202207	2022	2022.5616	MED	MEDIA						MED			MIL	AIR MARSHAL						MIL			1	040	040	04	1	1.0	2	1	2	-1.80995475113122	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20220824231500	https://www.theepochtimes.com/australia-declares-beijings-air-defences-not-impenetrable-will-continue-south-china-sea-patrols_4685126.html
1060051107	20220725	202207	2022	2022.5616	MED	MEDIA						MED			MIL	AIR MARSHAL						MIL			1	040	040	04	1	1.0	6	1	6	-1.80995475113122	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220824231500	https://www.theepochtimes.com/australia-declares-beijings-air-defences-not-impenetrable-will-continue-south-china-sea-patrols_4685126.html
1060051108	20220725	202207	2022	2022.5616	MIL	AIR MARSHAL						MIL			MED	MEDIA						MED			1	040	040	04	1	1.0	8	1	8	-1.80995475113122	1	United States	US	US		39.828175	-98.5795	US	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20220824231500	https://www.theepochtimes.com/australia-declares-beijings-air-defences-not-impenetrable-will-continue-south-china-sea-patrols_4685126.html
1060051109	20220725	202207	2022	2022.5616	MIL	AIR MARSHAL						MIL			MED	MEDIA						MED			1	154	154	15	4	-7.2	8	1	8	-1.80995475113122	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220824231500	https://www.theepochtimes.com/australia-declares-beijings-air-defences-not-impenetrable-will-continue-south-china-sea-patrols_4685126.html
1060051110	20220725	202207	2022	2022.5616	USA	SAN DIEGO	USA								EDU	SCHOOL						EDU			0	050	050	05	1	3.5	10	1	10	-5.62060889929742	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20220824231500	https://gazette.com/premium/some-schools-mandate-vaccine-doses-while-others-move-past-covid-restrictions/article_bf447f19-426f-5b41-9b99-fdb17e295588.html
1060051111	20220817	202208	2022	2022.6219	BUS	CORPORATION						BUS													1	020	020	02	1	3.0	1	1	1	4.55407969639469	3	New Braunfels, Texas, United States	US	USTX	TX091	29.703	-98.1245	1342440	0								3	New Braunfels, Texas, United States	US	USTX		29.703	-98.1245	1342440	20220824231500	https://herald-zeitung.com/community_alert/nbedc-recommends-comal-county-fairgrounds-project/article_84b84d10-23fd-11ed-ae5a-a7d3dd086fe3.html
1060051112	20220817	202208	2022	2022.6219	BUS	CORPORATION						BUS			USA	ARIZONA	USA								1	020	020	02	1	3.0	1	1	1	4.55407969639469	3	New Braunfels, Texas, United States	US	USTX	TX091	29.703	-98.1245	1342440	3	New Braunfels, Texas, United States	US	USTX		29.703	-98.1245	1342440	3	New Braunfels, Texas, United States	US	USTX		29.703	-98.1245	1342440	20220824231500	https://herald-zeitung.com/community_alert/nbedc-recommends-comal-county-fairgrounds-project/article_84b84d10-23fd-11ed-ae5a-a7d3dd086fe3.html
1060051113	20220817	202208	2022	2022.6219	EDU	SCHOOL						EDU			USA	MARYLAND	USA								0	050	050	05	1	3.5	6	1	6	-5.62060889929742	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20220824231500	https://gazette.com/premium/some-schools-mandate-vaccine-doses-while-others-move-past-covid-restrictions/article_bf447f19-426f-5b41-9b99-fdb17e295588.html
1060051114	20220817	202208	2022	2022.6219	ETHGOV	ETHIOPIA	ETH					GOV													0	120	120	12	3	-4.0	2	1	2	-3.70898716119828	4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	0								4	Tigray, Tigray, Ethiopia	ET	ET53	149298	13.5	39.5	-620571	20220824231500	https://www.timesofisrael.com/fighting-in-ethiopias-tigray-breaks-out-anew-after-five-month-lull/
1060051115	20220817	202208	2022	2022.6219	GBR	UNITED KINGDOM	GBR								NGOHRIAMN	AMNESTY INTERNATIONAL		AMN				NGO	HRI		0	012	012	01	1	-0.4	6	1	6	-8.70588235294113	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20220824231500	http://tnlivenews.in/judiciary-failed-as-global-human-rights-bodies-probe-shahbaz-gill-torture-fawad-geo-news/
1060051116	20220817	202208	2022	2022.6219	GBR	UNITED KINGDOM	GBR								NGOHRIAMN	AMNESTY INTERNATIONAL		AMN				NGO	HRI		0	1822	182	18	4	-9.0	6	1	6	-8.70588235294113	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20220824231500	http://tnlivenews.in/judiciary-failed-as-global-human-rights-bodies-probe-shahbaz-gill-torture-fawad-geo-news/
1060051117	20220817	202208	2022	2022.6219	GBR	UNITED KINGDOM	GBR								PAK	PAKISTAN	PAK								0	1822	182	18	4	-9.0	4	1	4	-8.70588235294113	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20220824231500	http://tnlivenews.in/judiciary-failed-as-global-human-rights-bodies-probe-shahbaz-gill-torture-fawad-geo-news/
1060051118	20220817	202208	2022	2022.6219	MED	NEWSPAPER						MED			USA	LAWRENCE	USA								1	040	040	04	1	1.0	5	1	5	-0.93085106382978	0								0								0								20220824231500	https://www.trentonian.ca:443/news/local-news/heat-conditions-were-cause-of-upper-canada-village-ride-derailment
1060051119	20220817	202208	2022	2022.6219	MED	NEWSPAPER						MED			USA	LAWRENCE	USA								1	090	090	09	2	-2.0	5	1	5	-0.93085106382978	0								0								0								20220824231500	https://www.trentonian.ca:443/news/local-news/heat-conditions-were-cause-of-upper-canada-village-ride-derailment
1060051120	20220817	202208	2022	2022.6219	NGOHRIAMN	AMNESTY INTERNATIONAL		AMN				NGO	HRI		PAK	PAKISTAN	PAK								0	012	012	01	1	-0.4	4	1	4	-8.70588235294113	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20220824231500	http://tnlivenews.in/judiciary-failed-as-global-human-rights-bodies-probe-shahbaz-gill-torture-fawad-geo-news/
1060051121	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA								BUS	CORPORATION						BUS			1	020	020	02	1	3.0	8	1	8	4.55407969639469	3	New Braunfels, Texas, United States	US	USTX	TX091	29.703	-98.1245	1342440	3	New Braunfels, Texas, United States	US	USTX		29.703	-98.1245	1342440	3	New Braunfels, Texas, United States	US	USTX		29.703	-98.1245	1342440	20220824231500	https://herald-zeitung.com/community_alert/nbedc-recommends-comal-county-fairgrounds-project/article_84b84d10-23fd-11ed-ae5a-a7d3dd086fe3.html
1060051122	20220817	202208	2022	2022.6219	USA	OREGON	USA								TCD	CHAD	TCD								1	193	193	19	4	-10.0	6	1	6	-8.69565217391304	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Polk County, Oregon, United States	US	USOR		44.8665	-123.451	1135862	20220824231500	https://tdn.com/news/local/crime-and-courts/columbia-county-sheriff-oregon-trooper-cleared-in-march-fatal-shooting/article_eee18ed0-23ef-11ed-8617-1b6e8a2945ae.html
1060051123	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA								TCD	CHAD	TCD								1	193	193	19	4	-10.0	2	1	2	-8.69565217391304	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	3	Polk County, Oregon, United States	US	USOR		44.8665	-123.451	1135862	3	Columbia County, Oregon, United States	US	USOR		45.9165	-123.085	1135847	20220824231500	https://tdn.com/news/local/crime-and-courts/columbia-county-sheriff-oregon-trooper-cleared-in-march-fatal-shooting/article_eee18ed0-23ef-11ed-8617-1b6e8a2945ae.html
1060051124	20220823	202208	2022	2022.6384	GOV	MAYOR						GOV													0	190	190	19	4	-10.0	2	1	2	-2.92207792207792	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20220824231500	https://montreal.ctvnews.ca/no-means-spared-to-restore-order-in-montreal-amid-gun-violence-legault-1.6040672
1060051125	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								0	040	040	04	1	1.0	1	1	1	1.52284263959391	0								3	Jackson School, Michigan, United States	US	USMI		42.275	-83.3633	629178	3	Jackson School, Michigan, United States	US	USMI		42.275	-83.3633	629178	20220824231500	https://news.yale.edu/2022/08/24/new-jackson-school-global-affairs-makes-strides-building-faculty
1060051126	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								0	040	040	04	1	1.0	1	1	1	1.52284263959391	0								1	Hong Kong	HK	HK		22.25	114.166667	HK	3	Jackson School, Michigan, United States	US	USMI		42.275	-83.3633	629178	20220824231500	https://news.yale.edu/2022/08/24/new-jackson-school-global-affairs-makes-strides-building-faculty
1060051127	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								0	040	040	04	1	1.0	3	1	3	1.52284263959391	0								1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	20220824231500	https://news.yale.edu/2022/08/24/new-jackson-school-global-affairs-makes-strides-building-faculty
