1060052526	20210824	202108	2021	2021.6411											CVL	COMMUNITY						CVL			0	040	040	04	1	1.0	10	1	10	2.0952380952381	0								4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	20220824233000	https://regina.ctvnews.ca/okanese-first-nation-intends-to-take-over-sovereign-control-of-child-and-family-welfare-services-1.6041033
1060052527	20210824	202108	2021	2021.6411											EDU	SCHOOL						EDU			0	020	020	02	1	3.0	10	1	10	0.45592705167173	0								3	Morrow County, Oregon, United States	US	USOR		45.4996	-119.551	1135860	3	Morrow County, Oregon, United States	US	USOR		45.4996	-119.551	1135860	20220824233000	https://www.eastoregonian.com/news/local/covid-19-or-summer-heat-local-museums-discuss-reduced-attendance/article_66a2dc18-1fe9-11ed-b724-d3e1e6f8371e.html
1060052528	20210824	202108	2021	2021.6411	CVL	COMMUNITY						CVL													0	040	040	04	1	1.0	10	1	10	2.0952380952381	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	0								4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	20220824233000	https://regina.ctvnews.ca/okanese-first-nation-intends-to-take-over-sovereign-control-of-child-and-family-welfare-services-1.6041033
1060052529	20210824	202108	2021	2021.6411	MNCJPN	TOYOTA	JPN					MNC													0	012	012	01	1	-0.4	5	1	5	3.10262529832936	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20220824233000	https://advancedbiofuelsusa.info/toyota-finally-supports-californias-long-standing-authority-to-set-vehicle-emissions-standards/
1060052530	20210824	202108	2021	2021.6411	MNCUSAMED	GOOGLE	USA					MNC	MED												1	032	032	03	1	4.5	10	1	10	1.44230769230769	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20220824233000	https://www.theverge.com/2022/8/24/23320014/google-play-games-beta-korea-australia-hong-kong-taiwan-thailand
1060052531	20210824	202108	2021	2021.6411	USA	UNITED STATES	USA																		1	015	015	01	1	0.0	2	1	2	-13.4199134199134	3	Horry County, South Carolina, United States	US	USSC	SC051	33.9168	-78.9831	1248005	0								3	Horry County, South Carolina, United States	US	USSC		33.9168	-78.9831	1248005	20220824233000	https://news.yahoo.com/longs-man-facing-20-sentence-221218407.html
1060052532	20220725	202207	2022	2022.5616											BUS	COMPANY						BUS			1	130	130	13	3	-4.4	5	1	5	-2.4390243902439	0								4	Brookfield, Nova Scotia, Canada	CA	CA07	12627	45.25	-63.2833	-561700	4	Brookfield, Nova Scotia, Canada	CA	CA07	12627	45.25	-63.2833	-561700	20220824233000	https://www.bendbulletin.com/business/intel-takes-on-investor-to-help-shoulder-30-billion-cost-of-new-arizona-factories/article_9eb726ae-6216-50c9-814a-6285d34dcfd0.html
1060052533	20220725	202207	2022	2022.5616	FIN	FINLAND	FIN																		1	055	055	05	1	7.0	4	1	4	0.70921985815603	1	Finland	FI	FI		64	26	FI	0								1	Finland	FI	FI		64	26	FI	20220824233000	https://www.deseret.com/u-s-world/2022/8/24/23320096/finland-sanna-marin-australia-anthony-albanese-prime-minister
1060052534	20220725	202207	2022	2022.5616	USA	UNITED STATES	USA																		0	172	172	17	4	-5.0	4	1	4	-3.59612724757953	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220824233000	https://indiancountrytoday.com/news/copper-nickel-mine-company-sues-biden-administration
1060052535	20220817	202208	2022	2022.6219											USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	-1.69014084507042	0								3	South Shore Plaza, Massachusetts, United States	US	USMA		42.2223	-71.0242	603811	3	South Shore Plaza, Massachusetts, United States	US	USMA		42.2223	-71.0242	603811	20220824233000	https://www.necn.com/news/national-international/how-did-an-suv-get-on-the-second-floor-of-south-shore-plaza-the-driver-explains/2811414/
1060052536	20220817	202208	2022	2022.6219	CHN	CHINA	CHN																		0	0841	084	08	2	7.0	2	1	2	-0.8274231678487	4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	0								4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	20220824233000	https://www.dailymaverick.co.za/article/2022-08-24-after-the-fox-watching-where-foxconn-wanders-could-map-where-the-global-tide-will-turn/
1060052537	20220817	202208	2022	2022.6219	CHN	CHINA	CHN																		0	0841	084	08	2	7.0	2	1	2	-0.8274231678487	4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	0								1	India	IN	IN		20	77	IN	20220824233000	https://www.dailymaverick.co.za/article/2022-08-24-after-the-fox-watching-where-foxconn-wanders-could-map-where-the-global-tide-will-turn/
1060052538	20220817	202208	2022	2022.6219	IND	KERALA	IND																		1	111	111	11	3	-2.0	3	1	3	-5.8169375534645	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	0								5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20220824233000	https://cosmosmagazine.com/health/tomato-flu-new-viruses-all-hype/
1060052539	20220817	202208	2022	2022.6219	JUD	APPEALS COURT						JUD													1	1053	105	10	3	-5.0	10	1	10	-3.10650887573964	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20220824233000	https://www.foxnews.com/politics/doj-recommended-against-trump-prosecution-obstruction-mueller-probe-newly-released-memo
1060052540	20220817	202208	2022	2022.6219	SYR	SYRIA	SYR								USA	AMERICAN	USA								0	194	194	19	4	-10.0	1	1	1	-3.85779122541604	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220824233000	https://www.washingtontimes.com/news/2022/aug/24/joe-biden-inches-closer-nuclear-deal-iran/
1060052541	20220817	202208	2022	2022.6219	SYR	SYRIA	SYR								USA	UNITED STATES	USA								0	194	194	19	4	-10.0	2	1	2	-3.85779122541604	1	Syria	SY	SY		35	38	SY	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824233000	https://www.washingtontimes.com/news/2022/aug/24/joe-biden-inches-closer-nuclear-deal-iran/
1060052542	20220817	202208	2022	2022.6219	SYR	SYRIA	SYR								USA	AMERICAN	USA								0	194	194	19	4	-10.0	1	1	1	-3.85779122541604	1	Syria	SY	SY		35	38	SY	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Syria	SY	SY		35	38	SY	20220824233000	https://www.washingtontimes.com/news/2022/aug/24/joe-biden-inches-closer-nuclear-deal-iran/
1060052543	20220817	202208	2022	2022.6219	SYR	SYRIA	SYR								USAMIL	AMERICAN TROOPS	USA					MIL			0	194	194	19	4	-10.0	1	1	1	-3.85779122541604	1	Syria	SY	SY		35	38	SY	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824233000	https://www.washingtontimes.com/news/2022/aug/24/joe-biden-inches-closer-nuclear-deal-iran/
1060052544	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA																		1	173	173	17	4	-5.0	4	1	4	-8.04953560371517	3	Las Cruces, New Mexico, United States	US	USNM	NM013	32.3123	-106.778	899715	0								1	Mexico	MX	MX		23	-102	MX	20220824233000	https://www.lcsun-news.com/story/news/local/courts/2022/08/24/grand-jury-indicts-cbp-agent-on-a-charge-of-denying-us-citizens-rights/65418561007/
1060052545	20220817	202208	2022	2022.6219	USA	UNITED STATES	USA																		1	173	173	17	4	-5.0	2	1	2	-8.04953560371517	1	Mexico	MX	MX		23	-102	MX	0								1	Mexico	MX	MX		23	-102	MX	20220824233000	https://www.lcsun-news.com/story/news/local/courts/2022/08/24/grand-jury-indicts-cbp-agent-on-a-charge-of-denying-us-citizens-rights/65418561007/
1060052546	20220823	202208	2022	2022.6384	CHR	CHRISTIAN				CHR															1	173	173	17	4	-5.0	5	1	5	-5.09259259259259	0								0								0								20220824233000	https://antiguaobserver.com/committal-hearing-for-nigel-christian-murder-defendants-postponed-to-next-month/
1060052547	20220823	202208	2022	2022.6384	NGOUSAENV	SIERRA CLUB	USA					NGO	ENV		USA	CALIFORNIA	USA								1	051	051	05	1	3.4	8	1	8	3.10262529832936	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20220824233000	https://advancedbiofuelsusa.info/toyota-finally-supports-californias-long-standing-authority-to-set-vehicle-emissions-standards/
1060052548	20220823	202208	2022	2022.6384	RUS	RUSSIA	RUS								IGOUNOIAE	IAEA		UNO				IGO			0	090	090	09	2	-2.0	8	1	8	-3.45649582836711	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824233000	https://www.gulf-times.com/story/723201/Ukraine-leader-vows-fight-until-the-end-on-six-mon
1060052549	20220823	202208	2022	2022.6384	RUS	RUSSIA	RUS								IGOUNOIAE	IAEA		UNO				IGO			0	090	090	09	2	-2.0	2	1	2	-3.45649582836711	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824233000	https://www.gulf-times.com/story/723201/Ukraine-leader-vows-fight-until-the-end-on-six-mon
1060052550	20220824	202208	2022	2022.6411											AFR	AFRICA	AFR								1	173	173	17	4	-5.0	2	1	2	-6.75675675675676	0								5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	20220824233000	https://www.dailymaverick.co.za/article/2022-08-24-a-year-after-babita-deokarans-assassination-trial-of-six-accused-gets-off-to-slow-start/
1060052551	20220824	202208	2022	2022.6411											ATG	ANTIGUA	ATG								1	040	040	04	1	1.0	2	1	2	-3.08370044052864	0								1	Antigua And Barbuda	AC	AC		17.05	-61.8	AC	1	Antigua And Barbuda	AC	AC		17.05	-61.8	AC	20220824233000	https://antiguaobserver.com/union-gives-second-deadline-for-meeting-with-liat-administrator/
1060052552	20220824	202208	2022	2022.6411											BUS	BANK						BUS			1	020	020	02	1	3.0	5	1	5	-1.74520069808028	0								1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20220824233000	https://www.dailymail.co.uk/news/article-11143417/Gold-Coast-couple-Mitchell-Wilson-Penny-Davies-lose-home-savings-home-buyers-email-scam.html
1060052553	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			1	043	043	04	1	2.8	10	1	10	0.68376068376068	0								1	Samoa	WS	WS		-13.803096	-172.178309	WS	1	Samoa	WS	WS		-13.803096	-172.178309	WS	20220824233000	https://uspolitics.einnews.com/pr_news/587575418/american-samoa-usa-has-simplified-the-llc-process-for-start-up-businesses
1060052554	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			1	046	046	04	1	7.0	10	1	10	0.32520325203252	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20220824233000	https://www.record-eagle.com/news/business/grand-traverse-sauce-company-cordwood-bbq-join-forces/article_82db1ee0-2246-11ed-9369-b338f89c0105.html
1060052555	20220824	202208	2022	2022.6411											BUS	EMPLOYER						BUS			1	057	057	05	1	8.0	10	1	10	4.28571428571429	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20220824233000	https://www.crainscleveland.com/manufacturing/usw-ratifies-goodyear-bridgestone-michelin-contracts
1060052556	20220824	202208	2022	2022.6411											CAN	CANADA	CAN								1	042	042	04	1	1.9	6	1	6	-0.86805555555556	0								4	Fraser River, Newfoundland, Canada	CA	CA05	154724	56.65	-63.1333	-564951	4	Fraser River, Newfoundland, Canada	CA	CA05	154724	56.65	-63.1333	-564951	20220824233000	https://infotel.ca/newsitem/salmon-returns-bc/cp1137023842
1060052557	20220824	202208	2022	2022.6411											CAN	CANADA	CAN								1	042	042	04	1	1.9	6	1	6	-3.93518518518518	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20220824233000	https://www.dailymaverick.co.za/article/2022-08-24-limpopo-health-mec-ramathubas-xenophobic-rant-against-zimbabwean-patient-polarises-sa/
1060052558	20220824	202208	2022	2022.6411											CAN	CANADA	CAN								1	042	042	04	1	1.9	4	1	4	-3.93518518518518	0								1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20220824233000	https://www.dailymaverick.co.za/article/2022-08-24-limpopo-health-mec-ramathubas-xenophobic-rant-against-zimbabwean-patient-polarises-sa/
1060052559	20220824	202208	2022	2022.6411											CHN	CHINA	CHN								1	090	090	09	2	-2.0	2	1	2	-0.8274231678487	0								1	India	IN	IN		20	77	IN	4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	20220824233000	https://www.dailymaverick.co.za/article/2022-08-24-after-the-fox-watching-where-foxconn-wanders-could-map-where-the-global-tide-will-turn/
1060052560	20220824	202208	2022	2022.6411											CHN	CHINA	CHN								1	090	090	09	2	-2.0	8	1	8	-0.8274231678487	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20220824233000	https://www.dailymaverick.co.za/article/2022-08-24-after-the-fox-watching-where-foxconn-wanders-could-map-where-the-global-tide-will-turn/
