1060068119	20210825	202108	2021	2021.6438	FRAGOV	FRANCE	FRA					GOV			FRA	FRANCE	FRA								0	190	190	19	4	-10.0	4	1	4	-3.41394025604552	4	Douai, Nord-Pas-de-Calais, France	FR	FRB4	16315	50.3724	3.089	-1424354	4	Douai, Nord-Pas-de-Calais, France	FR	FRB4	16315	50.3724	3.089	-1424354	4	Douai, Nord-Pas-de-Calais, France	FR	FRB4	16315	50.3724	3.089	-1424354	20220825013000	https://www.cnsnews.com/article/international/faycal-benhassain/french-hospital-reels-under-cyber-attack-latest-growing
1060068120	20210825	202108	2021	2021.6438	GBR	UNITED KINGDOM	GBR								BUS	BUSINESS						BUS			1	013	013	01	1	0.4	2	1	2	-0.73260073260073	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220825013000	https://sfist.com/2022/08/24/new-restaurants-including-rooftop-venue-announced-for-mid-markets-line-hotel/
1060068121	20210825	202108	2021	2021.6438	GOV	GOVERNMENT						GOV			FRA	FRANCE	FRA								0	190	190	19	4	-10.0	6	1	6	-3.41394025604552	4	Douai, Nord-Pas-de-Calais, France	FR	FRB4	16315	50.3724	3.089	-1424354	4	Douai, Nord-Pas-de-Calais, France	FR	FRB4	16315	50.3724	3.089	-1424354	4	Douai, Nord-Pas-de-Calais, France	FR	FRB4	16315	50.3724	3.089	-1424354	20220825013000	https://www.cnsnews.com/article/international/faycal-benhassain/french-hospital-reels-under-cyber-attack-latest-growing
1060068122	20210825	202108	2021	2021.6438	SAU	SAUDI	SAU								IGOBUSOPC	OPEC		OPC				IGO	BUS		0	014	014	01	1	0.0	5	1	5	-2.83505154639175	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20220825013000	https://oilprice.com/Energy/Crude-Oil/Will-Oil-Prices-Head-Higher-In-2023.html
1060068123	20210825	202108	2021	2021.6438	SAU	SAUDI ARABIA	SAU								IGOBUSOPC	OPEC		OPC				IGO	BUS		0	014	014	01	1	0.0	2	1	2	-2.83505154639175	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Saudi Arabia	SA	SA		25	45	SA	20220825013000	https://oilprice.com/Energy/Crude-Oil/Will-Oil-Prices-Head-Higher-In-2023.html
1060068124	20210825	202108	2021	2021.6438	VNM	VIETNAM	VNM								CVL	TOURIST						CVL			0	051	051	05	1	3.4	6	1	6	6.99453551912568	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	20220825013000	https://vir.com.vn/the-filmore-da-nang-cultivates-sense-of-life-living-space-95803.html
1060068125	20220726	202207	2022	2022.5644	GOV	MINIST						GOV													0	040	040	04	1	1.0	5	1	5	-1.30151843817788	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20220825013000	https://www.sbs.com.au/news/article/out-of-control-why-the-greens-are-calling-for-a-nationwide-two-year-rent-freeze/p2kspt5kc
1060068126	20220726	202207	2022	2022.5644	MIL	MILITARY OFFICIAL						MIL													0	010	010	01	1	0.0	10	1	10	-4.3956043956044	1	Syria	SY	SY		35	38	SY	0								1	Syria	SY	SY		35	38	SY	20220825013000	https://www.foxnews.com/world/us-troops-injured-rockets-fired-suspected-iran-backed-militants-syria
1060068127	20220726	202207	2022	2022.5644	USA	UNITED STATES	USA								COP	POLICE						COP			1	084	084	08	2	7.0	2	1	2	-0.57692307692308	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20220825013000	https://thedailyrecord.com/2022/08/24/johns-hopkins-updates-timeline-for-creating-university-police-force/
1060068128	20220818	202208	2022	2022.6247	AUSGOV	AUSTRALIA	AUS					GOV													0	012	012	01	1	-0.4	2	1	2	-1.30151843817788	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20220825013000	https://www.sbs.com.au/news/article/out-of-control-why-the-greens-are-calling-for-a-nationwide-two-year-rent-freeze/p2kspt5kc
1060068129	20220818	202208	2022	2022.6247	ETH	ETHIOPIAN	ETH								ERI	ERITREAN	ERI								0	191	191	19	4	-9.5	1	1	1	-2.59849119865884	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	20220825013000	https://www.breitbart.com:443/africa/2022/08/24/ethiopian-civil-war-resumes-after-tenuous-truce-fueling-humanitarian-catastrophe/
1060068130	20220818	202208	2022	2022.6247	ETH	ETHIOPIAN	ETH								ERI	ERITREAN	ERI								0	191	191	19	4	-9.5	1	1	1	-2.59849119865884	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	1	Ukraine	UP	UP		49	32	UP	4	Amhara, Amara, Ethiopia	ET	ET46	149281	11.1667	39.1667	-603950	20220825013000	https://www.breitbart.com:443/africa/2022/08/24/ethiopian-civil-war-resumes-after-tenuous-truce-fueling-humanitarian-catastrophe/
1060068131	20220818	202208	2022	2022.6247	FJI	FIJI	FJI								GOV	FIREFIGHTER						GOV			1	190	190	19	4	-10.0	10	1	10	3.4965034965035	4	Namosi, Central, Fiji	FJ	FJ01	40197	-18.0333	178.133	-1190946	4	Namosi, Central, Fiji	FJ	FJ01	40197	-18.0333	178.133	-1190946	4	Namosi, Central, Fiji	FJ	FJ01	40197	-18.0333	178.133	-1190946	20220825013000	https://www.fijitimes.com/firefighter-laid-to-rest/
1060068132	20220818	202208	2022	2022.6247	GOV	MINIST						GOV			AUS	AUSTRALIA	AUS								0	012	012	01	1	-0.4	2	1	2	-1.30151843817788	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220825013000	https://www.sbs.com.au/news/article/out-of-control-why-the-greens-are-calling-for-a-nationwide-two-year-rent-freeze/p2kspt5kc
1060068133	20220818	202208	2022	2022.6247	JAMLEG	JAMAICA	JAM					LEG			EDU	SCHOOL						EDU			1	020	020	02	1	3.0	2	1	2	1.15606936416185	1	Jamaica	JM	JM		18.25	-77.5	JM	1	Jamaica	JM	JM		18.25	-77.5	JM	1	Jamaica	JM	JM		18.25	-77.5	JM	20220825013000	https://jamaica.loopnews.com/content/williams-agrees-oppositions-call-school-facility-upgrading
1060068134	20220818	202208	2022	2022.6247	LEG	SENATOR						LEG			EDU	SCHOOL						EDU			1	020	020	02	1	3.0	8	1	8	1.15606936416185	1	Jamaica	JM	JM		18.25	-77.5	JM	1	Jamaica	JM	JM		18.25	-77.5	JM	1	Jamaica	JM	JM		18.25	-77.5	JM	20220825013000	https://jamaica.loopnews.com/content/williams-agrees-oppositions-call-school-facility-upgrading
