1060136004	20210825	202108	2021	2021.6438	BUS	BANK						BUS													1	071	071	07	2	7.4	5	1	5	2.03488372093023	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220825121500	https://www.dealstreetasia.com/stories/mitsubishis-se-asia-focused-pe-firm-aigf-closes-126m-second-fund-305311
1060136005	20210825	202108	2021	2021.6438	BUS	BANK						BUS			SEA	SOUTHEAST ASIA	SEA								1	071	071	07	2	7.4	5	1	5	2.03488372093023	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220825121500	https://www.dealstreetasia.com/stories/mitsubishis-se-asia-focused-pe-firm-aigf-closes-126m-second-fund-305311
1060136006	20210825	202108	2021	2021.6438	GOVAGR	DEPARTMENT OF AGRICULTURE						GOV	AGR		AGR	FARMER						AGR			0	070	070	07	2	7.0	10	1	10	-2.05338809034907	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20220825121500	https://www.dw.com/en/philippines-billions-to-reform-crisis-hit-agriculture/a-62923509
1060136007	20210825	202108	2021	2021.6438	GOVAGR	DEPARTMENT OF AGRICULTURE						GOV	AGR		AGR	FARMER						AGR			0	130	130	13	3	-4.4	10	1	10	-2.05338809034907	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20220825121500	https://www.dw.com/en/philippines-billions-to-reform-crisis-hit-agriculture/a-62923509
1060136008	20210825	202108	2021	2021.6438	MNCKOR	SAMSUNG	KOR					MNC													1	020	020	02	1	3.0	10	1	10	0.91185410334347	1	South Korea	KS	KS		37	127.5	KS	0								1	South Korea	KS	KS		37	127.5	KS	20220825121500	https://decrypt.co/108211/samsung-slates-crypto-exchange-launch-south-korea-2023-report
1060136009	20210825	202108	2021	2021.6438	MNCKOR	SAMSUNG	KOR					MNC													1	045	045	04	1	5.0	10	1	10	0.91185410334347	1	South Korea	KS	KS		37	127.5	KS	0								1	South Korea	KS	KS		37	127.5	KS	20220825121500	https://decrypt.co/108211/samsung-slates-crypto-exchange-launch-south-korea-2023-report
1060136010	20210825	202108	2021	2021.6438	TWN	TAIWANESE	TWN								GOVMED	CABINET						GOV	MED		1	010	010	01	1	0.0	1	1	1	-1.13960113960114	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825121500	https://www.presstv.ir/Detail/2022/08/25/688007/Taiwan-announces-plans-for-record-military-budget
1060136011	20210825	202108	2021	2021.6438	TWN	TAIWANESE	TWN								GOVMED	CABINET						GOV	MED		1	010	010	01	1	0.0	1	1	1	-1.13960113960114	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Canada	CA	CA		60	-96	CA	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825121500	https://www.presstv.ir/Detail/2022/08/25/688007/Taiwan-announces-plans-for-record-military-budget
1060136012	20210825	202108	2021	2021.6438	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	1	1	1	-0.196850393700787	3	West Point, Georgia, United States	US	USGA	GA285	32.8779	-85.1833	333394	0								3	West Point, Georgia, United States	US	USGA		32.8779	-85.1833	333394	20220825121500	https://www.northwestgeorgianews.com/catoosa_walker_news/news/ev-industry-future-in-georgia-looks-bright/article_d65583ba-2469-11ed-b34b-0b6f6a1ccf02.html
1060136013	20210825	202108	2021	2021.6438	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	1	1	1	-0.196850393700787	3	West Point, Georgia, United States	US	USGA	GA285	32.8779	-85.1833	333394	0								3	Fort Valley, Georgia, United States	US	USGA		32.5538	-83.8874	355881	20220825121500	https://www.northwestgeorgianews.com/catoosa_walker_news/news/ev-industry-future-in-georgia-looks-bright/article_d65583ba-2469-11ed-b34b-0b6f6a1ccf02.html
1060136014	20220726	202207	2022	2022.5644	EDU	UNIVERSITY						EDU			GOV	PRESIDENT						GOV			1	051	051	05	1	3.4	10	1	10	-1.06382978723404	3	Faulkner University, Alabama, United States	US	USAL	AL101	32.3629	-86.2702	151657	3	Faulkner University, Alabama, United States	US	USAL		32.3629	-86.2702	151657	3	Faulkner University, Alabama, United States	US	USAL		32.3629	-86.2702	151657	20220825121500	https://www.arkansasonline.com/news/2022/aug/25/harding-university-to-celebrate-the-inauguration/
1060136015	20220726	202207	2022	2022.5644	USA	RHODE ISLAND	USA																		0	081	081	08	2	5.0	4	1	4	0.32840722495895	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220825121500	https://www.arkansasonline.com/news/2022/aug/25/in-michigan-study-young-adults-using-pot-at/
1060136016	20220726	202207	2022	2022.5644	USA	RHODE ISLAND	USA																		0	081	081	08	2	5.0	1	1	1	0.32840722495895	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220825121500	https://www.arkansasonline.com/news/2022/aug/25/in-michigan-study-young-adults-using-pot-at/
1060136017	20220818	202208	2022	2022.6247	EDU	PROFESSOR						EDU			CHRPRO230EDU	METHODIST				CHR	PRO	EDU			1	010	010	01	1	0.0	2	1	2	-2.95275590551182	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220825121500	https://en.mercopress.com/2022/08/25/dinosaur-footprints-unearthed-as-texas-river-dries-up
1060136018	20220818	202208	2022	2022.6247	JUD	FEDERAL JUDGE						JUD													1	080	080	08	2	5.0	10	1	10	-0.70422535211267	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220825121500	https://www.850wftl.com/its-affidavit-thursday-doj-ordered-to-release-redacted-document-today/
1060136019	20220818	202208	2022	2022.6247	JUD	FEDERAL JUDGE						JUD													1	139	139	13	3	-7.0	10	1	10	-0.70422535211267	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220825121500	https://www.850wftl.com/its-affidavit-thursday-doj-ordered-to-release-redacted-document-today/
1060136020	20220824	202208	2022	2022.6411	CAN	CANADA	CAN								CANGOV	CANADA	CAN					GOV			1	042	042	04	1	1.9	6	1	6	0	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20220825121500	https://www.gx94radio.com/2022/08/25/freeland-visits-sask/
