1060144721	20210825	202108	2021	2021.6438											TWN	TAIWAN	TWN								1	112	112	11	3	-2.0	10	1	10	-0.86206896551724	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825131500	https://www.newsweek.com/taiwan-defense-budget-2023-china-military-threat-1736804
1060144722	20210825	202108	2021	2021.6438	EUR	EUROPEAN	EUR								SAU	RIYADH	SAU								1	060	060	06	2	6.0	2	1	2	3.51351351351351	4	Dammam, Ash Sharqiyah, Saudi Arabia	SA	SA06	25307	26.4344	50.1033	-3091069	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20220825131500	https://kfgo.com/2022/08/25/europes-wizz-air-considering-a-saudi-operating-license/
1060144723	20210825	202108	2021	2021.6438	ISR	ISRAELI	ISR								SYR	SYRIAN	SYR								0	190	190	19	4	-10.0	4	2	4	-3.82538478213743	1	Israel	IS	IS		31.5	34.75	IS	4	Deir Ezzor, Dayr az Zawr, Syria	SY	SY07	26359	35.3359	40.1408	-2541119	4	Deir Ezzor, Dayr az Zawr, Syria	SY	SY07	26359	35.3359	40.1408	-2541119	20220825131500	https://www.rfi.fr/en/middle-east/20220825-who-is-embroiled-in-iran-and-washington-s-east-syria-flareup
1060144724	20210825	202108	2021	2021.6438	SAU	RIYADH	SAU								EUR	EUROPEAN	EUR								1	060	060	06	2	6.0	2	1	2	3.51351351351351	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Dammam, Ash Sharqiyah, Saudi Arabia	SA	SA06	25307	26.4344	50.1033	-3091069	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20220825131500	https://kfgo.com/2022/08/25/europes-wizz-air-considering-a-saudi-operating-license/
1060144725	20220726	202207	2022	2022.5644	GHA	ACCRA	GHA								USA	NEW YORK	USA								1	043	043	04	1	2.8	3	1	3	0	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20220825131500	https://allafrica.com/stories/202208250113.html
1060144726	20220726	202207	2022	2022.5644	USA	NEW YORK	USA								GHA	ACCRA	GHA								1	042	042	04	1	1.9	3	1	3	0	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20220825131500	https://allafrica.com/stories/202208250113.html
1060144727	20220726	202207	2022	2022.5644	USA	NEW YORK	USA								GHA	ACCRA	GHA								1	130	130	13	3	-4.4	3	1	3	0	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20220825131500	https://allafrica.com/stories/202208250113.html
1060144728	20220818	202208	2022	2022.6247	ESP	SEVILLA	ESP								COL	COLOMBIAN	COL								1	138	138	13	3	-7.0	2	1	2	1.58013544018059	4	Andalusia, Spain (general), Spain	SP	SP00	25778	37.6	-4.5	-370724	4	Andalusia, Spain (general), Spain	SP	SP00	25778	37.6	-4.5	-370724	4	Andalusia, Spain (general), Spain	SP	SP00	25778	37.6	-4.5	-370724	20220825131500	https://www.hitc.com/en-gb/2022/08/25/report-rangers-star-wants-exit-despite-ucl-qualification-rivals-are-keen/
1060144729	20220818	202208	2022	2022.6247	MEX	MEXICO	MEX								COL	COLOMBIA	COL								1	138	138	13	3	-7.0	8	1	8	1.58013544018059	4	Andalusia, Spain (general), Spain	SP	SP00	25778	37.6	-4.5	-370724	4	Andalusia, Spain (general), Spain	SP	SP00	25778	37.6	-4.5	-370724	4	Andalusia, Spain (general), Spain	SP	SP00	25778	37.6	-4.5	-370724	20220825131500	https://www.hitc.com/en-gb/2022/08/25/report-rangers-star-wants-exit-despite-ucl-qualification-rivals-are-keen/
1060144730	20220824	202208	2022	2022.6411	CAN	CANADA	CAN																		1	051	051	05	1	3.4	6	1	6	4.81927710843373	1	Ukraine	UP	UP		49	32	UP	0								1	Ukraine	UP	UP		49	32	UP	20220825131500	https://www.swiftcurrentonline.com/articles/ukrainian-independence-day-sparks-thoughts-of-solidarity-and-home
