1060066966	20210825	202108	2021	2021.6438	MIL	ARMY						MIL			USA	UNITED STATES	USA								1	036	036	03	1	4.0	6	1	6	1.04166666666666	2	Alaska, United States	US	USAK		61.385	-152.268	AK	3	Fort Wainwright, Alaska, United States	US	USAK		64.5567	-147.782	2512475	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20220825011500	https://www.stripes.com/theaters/us/2022-08-24/army-arctic-vehicles-alaska-catv-7095936.html
1060066967	20210825	202108	2021	2021.6438	MIL	ARMY						MIL			USA	ALASKA	USA								1	036	036	03	1	4.0	4	1	4	1.04166666666666	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20220825011500	https://www.stripes.com/theaters/us/2022-08-24/army-arctic-vehicles-alaska-catv-7095936.html
1060066968	20210825	202108	2021	2021.6438	USA	UNITED STATES	USA																		1	173	173	17	4	-5.0	2	1	2	-3.21199143468951	3	Berwyn, Illinois, United States	US	USIL	IL031	41.8506	-87.7937	404233	0								3	Berwyn, Illinois, United States	US	USIL	IL031	41.8506	-87.7937	404233	20220825011500	https://www.nwitimes.com/news/local/crime-and-courts/indiana-appeals-court-affirms-convictions-in-hammond-arson-that-killed-1-injured-2/article_d8edffd4-c0d3-5157-ba4f-e5471df2d65e.html
1060066969	20210825	202108	2021	2021.6438	USA	UNITED STATES	USA																		1	190	190	19	4	-10.0	2	1	2	-3.21199143468951	3	Berwyn, Illinois, United States	US	USIL	IL031	41.8506	-87.7937	404233	0								3	Berwyn, Illinois, United States	US	USIL	IL031	41.8506	-87.7937	404233	20220825011500	https://www.nwitimes.com/news/local/crime-and-courts/indiana-appeals-court-affirms-convictions-in-hammond-arson-that-killed-1-injured-2/article_d8edffd4-c0d3-5157-ba4f-e5471df2d65e.html
1060066970	20210825	202108	2021	2021.6438	USA	UNITED STATES	USA								MIL	ARMY						MIL			1	036	036	03	1	4.0	6	1	6	1.04166666666666	3	Fort Wainwright, Alaska, United States	US	USAK	AK090	64.5567	-147.782	2512475	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20220825011500	https://www.stripes.com/theaters/us/2022-08-24/army-arctic-vehicles-alaska-catv-7095936.html
1060066971	20210825	202108	2021	2021.6438	USA	ALASKA	USA								MIL	ARMY						MIL			1	036	036	03	1	4.0	4	1	4	1.04166666666666	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20220825011500	https://www.stripes.com/theaters/us/2022-08-24/army-arctic-vehicles-alaska-catv-7095936.html
1060066972	20220726	202207	2022	2022.5644	ELIMIL	RETIRED						ELI	MIL		USACVL	HERITAGE FOUNDATION	USA					CVL			0	190	190	19	4	-10.0	10	1	10	-1	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20220825011500	https://siouxcityjournal.com/news/state-and-regional/govt-and-politics/military-recruitment-in-nebraska-u-s-is-falling-short-of-goals/article_8eb44be5-86f1-5f0d-a2b0-a38c8d279941.html
1060066973	20220818	202208	2022	2022.6247											MILGOV	NATIONAL GUARD						MIL	GOV		1	046	046	04	1	7.0	10	1	10	0.25839793281653	0								0								0								20220825011500	https://www.gloucestertimes.com/news/rain-gives-firefighters-short-reprieve-at-woodland-acres-brush-fire/article_596d9f4e-23e3-11ed-acad-c3a91ff824ed.html
1060066974	20220818	202208	2022	2022.6247											MNCUSA	STARBUCKS	USA					MNC			1	036	036	03	1	4.0	10	1	10	1.11662531017369	0								3	Boise, Idaho, United States	US	USID	ID001	43.6135	-116.203	400590	3	Boise, Idaho, United States	US	USID	ID001	43.6135	-116.203	400590	20220825011500	https://1035kissfmboise.com/ixp/659/p/does-idaho-care-about-the-pumpkin-spice-latte-ranking-the-states-that-crave-it-most/
1060066975	20220818	202208	2022	2022.6247	COP	POLICE						COP			LEG	LAWMAKER						LEG			0	013	013	01	1	0.4	8	1	8	-5.83864118895966	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20220825011500	https://www.ksdk.com/article/news/politics/illinois-state-police-deleted-clear-and-present-danger-report-suspected-highland-park-mass-shooter/63-946b5216-3e48-4ee7-9364-885d7fdeecc4
