1060120427	20210825	202108	2021	2021.6438	CHN	CHINA	CHN								IGOAFRAFU	THE AU	AFR					IGO			0	057	057	05	1	8.0	10	1	10	3.7567084078712	4	Wenxing, Sichuan, China	CH	CH32	13003	31.3093	106.527	10341804	4	Wenxing, Sichuan, China	CH	CH32	13003	31.3093	106.527	10341804	4	Wenxing, Sichuan, China	CH	CH32	13003	31.3093	106.527	10341804	20220825101500	http://en.people.cn/n3/2022/0825/c90000-10139785.html
1060120428	20210825	202108	2021	2021.6438	EST	ESTONIA	EST																		1	010	010	01	1	0.0	2	1	2	-0.17482517482518	4	Viljandi, Viljandimaa, Estonia	EN	EN20	16132	58.3639	25.59	-2626515	0								4	Viljandi, Viljandimaa, Estonia	EN	EN20	16132	58.3639	25.59	-2626515	20220825101500	https://news.err.ee/1608695023/average-life-expectancy-in-estonia-fell-to-77-2-years-in-2021
1060120429	20210825	202108	2021	2021.6438	HLH	HOSPITAL						HLH			SOM	MOGADISHU	SOM								0	046	046	04	1	7.0	1	1	1	0.492610837438431	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Omdurman, Al Khartum, Sudan	SU	SU29	37069	15.6361	32.4372	-16205	20220825101500	https://menafn.com/1104753938/Idil-Awil-Elmi-ID-Like-To-See-Future-Generations-Free-From-Mental-Problems
1060120430	20210825	202108	2021	2021.6438	IGOAFRAFU	THE AU	AFR					IGO			CHN	CHINA	CHN								0	057	057	05	1	8.0	10	1	10	3.7567084078712	4	Wenxing, Sichuan, China	CH	CH32	13003	31.3093	106.527	10341804	4	Wenxing, Sichuan, China	CH	CH32	13003	31.3093	106.527	10341804	4	Wenxing, Sichuan, China	CH	CH32	13003	31.3093	106.527	10341804	20220825101500	http://en.people.cn/n3/2022/0825/c90000-10139785.html
1060120431	20210825	202108	2021	2021.6438	SOM	MOGADISHU	SOM								HLH	HOSPITAL						HLH			0	046	046	04	1	7.0	1	1	1	0.492610837438431	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Omdurman, Al Khartum, Sudan	SU	SU29	37069	15.6361	32.4372	-16205	20220825101500	https://menafn.com/1104753938/Idil-Awil-Elmi-ID-Like-To-See-Future-Generations-Free-From-Mental-Problems
1060120432	20220726	202207	2022	2022.5644	COP	PRISON						COP													0	173	173	17	4	-5.0	5	1	5	-11.8210862619808	4	Nador, Oriental, Morocco	MO	MO54	21819	35.174	-2.92866	-40363	0								4	Nador, Oriental, Morocco	MO	MO54	21819	35.174	-2.92866	-40363	20220825101500	https://www.infomigrants.net/en/post/42698/morocco-13-migrants-sentenced-for-melilla-border-crossing-attempt
1060120433	20220726	202207	2022	2022.5644	CVL	MIGRANT						CVL			COP	PRISON						COP			0	173	173	17	4	-5.0	5	1	5	-11.8210862619808	4	Nador, Oriental, Morocco	MO	MO54	21819	35.174	-2.92866	-40363	4	Nador, Oriental, Morocco	MO	MO54	21819	35.174	-2.92866	-40363	4	Nador, Oriental, Morocco	MO	MO54	21819	35.174	-2.92866	-40363	20220825101500	https://www.infomigrants.net/en/post/42698/morocco-13-migrants-sentenced-for-melilla-border-crossing-attempt
1060120434	20220818	202208	2022	2022.6247											CHELEG	BASEL	CHE					LEG			0	040	040	04	1	1.0	2	1	2	0.0896860986546999	0								4	Karlsruhe, Baden-Wüberg, Germany	GM	GM01	16554	49.0047	8.38583	-1803994	4	Karlsruhe, Baden-Wüberg, Germany	GM	GM01	16554	49.0047	8.38583	-1803994	20220825101500	https://blogs.timesofisrael.com/125-years-after-the-first-zionist-congress/
1060120435	20220818	202208	2022	2022.6247											CHR101	WORLD COUNCIL OF CHURCHES				CHR					0	036	036	03	1	4.0	2	1	2	0.0896860986546999	0								4	Karlsruhe, Baden-Wüberg, Germany	GM	GM01	16554	49.0047	8.38583	-1803994	4	Karlsruhe, Baden-Wüberg, Germany	GM	GM01	16554	49.0047	8.38583	-1803994	20220825101500	https://blogs.timesofisrael.com/125-years-after-the-first-zionist-congress/
1060120436	20220818	202208	2022	2022.6247	CHELEG	BASEL	CHE					LEG													0	040	040	04	1	1.0	2	1	2	0.0896860986546999	4	Karlsruhe, Baden-Wüberg, Germany	GM	GM01	16554	49.0047	8.38583	-1803994	0								4	Karlsruhe, Baden-Wüberg, Germany	GM	GM01	16554	49.0047	8.38583	-1803994	20220825101500	https://blogs.timesofisrael.com/125-years-after-the-first-zionist-congress/
1060120437	20220818	202208	2022	2022.6247	CHELEG	BASEL	CHE					LEG			DEU	GERMANY	DEU								0	040	040	04	1	1.0	6	1	6	0.0896860986546999	4	Karlsruhe, Baden-Wüberg, Germany	GM	GM01	16554	49.0047	8.38583	-1803994	4	Karlsruhe, Baden-Wüberg, Germany	GM	GM01	16554	49.0047	8.38583	-1803994	4	Karlsruhe, Baden-Wüberg, Germany	GM	GM01	16554	49.0047	8.38583	-1803994	20220825101500	https://blogs.timesofisrael.com/125-years-after-the-first-zionist-congress/
1060120438	20220818	202208	2022	2022.6247	CHR101	WORLD COUNCIL OF CHURCHES				CHR															0	036	036	03	1	4.0	2	1	2	0.0896860986546999	4	Karlsruhe, Baden-Wüberg, Germany	GM	GM01	16554	49.0047	8.38583	-1803994	0								4	Karlsruhe, Baden-Wüberg, Germany	GM	GM01	16554	49.0047	8.38583	-1803994	20220825101500	https://blogs.timesofisrael.com/125-years-after-the-first-zionist-congress/
1060120439	20220818	202208	2022	2022.6247	CHR101	WORLD COUNCIL OF CHURCHES				CHR					DEU	GERMANY	DEU								1	036	036	03	1	4.0	14	1	10	0.0896860986546999	4	Karlsruhe, Baden-Wüberg, Germany	GM	GM01	16554	49.0047	8.38583	-1803994	4	Karlsruhe, Baden-Wüberg, Germany	GM	GM01	16554	49.0047	8.38583	-1803994	4	Karlsruhe, Baden-Wüberg, Germany	GM	GM01	16554	49.0047	8.38583	-1803994	20220825101500	https://blogs.timesofisrael.com/125-years-after-the-first-zionist-congress/
1060120440	20220818	202208	2022	2022.6247	CZE	PRAGUE	CZE								GOV	FOREIGN MINIST						GOV			0	036	036	03	1	4.0	7	1	7	-3.09917355371901	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Nuijamaa, Sydkarelens Forbund, Finland	FI	FI17	16229	60.9667	28.5333	-1379059	4	Nuijamaa, Sydkarelens Forbund, Finland	FI	FI17	16229	60.9667	28.5333	-1379059	20220825101500	https://www.cnsnews.com/article/international/patrick-goodenough/lithuania-suggests-crimea-test-russians-seeking-entry
1060120441	20220818	202208	2022	2022.6247	CZE	PRAGUE	CZE								GOV	FOREIGN MINIST						GOV			0	036	036	03	1	4.0	1	1	1	-3.09917355371901	1	Italy	IT	IT		42.833333	12.833333	IT	1	Lithuania	LH	LH		56	24	LH	1	Germany	GM	GM		51.5	10.5	GM	20220825101500	https://www.cnsnews.com/article/international/patrick-goodenough/lithuania-suggests-crimea-test-russians-seeking-entry
1060120442	20220818	202208	2022	2022.6247	CZE	PRAGUE	CZE								GOV	FOREIGN MINIST						GOV			0	040	040	04	1	1.0	7	1	7	-3.09917355371901	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Nuijamaa, Sydkarelens Forbund, Finland	FI	FI17	16229	60.9667	28.5333	-1379059	4	Nuijamaa, Sydkarelens Forbund, Finland	FI	FI17	16229	60.9667	28.5333	-1379059	20220825101500	https://www.cnsnews.com/article/international/patrick-goodenough/lithuania-suggests-crimea-test-russians-seeking-entry
