1060153497	20210825	202108	2021	2021.6438	BUS	COMPANY						BUS			MNCCHEHLH	NOVARTIS	CHE					MNC	HLH		0	090	090	09	2	-2.0	4	1	4	1.36054421768707	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220825143000	https://www.marketwatch.com/articles/novartis-sandoz-spinoff-generics-51661436398
1060153498	20210825	202108	2021	2021.6438	ISR	ISRAEL	ISR																		1	070	070	07	2	7.0	10	1	10	3.08098591549296	4	Beit Shemesh, Yerushalayim, Israel	IS	IS06	18315	31.7496	34.9888	-779468	0								4	Beit Shemesh, Yerushalayim, Israel	IS	IS06	18315	31.7496	34.9888	-779468	20220825143000	https://jewishlink.news/world-us/53184-nefesh-b-nefesh-meets-major-milestones
1060153499	20220818	202208	2022	2022.6247	USA	CHICAGO	USA																		1	030	030	03	1	4.0	10	1	10	2.85285285285285	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20220825143000	https://www.smartcitiesdive.com/news/chicago-renewable-energy-city-facilities-commitment-2025/629768/
1060153500	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	036	036	03	1	4.0	10	1	10	0.678733031674208	3	Sandy Hook, New Jersey, United States	US	USNJ	NJ025	40.4432	-73.9899	882562	0								3	Sandy Hook, New Jersey, United States	US	USNJ		40.4432	-73.9899	882562	20220825143000	https://www.corkindependent.com/2022/08/25/we-crane-we-saw-we-conquered/
1060153501	20220825	202208	2022	2022.6438											AFG	AFGHANISTAN	AFG								0	042	042	04	1	1.9	1	1	1	-4.51075641915336	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220825143000	https://www.middleeasteye.net/opinion/iran-afghanistan-taliban-problem-not-opportunity
1060153502	20220825	202208	2022	2022.6438											AFG	AFGHANISTAN	AFG								0	042	042	04	1	1.9	1	1	1	-4.51075641915336	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220825143000	https://www.middleeasteye.net/opinion/iran-afghanistan-taliban-problem-not-opportunity
1060153503	20220825	202208	2022	2022.6438											AUS	AUSTRALIA	AUS								0	042	042	04	1	1.9	10	1	10	4.00696864111499	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20220825143000	https://www.thesun.co.uk/fabulous/5010025/princess-diana-engagement-ring-jewellery/
1060153504	20220825	202208	2022	2022.6438											AUS	EYRE	AUS								0	043	043	04	1	2.8	3	1	3	5.91647331786543	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220825143000	https://www.leaderlive.co.uk/news/20757619.flintshire-gcses/
1060153505	20220825	202208	2022	2022.6438											BUS	BANK						BUS			0	020	020	02	1	3.0	10	1	10	-0.98814229249012	0								5	Cambridgeshire, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.3333	0.083333	-2591659	5	Cambridgeshire, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.3333	0.083333	-2591659	20220825143000	https://www.elystandard.co.uk/news/woman-reacts-after-field-fire-metres-from-home-9233940
1060153506	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			0	040	040	04	1	1.0	10	1	10	4.46153846153847	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20220825143000	https://apnews.com/press-release/globe-newswire/berlin-italy-8adc1e6fa459f3b8ff632e33215e96e8
1060153507	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			1	042	042	04	1	1.9	8	1	8	0.45801526717557	0								3	Oakland, California, United States	US	USCA	CA001	37.8044	-122.271	277566	3	Oakland, California, United States	US	USCA	CA001	37.8044	-122.271	277566	20220825143000	https://sfbaytimes.com/whats-in-a-name/
1060153508	20220825	202208	2022	2022.6438											BUS	COMPANY						BUS			1	042	042	04	1	1.9	2	1	2	0.45801526717557	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220825143000	https://sfbaytimes.com/whats-in-a-name/
1060153509	20220825	202208	2022	2022.6438											BUS	INVESTOR						BUS			1	046	046	04	1	7.0	10	1	10	2.74314214463841	0								4	Higo, Chihuahua, Mexico	MX	MX06	19718	27.6333	-105.267	-1663924	4	Higo, Chihuahua, Mexico	MX	MX06	19718	27.6333	-105.267	-1663924	20220825143000	https://www.crowdfundinsider.com/2022/08/195146-citi-ventures-invests-in-latin-american-open-finance-platform-belvo/
