1060203639	20210825	202108	2021	2021.6438	CVL	POPULATION						CVL													0	120	120	12	3	-4.0	8	1	8	0.62111801242236	3	Wyndmere, North Dakota, United States	US	USND	ND077	46.2666	-97.1323	1035254	0								3	Wyndmere, North Dakota, United States	US	USND	ND077	46.2666	-97.1323	1035254	20220825210000	https://www.wahpetondailynews.com/news_monitor/news/fairmounts-new-group/article_ad67a53a-24a7-11ed-8f6d-53eff95e734e.html
1060203640	20210825	202108	2021	2021.6438	CVL	POPULATION						CVL													0	120	120	12	3	-4.0	2	1	2	0.62111801242236	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	0								2	North Dakota, United States	US	USND		47.5362	-99.793	ND	20220825210000	https://www.wahpetondailynews.com/news_monitor/news/fairmounts-new-group/article_ad67a53a-24a7-11ed-8f6d-53eff95e734e.html
1060203641	20210825	202108	2021	2021.6438	GOV	ADMINISTRATION						GOV													1	0311	031	03	1	5.2	10	1	10	-1.23152709359606	3	Freeport, Texas, United States	US	USTX	TX039	28.9541	-95.3597	1357720	0								3	Freeport, Texas, United States	US	USTX	TX039	28.9541	-95.3597	1357720	20220825210000	https://www.workboat.com/viewpoints/u-s-is-gassing-up-europe
1060203642	20210825	202108	2021	2021.6438	GOV	ADMINISTRATION						GOV													1	061	061	06	2	6.4	10	1	10	-1.23152709359606	3	Freeport, Texas, United States	US	USTX	TX039	28.9541	-95.3597	1357720	0								3	Freeport, Texas, United States	US	USTX	TX039	28.9541	-95.3597	1357720	20220825210000	https://www.workboat.com/viewpoints/u-s-is-gassing-up-europe
1060203643	20210825	202108	2021	2021.6438	GOV	PRESIDENT						GOV			USA	MINNESOTA	USA								1	042	042	04	1	1.9	5	1	5	0.16181229773463	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220825210000	https://minnesotareformer.com/briefs/buttigieg-on-the-bus-and-at-the-fair/
1060203644	20210825	202108	2021	2021.6438	LEG	LAWMAKER						LEG													0	129	129	12	3	-5.0	6	1	6	-5.72792362768497	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	0								2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20220825210000	https://www.advocate.com/law/2022/8/25/arkansas-transgender-kids-can-continue-receiving-health-care-court
1060203645	20210825	202108	2021	2021.6438	LEG	LAWMAKER						LEG			USA	UNITED STATES	USA								0	129	129	12	3	-5.0	4	1	4	-5.72792362768497	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20220825210000	https://www.advocate.com/law/2022/8/25/arkansas-transgender-kids-can-continue-receiving-health-care-court
1060203646	20210825	202108	2021	2021.6438	MIL	MILITARY						MIL			BGD	BANGLADESH	BGD								0	173	173	17	4	-5.0	2	1	2	-7.33590733590734	4	Kutupalong, Chittagong, Bangladesh	BG	BG84	5772	21.219	92.1643	9254874	4	Kutupalong, Chittagong, Bangladesh	BG	BG84	5772	21.219	92.1643	9254874	4	Kutupalong, Chittagong, Bangladesh	BG	BG84	5772	21.219	92.1643	9254874	20220825210000	https://www.presstv.ir/Detail/2022/08/25/688028/Myanmar-Bangladesh-Rakhine
1060203647	20210825	202108	2021	2021.6438	MIL	MILITARY						MIL			GOV	GOVERNMENT						GOV			0	173	173	17	4	-5.0	3	1	3	-7.33590733590734	4	Kutupalong, Chittagong, Bangladesh	BG	BG84	5772	21.219	92.1643	9254874	4	Kutupalong, Chittagong, Bangladesh	BG	BG84	5772	21.219	92.1643	9254874	4	Kutupalong, Chittagong, Bangladesh	BG	BG84	5772	21.219	92.1643	9254874	20220825210000	https://www.presstv.ir/Detail/2022/08/25/688028/Myanmar-Bangladesh-Rakhine
1060203648	20210825	202108	2021	2021.6438	USA	TENNESSEE	USA																		1	128	128	12	3	-5.0	2	1	2	-6.31067961165049	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220825210000	https://www.wusa9.com/article/news/national/capitol-riots/proud-boy-who-came-face-to-face-with-sen-schumer-during-riot-should-serve-5-years-behind-bars-doj-says-joshua-pruitt-enrique-tarrio/65-a8a22d8f-9dc7-4f50-b751-f82ac3e1cf2c
1060203649	20210825	202108	2021	2021.6438	USA	TENNESSEE	USA																		1	128	128	12	3	-5.0	3	1	3	-6.31067961165049	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20220825210000	https://www.wusa9.com/article/news/national/capitol-riots/proud-boy-who-came-face-to-face-with-sen-schumer-during-riot-should-serve-5-years-behind-bars-doj-says-joshua-pruitt-enrique-tarrio/65-a8a22d8f-9dc7-4f50-b751-f82ac3e1cf2c
1060203650	20210825	202108	2021	2021.6438	USA	MINNESOTA	USA								GOV	PRESIDENT						GOV			1	043	043	04	1	2.8	5	1	5	0.16181229773463	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220825210000	https://minnesotareformer.com/briefs/buttigieg-on-the-bus-and-at-the-fair/
1060203651	20220726	202207	2022	2022.5644											JUD	PROSECUTOR						JUD			1	015	015	01	1	0.0	12	3	12	-10.3053435114504	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20220825210000	https://www.chron.com/news/article/Chauvin-moved-to-Arizona-federal-pen-in-George-17398512.php
1060203652	20220726	202207	2022	2022.5644											JUD	PROSECUTOR						JUD			1	015	015	01	1	0.0	36	6	36	-9.98845138631983	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20220825210000	http://www.msn.com/en-us/news/crime/chauvin-moved-to-arizona-federal-pen-in-george-floyd-killing/ar-AA116f9o
1060203653	20220726	202207	2022	2022.5644	COP	PRISON						COP			USA	UNITED STATES	USA								1	010	010	01	1	0.0	6	3	6	-9.67155926118926	3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	20220825210000	http://www.msn.com/en-us/news/crime/chauvin-moved-to-arizona-federal-pen-in-george-floyd-killing/ar-AA116f9o
1060203654	20220726	202207	2022	2022.5644	COP	PRISON						COP			USA	UNITED STATES	USA								1	010	010	01	1	0.0	6	3	6	-9.67155926118926	3	Tucson, Arizona, United States	US	USAZ	AZ019	32.2217	-110.926	43534	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220825210000	http://www.msn.com/en-us/news/crime/chauvin-moved-to-arizona-federal-pen-in-george-floyd-killing/ar-AA116f9o
1060203655	20220726	202207	2022	2022.5644	JUD	DISTRICT COURT						JUD			USA	UNITED STATES	USA								1	112	112	11	3	-2.0	12	3	12	-9.67155926118926	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220825210000	http://www.msn.com/en-us/news/crime/chauvin-moved-to-arizona-federal-pen-in-george-floyd-killing/ar-AA116f9o
1060203656	20220726	202207	2022	2022.5644	JUD	DISTRICT COURT						JUD			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	12	3	12	-9.67155926118926	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220825210000	http://www.msn.com/en-us/news/crime/chauvin-moved-to-arizona-federal-pen-in-george-floyd-killing/ar-AA116f9o
1060203657	20220726	202207	2022	2022.5644	USA	UNITED STATES	USA								JUD	PROSECUTOR						JUD			1	015	015	01	1	0.0	12	3	12	-9.67155926118926	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220825210000	http://www.msn.com/en-us/news/crime/chauvin-moved-to-arizona-federal-pen-in-george-floyd-killing/ar-AA116f9o
