1060197510	20210825	202108	2021	2021.6438	ITA	ITALY	ITA																		0	172	172	17	4	-5.0	4	1	4	-8.37887067395264	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20220825200000	https://www.forbes.com/sites/joewalsh/2022/08/25/marjorie-taylor-greene-faces-second-swatting-incident-this-week/
1060197511	20210825	202108	2021	2021.6438	LEG	CONGRESS						LEG													0	051	051	05	1	3.4	6	1	6	-8.37887067395264	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20220825200000	https://www.forbes.com/sites/joewalsh/2022/08/25/marjorie-taylor-greene-faces-second-swatting-incident-this-week/
1060197512	20210825	202108	2021	2021.6438	LEG	CONGRESS						LEG													0	172	172	17	4	-5.0	6	1	6	-8.37887067395264	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20220825200000	https://www.forbes.com/sites/joewalsh/2022/08/25/marjorie-taylor-greene-faces-second-swatting-incident-this-week/
1060197513	20210825	202108	2021	2021.6438	USA	UNITED STATES	USA																		0	129	129	12	3	-5.0	12	3	12	-5.39419087136929	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20220825200000	https://www.mrt.com/news/article/Court-Arkansas-can-t-ban-treatment-of-17397732.php
1060197514	20220726	202207	2022	2022.5644	GOV	PRINCE						GOV			USA	VIRGINIA	USA								1	073	073	07	2	7.4	6	1	6	4.49826989619377	3	Sussex, Virginia, United States	US	USVA	VA710	36.9171	-76.286	1497172	3	Sussex, Virginia, United States	US	USVA	VA710	36.9171	-76.286	1497172	3	Sussex, Virginia, United States	US	USVA	VA710	36.9171	-76.286	1497172	20220825200000	https://www.bet.com/article/b0jhsq/meghan-markle-prince-harry-rescue-senior-beagle
1060197515	20220726	202207	2022	2022.5644	ITA	ITALIAN	ITA																		0	0874	087	08	2	10.0	7	1	7	3.81760339342524	4	Civitavecchia, Lazio, Italy	IT	IT07	18350	42.1	11.8	-115666	0								4	Civitavecchia, Lazio, Italy	IT	IT07	18350	42.1	11.8	-115666	20220825200000	https://www.dailymail.co.uk/tvshowbiz/article-11146557/Newlywed-Kelly-Brook-dons-red-gingham-dress-races-rain-Heart-FM.html
1060197516	20220726	202207	2022	2022.5644	MED	WEBSITE						MED													0	013	013	01	1	0.4	5	1	5	4.8951048951049	2	Montana, United States	US	USMT		46.9048	-110.326	MT	0								2	Montana, United States	US	USMT		46.9048	-110.326	MT	20220825200000	https://www.havredailynews.com/story/2022/08/25/local/hometown-plaza-offers-venue-for-work-of-local-artists/539375.html
1060197517	20220726	202207	2022	2022.5644	USA	UNITED STATES	USA								GOV	PRINCE						GOV			1	073	073	07	2	7.4	1	1	1	4.49826989619377	3	Sussex, Virginia, United States	US	USVA	VA710	36.9171	-76.286	1497172	3	Sussex, Virginia, United States	US	USVA	VA710	36.9171	-76.286	1497172	3	Sussex, Virginia, United States	US	USVA	VA710	36.9171	-76.286	1497172	20220825200000	https://www.bet.com/article/b0jhsq/meghan-markle-prince-harry-rescue-senior-beagle
1060197518	20220818	202208	2022	2022.6247											BUS	BUSINESS						BUS			0	042	042	04	1	1.9	1	1	1	-1.40845070422535	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	3	Linn County, Iowa, United States	US	USIA		42.0667	-91.6002	465245	20220825200000	https://www.desmoinesregister.com/story/news/health/2022/08/25/hundreds-more-iowans-vaccinated-against-monkeypox-iowa-symptoms/7878321001/
1060197519	20220818	202208	2022	2022.6247											USAGOV	US AMBASSADOR	USA					GOV			0	042	042	04	1	1.9	6	2	6	0.76628352490422	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20220825200000	https://www.theage.com.au/business/companies/is-richard-goyder-the-busiest-chairman-in-australia-right-now-20220825-p5bcpj.html
1060197520	20220818	202208	2022	2022.6247	AUS	AUSTRALIA	AUS								USAGOV	US AMBASSADOR	USA					GOV			0	042	042	04	1	1.9	4	2	4	0.76628352490422	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20220825200000	https://www.theage.com.au/business/companies/is-richard-goyder-the-busiest-chairman-in-australia-right-now-20220825-p5bcpj.html
1060197521	20220818	202208	2022	2022.6247	AUSGOV	PENNY WONG	AUS					GOV			TMP	EAST TIMOR	TMP								1	036	036	03	1	4.0	20	2	20	0.76628352490422	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20220825200000	https://www.theage.com.au/business/companies/is-richard-goyder-the-busiest-chairman-in-australia-right-now-20220825-p5bcpj.html
1060197522	20220818	202208	2022	2022.6247	BUS	BUSINESS						BUS													0	043	043	04	1	2.8	1	1	1	-1.40845070422535	3	Linn County, Iowa, United States	US	USIA	IA113	42.0667	-91.6002	465245	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20220825200000	https://www.desmoinesregister.com/story/news/health/2022/08/25/hundreds-more-iowans-vaccinated-against-monkeypox-iowa-symptoms/7878321001/
1060197523	20220818	202208	2022	2022.6247	BUS	BUSINESS						BUS													0	043	043	04	1	2.8	1	1	1	-1.40845070422535	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	0								3	Linn County, Iowa, United States	US	USIA		42.0667	-91.6002	465245	20220825200000	https://www.desmoinesregister.com/story/news/health/2022/08/25/hundreds-more-iowans-vaccinated-against-monkeypox-iowa-symptoms/7878321001/
1060197524	20220818	202208	2022	2022.6247	BUS	BUSINESS						BUS													0	172	172	17	4	-5.0	1	1	1	-1.40845070422535	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	0								3	Linn County, Iowa, United States	US	USIA		42.0667	-91.6002	465245	20220825200000	https://www.desmoinesregister.com/story/news/health/2022/08/25/hundreds-more-iowans-vaccinated-against-monkeypox-iowa-symptoms/7878321001/
1060197525	20220818	202208	2022	2022.6247	CHN	CHINA	CHN								GOV	PREMIER						GOV			1	012	012	01	1	-0.4	4	2	4	-1.51351351351352	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220825200000	https://www.theage.com.au/national/victoria/john-woodman-the-tops-guns-and-a-chinese-wall-keeping-them-apart-20220825-p5bcrq.html
1060197526	20220818	202208	2022	2022.6247	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								1	012	012	01	1	-0.4	4	2	4	-1.51351351351352	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220825200000	https://www.theage.com.au/national/victoria/john-woodman-the-tops-guns-and-a-chinese-wall-keeping-them-apart-20220825-p5bcrq.html
1060197527	20220818	202208	2022	2022.6247	DEU	NUREMBERG	DEU																		0	017	017	01	1	0.0	3	1	3	-1.99764982373678	1	Israel	IS	IS		31.5	34.75	IS	0								1	Israel	IS	IS		31.5	34.75	IS	20220825200000	https://www.powerlineblog.com/archives/2022/08/who-owns-german-history.php
1060197528	20220818	202208	2022	2022.6247	DEU	NUREMBERG	DEU																		0	017	017	01	1	0.0	3	1	3	-1.99764982373678	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220825200000	https://www.powerlineblog.com/archives/2022/08/who-owns-german-history.php
1060197529	20220818	202208	2022	2022.6247	GOV	PREMIER						GOV													1	012	012	01	1	-0.4	12	2	12	-1.51351351351352	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220825200000	https://www.theage.com.au/national/victoria/john-woodman-the-tops-guns-and-a-chinese-wall-keeping-them-apart-20220825-p5bcrq.html
1060197530	20220818	202208	2022	2022.6247	ISR	ISRAEL	ISR								DEU	NUREMBERG	DEU								0	017	017	01	1	0.0	2	1	2	-1.99764982373678	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220825200000	https://www.powerlineblog.com/archives/2022/08/who-owns-german-history.php
1060197531	20220818	202208	2022	2022.6247	ISR	ISRAEL	ISR								DEU	NUREMBERG	DEU								0	017	017	01	1	0.0	2	1	2	-1.99764982373678	1	Israel	IS	IS		31.5	34.75	IS	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220825200000	https://www.powerlineblog.com/archives/2022/08/who-owns-german-history.php
1060197532	20220818	202208	2022	2022.6247	MEX	MEXICAN	MEX								GOV	AUTHORITIES						GOV			1	061	061	06	2	6.4	3	1	3	-8.08080808080808	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220825200000	https://www.kens5.com/article/news/local/texas/parts-of-texas-overwhelmed-by-migrant-deaths-san-antonio-immigrants-mexico/273-dbe8dc92-2cc3-4df9-b803-cb040e65a704
1060197533	20220818	202208	2022	2022.6247	MEX	MEXICO	MEX								GOV	AUTHORITIES						GOV			1	061	061	06	2	6.4	2	1	2	-8.08080808080808	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220825200000	https://www.kens5.com/article/news/local/texas/parts-of-texas-overwhelmed-by-migrant-deaths-san-antonio-immigrants-mexico/273-dbe8dc92-2cc3-4df9-b803-cb040e65a704
1060197534	20220818	202208	2022	2022.6247	MEX	MEXICAN	MEX								USA	TEXAS	USA								1	192	192	19	4	-9.5	3	1	3	-8.08080808080808	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220825200000	https://www.kens5.com/article/news/local/texas/parts-of-texas-overwhelmed-by-migrant-deaths-san-antonio-immigrants-mexico/273-dbe8dc92-2cc3-4df9-b803-cb040e65a704
1060197535	20220818	202208	2022	2022.6247	USAGOV	US AMBASSADOR	USA					GOV													0	043	043	04	1	2.8	6	2	6	0.76628352490422	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20220825200000	https://www.theage.com.au/business/companies/is-richard-goyder-the-busiest-chairman-in-australia-right-now-20220825-p5bcpj.html
