1060115777	20120827	201208	2012	2012.6493	RUS	RUSSIA	RUS								SEA	SOUTHEAST ASIA	SEA								0	061	061	06	2	6.4	10	1	10	-3.7090909090909	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825093000	https://menafn.com/1104753800/US-Sanctions-Reversing-Russian-Gains-In-SE-Asia
1060115778	20120827	201208	2012	2012.6493	USA	UNITED STATES	USA								BUS	CORPORATION						BUS			0	010	010	01	1	0.0	4	1	4	0.78492935635793	3	Rossford, Ohio, United States	US	USOH	OH173	41.6098	-83.5644	1049137	3	Rossford, Ohio, United States	US	USOH	OH173	41.6098	-83.5644	1049137	3	Rossford, Ohio, United States	US	USOH	OH173	41.6098	-83.5644	1049137	20220825093000	https://www.thenews-messenger.com/story/news/local/2022/08/24/kaptur-bustos-listen-to-farmers/65416009007/
1060115779	20210825	202108	2021	2021.6438											CHRCTH	CATHOLIC				CHR	CTH				1	030	030	03	1	4.0	2	1	2	-1.00558659217878	0								3	Georgetown University, District of Columbia, United States	US	USDC		38.9073	-77.0726	531568	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220825093000	https://lasentinel.net/lag-in-slavery-reparations-from-u-s-jesuits-irks-descendants.html
1060115780	20210825	202108	2021	2021.6438											CHRCTH	CATHOLIC				CHR	CTH				1	030	030	03	1	4.0	3	1	3	-1.00558659217878	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20220825093000	https://lasentinel.net/lag-in-slavery-reparations-from-u-s-jesuits-irks-descendants.html
1060115781	20210825	202108	2021	2021.6438											USA	UNITED STATES	USA								0	084	084	08	2	7.0	1	1	1	-4.96031746031746	0								3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Alameda County, California, United States	US	USCA		37.5999	-121.884	1675839	20220825093000	https://www.dailycal.org/2022/08/24/peoples-park-activist-released-from-detainment-at-santa-rita-county-jail/
1060115782	20210825	202108	2021	2021.6438	AFG	AFGHANISTAN	AFG								COP	POLICE DISTRICT						COP			0	012	012	01	1	-0.4	2	1	2	-0.127388535031847	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220825093000	https://pajhwok.com/2022/08/24/coal-price-62pc-high-in-kabul-now-comparing-to-past-12-month/
1060115783	20210825	202108	2021	2021.6438	CHRCTH454	JESUITS				CHR	CTH				CHRCTH	CATHOLIC				CHR	CTH				1	030	030	03	1	4.0	2	1	2	-1.00558659217878	3	Georgetown University, District of Columbia, United States	US	USDC	DC001	38.9073	-77.0726	531568	3	Georgetown University, District of Columbia, United States	US	USDC		38.9073	-77.0726	531568	3	Georgetown University, District of Columbia, United States	US	USDC		38.9073	-77.0726	531568	20220825093000	https://lasentinel.net/lag-in-slavery-reparations-from-u-s-jesuits-irks-descendants.html
1060115784	20210825	202108	2021	2021.6438	CHRCTH454	JESUITS				CHR	CTH				CHRCTH	CATHOLIC				CHR	CTH				1	030	030	03	1	4.0	3	1	3	-1.00558659217878	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20220825093000	https://lasentinel.net/lag-in-slavery-reparations-from-u-s-jesuits-irks-descendants.html
1060115785	20210825	202108	2021	2021.6438	CVL	VILLAGE						CVL													1	020	020	02	1	3.0	3	1	3	1.48619957537155	4	Ballynacargy, Westmeath, Ireland	EI	EI29	18307	53.5833	-7.53333	-1500637	0								4	Ballynacargy, Westmeath, Ireland	EI	EI29	18307	53.5833	-7.53333	-1500637	20220825093000	https://www.westmeathexaminer.ie/2022/08/25/connaire-says-town-should-use-fleadh-as-springboard-for-new-st-patricks-day-parade/
1060115786	20210825	202108	2021	2021.6438	GOV	MINIST OF ELECTRICITY						GOV			PAK	PAKISTAN	PAK								1	020	020	02	1	3.0	1	1	1	0.347222222222222	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	4	Gwadar, Balochistan, Pakistan	PK	PK02	23616	25.1216	62.3254	-2761961	4	Gwadar, Balochistan, Pakistan	PK	PK02	23616	25.1216	62.3254	-2761961	20220825093000	https://propakistani.pk/2022/08/25/100mw-iran-gwadar-power-project-to-be-completed-by-early-2023/
1060115787	20210825	202108	2021	2021.6438	GOV	MINIST OF ELECTRICITY						GOV			PAK	PAKISTAN	PAK								1	020	020	02	1	3.0	1	1	1	0.347222222222222	4	Gwadar, Balochistan, Pakistan	PK	PK02	23616	25.1216	62.3254	-2761961	4	Gwadar, Balochistan, Pakistan	PK	PK02	23616	25.1216	62.3254	-2761961	4	Gwadar, Balochistan, Pakistan	PK	PK02	23616	25.1216	62.3254	-2761961	20220825093000	https://propakistani.pk/2022/08/25/100mw-iran-gwadar-power-project-to-be-completed-by-early-2023/
1060115788	20210825	202108	2021	2021.6438	IRL	IRELAND	IRL																		1	020	020	02	1	3.0	2	1	2	1.48619957537155	4	Ballynacargy, Westmeath, Ireland	EI	EI29	18307	53.5833	-7.53333	-1500637	0								4	Ballynacargy, Westmeath, Ireland	EI	EI29	18307	53.5833	-7.53333	-1500637	20220825093000	https://www.westmeathexaminer.ie/2022/08/25/connaire-says-town-should-use-fleadh-as-springboard-for-new-st-patricks-day-parade/
1060115789	20210825	202108	2021	2021.6438	JPN	JAPAN	JPN								SYC	SEYCHELLES	SYC								1	060	060	06	2	6.0	10	1	10	2.17391304347826	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220825093000	https://allafrica.com/stories/202208250226.html
1060115790	20210825	202108	2021	2021.6438	USA	UNITED STATES	USA																		0	043	043	04	1	2.8	2	1	2	-4.96031746031746	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	0								3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20220825093000	https://www.dailycal.org/2022/08/24/peoples-park-activist-released-from-detainment-at-santa-rita-county-jail/
1060115791	20210825	202108	2021	2021.6438	USA	UNITED STATES	USA																		0	163	163	16	4	-8.0	3	1	3	-3.6036036036036	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20220825093000	https://lasentinel.net/cal-attorney-general-wants-fda-standards-for-menthol-cigarettes-finalized.html
1060115792	20210825	202108	2021	2021.6438	USA	UNITED STATES	USA								USACVL	UNITED STATES	USA					CVL			0	036	036	03	1	4.0	2	1	2	1.03448275862069	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	3	Berkshire County, Massachusetts, United States	US	USMA		42.3334	-73.2495	606928	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20220825093000	https://lasentinel.net/statue-honors-once-enslaved-woman-who-won-freedom.html
1060115793	20210825	202108	2021	2021.6438	USA	UNITED STATES	USA								USACVL	UNITED STATES	USA					CVL			0	042	042	04	1	1.9	2	1	2	1.03448275862069	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20220825093000	https://lasentinel.net/statue-honors-once-enslaved-woman-who-won-freedom.html
1060115794	20210825	202108	2021	2021.6438	USACVL	UNITED STATES	USA					CVL			USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	1.03448275862069	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20220825093000	https://lasentinel.net/statue-honors-once-enslaved-woman-who-won-freedom.html
1060115795	20220726	202207	2022	2022.5644	CHN	SHANGHAI	CHN																		0	111	111	11	3	-2.0	3	1	3	0.97451274362818	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20220825093000	https://vir.com.vn/vietnam-urged-to-stir-up-coffee-competition-95878.html
