1060116812	20210825	202108	2021	2021.6438	GOV	MINISTRY						GOV			EDU	COLLEGE						EDU			0	010	010	01	1	0.0	3	1	3	-1.81488203266788	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20220825094500	https://www.newstribune.com/news/2022/aug/25/new-voter-id-law-faces-lawsuit-claiming-its/
1060116813	20210825	202108	2021	2021.6438	SLBGOV	SOLOMON ISLAND	SLB					GOV			LEG	PARLIAMENT						LEG			1	010	010	01	1	0.0	2	1	2	0	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20220825094500	https://www.thestandard.com.hk/breaking-news/section/3/193911/Distribution-of-Chinese-funds-by-Solomon-Islands-PM-raises-questions&nbsp
1060116814	20210825	202108	2021	2021.6438	SLBGOV	SOLOMON ISLAND	SLB					GOV			LEG	PARLIAMENT						LEG			1	111	111	11	3	-2.0	3	1	3	0	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220825094500	https://www.thestandard.com.hk/breaking-news/section/3/193911/Distribution-of-Chinese-funds-by-Solomon-Islands-PM-raises-questions&nbsp
1060116815	20210825	202108	2021	2021.6438	TWN	TAIPEI	TWN																		1	0334	033	03	1	6.0	10	1	10	-1.91082802547771	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220825094500	https://news.topwirenews.com/2022/08/25/taiwan-announces-plans-for-record-breaking-defense-budget-after-china-drills/
1060116816	20220726	202207	2022	2022.5644											BUS	COMPANY						BUS			0	013	013	01	1	0.4	10	1	10	-1.86522262334537	0								4	Tha Toom, Surin, Thailand	TH	TH29	27102	15.3195	103.675	-3256387	4	Tha Toom, Surin, Thailand	TH	TH29	27102	15.3195	103.675	-3256387	20220825094500	https://www.ryt9.com/en/trsn/260909
1060116817	20220726	202207	2022	2022.5644	AFRBUS	AFRICA	AFR					BUS			JPNELI	SHINZO ABE	JPN					ELI			0	186	186	18	4	-10.0	5	1	5	-0.33783783783784	1	China	CH	CH		35	105	CH	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220825094500	https://www.enca.com/analysis/japan-seeks-sustainable-world-africa-aid-forum
1060116818	20220726	202207	2022	2022.5644	AGR	FARMER						AGR													1	017	017	01	1	0.0	10	1	10	-1.25	0								0								0								20220825094500	https://www.itv.com/news/central/2022-08-25/farmers-coffin-taken-on-tractor-to-see-cows-one-last-time-in-touching-tribute
1060116819	20220726	202207	2022	2022.5644	BUS	BUSINESS						BUS			GOV	GOVERNMENT						GOV			1	043	043	04	1	2.8	10	1	10	6.07142857142857	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20220825094500	https://gulfbusiness.com/your-guide-to-the-uaes-new-visa-reforms-starting-from-september/
1060116820	20220726	202207	2022	2022.5644	CVL	TOURIST						CVL			GOV	GOVERNMENT						GOV			1	043	043	04	1	2.8	10	1	10	6.07142857142857	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20220825094500	https://gulfbusiness.com/your-guide-to-the-uaes-new-visa-reforms-starting-from-september/
1060116821	20220726	202207	2022	2022.5644	GOV	GOVERNMENT						GOV			BUS	BUSINESS						BUS			1	042	042	04	1	1.9	10	1	10	6.07142857142857	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20220825094500	https://gulfbusiness.com/your-guide-to-the-uaes-new-visa-reforms-starting-from-september/
1060116822	20220726	202207	2022	2022.5644	GOV	GOVERNMENT						GOV			CVL	TOURIST						CVL			1	042	042	04	1	1.9	10	1	10	6.07142857142857	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20220825094500	https://gulfbusiness.com/your-guide-to-the-uaes-new-visa-reforms-starting-from-september/
1060116823	20220726	202207	2022	2022.5644	JPN	JAPANESE	JPN								GOV	GOVERNMENT						GOV			0	175	175	17	4	-9.0	2	1	2	-9.47098976109218	1	Japan	JA	JA		36	138	JA	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220825094500	https://www.dailymail.co.uk/news/article-11144697/Former-UK-ambassador-Myanmar-arrested-husband-sent-hell-hole-jail.html
1060116824	20220726	202207	2022	2022.5644	JPNCOP	JAPAN	JPN					COP			JPNELI	SHINZO ABE	JPN					ELI			1	193	193	19	4	-10.0	10	1	10	-6.90909090909091	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220825094500	https://www.iwradio.co.uk/news/sky-news/japans-police-chief-to-quit-over-assassination-of-former-pm-shinzo-abe/
1060116825	20220726	202207	2022	2022.5644	USA	DELAWARE	USA																		1	0874	087	08	2	10.0	10	1	10	-2.23831468071099	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20220825094500	https://www.dailymail.co.uk/news/article-11144725/Billionaires-banquet-Elon-Musk-266b-magnate-friend-Larry-Ellison-106B-enjoy-meal-Nobu.html
1060116826	20220818	202208	2022	2022.6247	ALB	ALBANIAN	ALB								GBR	UNITED KINGDOM	GBR								1	030	030	03	1	4.0	5	1	5	-2.84552845528455	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220825094500	https://www.itv.com/news/2022-08-25/albanian-police-could-be-brought-to-uk-in-bid-to-cut-migrant-crossings
1060116827	20220818	202208	2022	2022.6247	ALBGOV	ALBANIA	ALB					GOV			GBR	UNITED KINGDOM	GBR								1	030	030	03	1	4.0	5	1	5	-2.84552845528455	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220825094500	https://www.itv.com/news/2022-08-25/albanian-police-could-be-brought-to-uk-in-bid-to-cut-migrant-crossings
1060116828	20220818	202208	2022	2022.6247	BUS	INVESTOR						BUS			LEG	SENATE						LEG			1	070	070	07	2	7.0	4	1	4	0.36764705882352	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20220825094500	https://www.salemnews.com/news/local_news/super-pac-ads-backing-driscoll-blasted-by-opponent/article_5d14a416-2349-11ed-b21e-af3528f004b8.html
1060116829	20220818	202208	2022	2022.6247	BUS	INVESTOR						BUS			LEG	SENATE						LEG			1	070	070	07	2	7.0	2	1	2	0.36764705882352	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20220825094500	https://www.salemnews.com/news/local_news/super-pac-ads-backing-driscoll-blasted-by-opponent/article_5d14a416-2349-11ed-b21e-af3528f004b8.html
