1060091242	20210825	202108	2021	2021.6438											AUS	AUSTRALIA	AUS								1	025	025	02	1	-0.3	4	1	4	-7.74193548387098	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20220825054500	https://www.skynews.com.au/australia-news/crime/melbournes-eastern-freeway-truck-driver-who-killed-four-police-officers-in-horror-crash-has-jail-sentence-reduced/news-story/a2eb29319ad62ebedf897735c8b2da73
1060091243	20210825	202108	2021	2021.6438	COP	PRISON						COP			MEX	MEXICO	MEX								1	043	043	04	1	2.8	10	1	10	-5.46802594995367	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	1	Mexico	MX	MX		23	-102	MX	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20220825054500	https://www.nbcsandiego.com/tag/smuggling/
1060091244	20210825	202108	2021	2021.6438	MEX	MEXICO	MEX								COP	PRISON						COP			1	042	042	04	1	1.9	10	1	10	-5.46802594995367	1	Mexico	MX	MX		23	-102	MX	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20220825054500	https://www.nbcsandiego.com/tag/smuggling/
1060091245	20210825	202108	2021	2021.6438	NGOCHR	YWCA				CHR		NGO			CRM	CRIMINAL						CRM			1	071	071	07	2	7.4	6	1	6	-4.72854640980736	3	Allen County, Indiana, United States	US	USIN	IN003	41.0706	-85.0144	450402	3	Allen County, Indiana, United States	US	USIN		41.0706	-85.0144	450402	3	Allen County, Indiana, United States	US	USIN		41.0706	-85.0144	450402	20220825054500	https://www.journalgazette.net/opinion/editorials/more-money-for-victims-of-sexual-violence-comes-at-the-right-time/article_7840cf30-23e4-11ed-aecf-679e402a5b9e.html
1060091246	20210825	202108	2021	2021.6438	NGOCHR	YWCA				CHR		NGO			CRM	CRIMINAL						CRM			1	071	071	07	2	7.4	2	1	2	-4.72854640980736	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20220825054500	https://www.journalgazette.net/opinion/editorials/more-money-for-victims-of-sexual-violence-comes-at-the-right-time/article_7840cf30-23e4-11ed-aecf-679e402a5b9e.html
1060091247	20210825	202108	2021	2021.6438	USA	UNITED STATES	USA								CRM	CRIMINAL						CRM			1	071	071	07	2	7.4	2	1	2	-4.72854640980736	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20220825054500	https://www.journalgazette.net/opinion/editorials/more-money-for-victims-of-sexual-violence-comes-at-the-right-time/article_7840cf30-23e4-11ed-aecf-679e402a5b9e.html
1060091248	20210825	202108	2021	2021.6438	USA	SAN DIEGO	USA								MEX	MEXICO	MEX								1	173	173	17	4	-5.0	4	1	4	-5.46802594995367	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	1	Mexico	MX	MX		23	-102	MX	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20220825054500	https://www.nbcsandiego.com/tag/smuggling/
1060091249	20210825	202108	2021	2021.6438	USAJUD	SAN DIEGO	USA					JUD			MEX	MEXICO	MEX								1	173	173	17	4	-5.0	6	1	6	-5.46802594995367	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	1	Mexico	MX	MX		23	-102	MX	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20220825054500	https://www.nbcsandiego.com/tag/smuggling/
1060091250	20220818	202208	2022	2022.6247	CHN	QINGDAO	CHN								CHNGOV	CHINA	CHN					GOV			1	036	036	03	1	4.0	1	1	1	2.87698412698413	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20220825054500	https://www.indianarrative.com/world-news/nepals-foreign-minister-to-seek-deals-outside-bri-during-china-talks-next-week-38743.html
1060091251	20220818	202208	2022	2022.6247	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			1	040	040	04	1	1.0	1	1	1	2.87698412698413	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20220825054500	https://www.indianarrative.com/world-news/nepals-foreign-minister-to-seek-deals-outside-bri-during-china-talks-next-week-38743.html
1060091252	20220818	202208	2022	2022.6247	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			1	040	040	04	1	1.0	1	1	1	2.87698412698413	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20220825054500	https://www.indianarrative.com/world-news/nepals-foreign-minister-to-seek-deals-outside-bri-during-china-talks-next-week-38743.html
1060091253	20220818	202208	2022	2022.6247	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			1	042	042	04	1	1.9	2	1	2	2.87698412698413	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20220825054500	https://www.indianarrative.com/world-news/nepals-foreign-minister-to-seek-deals-outside-bri-during-china-talks-next-week-38743.html
1060091254	20220818	202208	2022	2022.6247	CHN	CHINA	CHN								CHNGOV	CHINA	CHN					GOV			1	042	042	04	1	1.9	2	1	2	2.87698412698413	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20220825054500	https://www.indianarrative.com/world-news/nepals-foreign-minister-to-seek-deals-outside-bri-during-china-talks-next-week-38743.html
1060091255	20220818	202208	2022	2022.6247	CHN	QINGDAO	CHN								GOV	FOREIGN MINIST						GOV			1	036	036	03	1	4.0	4	1	4	2.87698412698413	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20220825054500	https://www.indianarrative.com/world-news/nepals-foreign-minister-to-seek-deals-outside-bri-during-china-talks-next-week-38743.html
1060091256	20220818	202208	2022	2022.6247	CHN	QINGDAO	CHN								NPL	NEPAL	NPL								1	036	036	03	1	4.0	3	1	3	2.87698412698413	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20220825054500	https://www.indianarrative.com/world-news/nepals-foreign-minister-to-seek-deals-outside-bri-during-china-talks-next-week-38743.html
1060091257	20220818	202208	2022	2022.6247	CHNGOV	CHINA	CHN					GOV			CHN	QINGDAO	CHN								1	036	036	03	1	4.0	1	1	1	2.87698412698413	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20220825054500	https://www.indianarrative.com/world-news/nepals-foreign-minister-to-seek-deals-outside-bri-during-china-talks-next-week-38743.html
1060091258	20220818	202208	2022	2022.6247	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								1	040	040	04	1	1.0	1	1	1	2.87698412698413	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20220825054500	https://www.indianarrative.com/world-news/nepals-foreign-minister-to-seek-deals-outside-bri-during-china-talks-next-week-38743.html
1060091259	20220818	202208	2022	2022.6247	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								1	040	040	04	1	1.0	1	1	1	2.87698412698413	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20220825054500	https://www.indianarrative.com/world-news/nepals-foreign-minister-to-seek-deals-outside-bri-during-china-talks-next-week-38743.html
1060091260	20220818	202208	2022	2022.6247	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								1	043	043	04	1	2.8	2	1	2	2.87698412698413	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20220825054500	https://www.indianarrative.com/world-news/nepals-foreign-minister-to-seek-deals-outside-bri-during-china-talks-next-week-38743.html
1060091261	20220818	202208	2022	2022.6247	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								1	043	043	04	1	2.8	2	1	2	2.87698412698413	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20220825054500	https://www.indianarrative.com/world-news/nepals-foreign-minister-to-seek-deals-outside-bri-during-china-talks-next-week-38743.html
1060091262	20220818	202208	2022	2022.6247	CHNGOV	CHINESE	CHN					GOV			NPLGOV	NEPAL	NPL					GOV			1	040	040	04	1	1.0	6	1	6	2.87698412698413	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20220825054500	https://www.indianarrative.com/world-news/nepals-foreign-minister-to-seek-deals-outside-bri-during-china-talks-next-week-38743.html
1060091263	20220818	202208	2022	2022.6247	CHNGOV	CHINESE	CHN					GOV			NPLGOV	NEPAL	NPL					GOV			1	042	042	04	1	1.9	6	1	6	2.87698412698413	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20220825054500	https://www.indianarrative.com/world-news/nepals-foreign-minister-to-seek-deals-outside-bri-during-china-talks-next-week-38743.html
