1060202020	20210825	202108	2021	2021.6438	GBR	LONDON	GBR								MED	SPOKESMAN						MED			0	043	043	04	1	2.8	5	1	5	-0.33003300330033	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220825204500	https://www.mirror.co.uk/money/energy-boss-6m-770000-payday-27836218
1060202021	20210825	202108	2021	2021.6438	NGA	NIGERIA	NGA																		0	073	073	07	2	7.4	10	1	10	2.20883534136546	4	Jigawa, Kano, Nigeria	NI	NI29	22847	11.951	7.93842	-2013704	0								4	Jigawa, Kano, Nigeria	NI	NI29	22847	11.951	7.93842	-2013704	20220825204500	https://www.nigerianeye.com/2022/08/atiku-cautions-pdp-leaders-against.html
1060202022	20210825	202108	2021	2021.6438	USA	UNITED STATES	USA								USAJUD	NORTH DAKOTA	USA					JUD			0	010	010	01	1	0.0	1	1	1	-6.56814449917898	3	Marshall County, Minnesota, United States	US	USMN	MN089	48.35	-96.367	659489	3	Marshall County, Minnesota, United States	US	USMN		48.35	-96.367	659489	3	Marshall County, Minnesota, United States	US	USMN		48.35	-96.367	659489	20220825204500	https://www.foxnews.com/us/half-naked-minnesota-lawyer-beat-ex-wife-death-horrified-children-criminal-complaint
1060202023	20210825	202108	2021	2021.6438	USA	UNITED STATES	USA								USAJUD	NORTH DAKOTA	USA					JUD			0	010	010	01	1	0.0	1	1	1	-6.56814449917898	3	Marshall County, Minnesota, United States	US	USMN	MN089	48.35	-96.367	659489	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	3	Mercer County, North Dakota, United States	US	USND		47.35	-101.862	1034233	20220825204500	https://www.foxnews.com/us/half-naked-minnesota-lawyer-beat-ex-wife-death-horrified-children-criminal-complaint
1060202024	20220726	202207	2022	2022.5644	CHN	CHINA	CHN								EDU	SCHOOL						EDU			1	110	110	11	3	-2.0	2	1	2	-2.80592361652377	4	Gang Chen, Henan, China	CH	CH09	13115	32.9575	113.247	10560056	4	Gang Chen, Henan, China	CH	CH09	13115	32.9575	113.247	10560056	4	Gang Chen, Henan, China	CH	CH09	13115	32.9575	113.247	10560056	20220825204500	https://www.nbcnews.com/news/asian-america/mit-professor-wrongfully-accused-spying-china-helps-make-major-discove-rcna44637
1060202025	20220726	202207	2022	2022.5644	CHN	CHINA	CHN								EDU	SCHOOL						EDU			1	1122	112	11	3	-2.0	2	1	2	-2.80592361652377	4	Gang Chen, Henan, China	CH	CH09	13115	32.9575	113.247	10560056	4	Gang Chen, Henan, China	CH	CH09	13115	32.9575	113.247	10560056	4	Gang Chen, Henan, China	CH	CH09	13115	32.9575	113.247	10560056	20220825204500	https://www.nbcnews.com/news/asian-america/mit-professor-wrongfully-accused-spying-china-helps-make-major-discove-rcna44637
1060202026	20220726	202207	2022	2022.5644	CRM	GANG						CRM			EDU	SCHOOL						EDU			1	110	110	11	3	-2.0	5	1	5	-2.80592361652377	4	Gang Chen, Henan, China	CH	CH09	13115	32.9575	113.247	10560056	4	Gang Chen, Henan, China	CH	CH09	13115	32.9575	113.247	10560056	4	Gang Chen, Henan, China	CH	CH09	13115	32.9575	113.247	10560056	20220825204500	https://www.nbcnews.com/news/asian-america/mit-professor-wrongfully-accused-spying-china-helps-make-major-discove-rcna44637
1060202027	20220726	202207	2022	2022.5644	CRM	GANG						CRM			EDU	SCHOOL						EDU			1	1122	112	11	3	-2.0	5	1	5	-2.80592361652377	4	Gang Chen, Henan, China	CH	CH09	13115	32.9575	113.247	10560056	4	Gang Chen, Henan, China	CH	CH09	13115	32.9575	113.247	10560056	4	Gang Chen, Henan, China	CH	CH09	13115	32.9575	113.247	10560056	20220825204500	https://www.nbcnews.com/news/asian-america/mit-professor-wrongfully-accused-spying-china-helps-make-major-discove-rcna44637
1060202028	20220726	202207	2022	2022.5644	GOV	GOVERNMENT						GOV			LEG	PARLIAMENT						LEG			0	010	010	01	1	0.0	2	1	2	-6.61040787623066	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	20220825204500	https://menafn.com/1104757970/HM-Amit-Shah-Calls-For-Meticulous-Ops-To-End-Militancy-In-JK
1060202029	20220726	202207	2022	2022.5644	GOV	GOVERNMENT						GOV			SIK	SIKH				SIK					0	190	190	19	4	-10.0	1	1	1	-6.61040787623066	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20220825204500	https://menafn.com/1104757970/HM-Amit-Shah-Calls-For-Meticulous-Ops-To-End-Militancy-In-JK
1060202030	20220726	202207	2022	2022.5644	IRN	IRAN	IRN								RUS	RUSSIA	RUS								0	060	060	06	2	6.0	6	6	6	-3.85600683266182	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825204500	https://www.nhregister.com/news/article/With-Iranian-drones-Russia-complicates-nuclear-17398458.php
1060202031	20220726	202207	2022	2022.5644	IRN	IRAN	IRN								RUS	RUSSIA	RUS								0	060	060	06	2	6.0	5	5	5	-3.75230413165773	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220825204500	https://www.nhregister.com/news/article/With-Iranian-drones-Russia-complicates-nuclear-17398458.php
1060202032	20220726	202207	2022	2022.5644	IRN	IRAN	IRN								RUS	RUSSIA	RUS								0	060	060	06	2	6.0	1	1	1	-4.37452033768228	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220825204500	http://www.msn.com/en-us/news/world/with-iranian-drones-russia-complicates-nuclear-deal-talks/ar-AA116GOH
1060202033	20220726	202207	2022	2022.5644	IRNGOV	IRAN	IRN					GOV			RUS	RUSSIA	RUS								0	060	060	06	2	6.0	24	6	24	-3.85600683266182	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825204500	https://www.nhregister.com/news/article/With-Iranian-drones-Russia-complicates-nuclear-17398458.php
1060202034	20220726	202207	2022	2022.5644	IRNGOV	IRAN	IRN					GOV			RUS	RUSSIA	RUS								0	060	060	06	2	6.0	5	5	5	-3.75230413165773	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220825204500	https://www.nhregister.com/news/article/With-Iranian-drones-Russia-complicates-nuclear-17398458.php
1060202035	20220726	202207	2022	2022.5644	IRNGOV	IRAN	IRN					GOV			RUS	RUSSIA	RUS								0	060	060	06	2	6.0	1	1	1	-4.37452033768228	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220825204500	http://www.msn.com/en-us/news/world/with-iranian-drones-russia-complicates-nuclear-deal-talks/ar-AA116GOH
1060202036	20220726	202207	2022	2022.5644	JUD	HIGH COURT						JUD													1	090	090	09	2	-2.0	6	1	6	-2.73109243697479	4	Sirsa, Haryana, India	IN	IN10	70238	29.5333	75.0167	-2111553	0								4	Sirsa, Haryana, India	IN	IN10	70238	29.5333	75.0167	-2111553	20220825204500	https://www.thehindu.com/news/cities/Delhi/delhi-hc-refuses-to-stay-agnipath-scheme/article65808944.ece
1060202037	20220726	202207	2022	2022.5644	JUD	SUPREME COURT						JUD			IND	DELHI	IND								1	090	090	09	2	-2.0	2	1	2	-2.73109243697479	4	Sirsa, Haryana, India	IN	IN10	70238	29.5333	75.0167	-2111553	4	Sirsa, Haryana, India	IN	IN10	70238	29.5333	75.0167	-2111553	4	Sirsa, Haryana, India	IN	IN10	70238	29.5333	75.0167	-2111553	20220825204500	https://www.thehindu.com/news/cities/Delhi/delhi-hc-refuses-to-stay-agnipath-scheme/article65808944.ece
1060202038	20220726	202207	2022	2022.5644	JUD	SUPREME COURT						JUD			INDJUD	DELHI	IND					JUD			1	090	090	09	2	-2.0	2	1	2	-2.73109243697479	4	Sirsa, Haryana, India	IN	IN10	70238	29.5333	75.0167	-2111553	4	Sirsa, Haryana, India	IN	IN10	70238	29.5333	75.0167	-2111553	4	Sirsa, Haryana, India	IN	IN10	70238	29.5333	75.0167	-2111553	20220825204500	https://www.thehindu.com/news/cities/Delhi/delhi-hc-refuses-to-stay-agnipath-scheme/article65808944.ece
1060202039	20220726	202207	2022	2022.5644	RUS	RUSSIA	RUS								IRN	IRAN	IRN								0	060	060	06	2	6.0	1	1	1	-4.37452033768228	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220825204500	http://www.msn.com/en-us/news/world/with-iranian-drones-russia-complicates-nuclear-deal-talks/ar-AA116GOH
1060202040	20220726	202207	2022	2022.5644	RUS	RUSSIA	RUS								IRNGOV	IRAN	IRN					GOV			0	060	060	06	2	6.0	24	6	24	-3.85600683266182	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220825204500	https://www.nhregister.com/news/article/With-Iranian-drones-Russia-complicates-nuclear-17398458.php
1060202041	20220726	202207	2022	2022.5644	RUS	RUSSIA	RUS								IRNGOV	IRAN	IRN					GOV			0	060	060	06	2	6.0	5	5	5	-3.75230413165773	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220825204500	https://www.nhregister.com/news/article/With-Iranian-drones-Russia-complicates-nuclear-17398458.php
1060202042	20220726	202207	2022	2022.5644	RUS	RUSSIA	RUS								IRNGOV	IRAN	IRN					GOV			0	060	060	06	2	6.0	1	1	1	-4.37452033768228	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220825204500	http://www.msn.com/en-us/news/world/with-iranian-drones-russia-complicates-nuclear-deal-talks/ar-AA116GOH
1060202043	20220726	202207	2022	2022.5644	UKR	KYIV	UKR								RUS	MOSCOW	RUS								0	112	112	11	3	-2.0	1	1	1	-5.10855683269477	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220825204500	https://news.wttw.com/2022/08/25/explainer-where-ukraine-war-stands-after-6-months
1060202044	20220726	202207	2022	2022.5644	USA	WEST VIRGINIA	USA																		0	120	120	12	3	-4.0	10	1	10	-9.3333333333333	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	0								2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20220825204500	https://www.washingtonpost.com/nation/2022/08/25/abortion-trigger-bans/
1060202045	20220726	202207	2022	2022.5644	USA	UNITED STATES	USA								IRN	IRAN	IRN								0	130	130	13	3	-4.4	24	6	24	-3.85600683266182	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220825204500	https://www.nhregister.com/news/article/With-Iranian-drones-Russia-complicates-nuclear-17398458.php
1060202046	20220726	202207	2022	2022.5644	USA	WEST VIRGINIA	USA								LEG	SENATE						LEG			0	172	172	17	4	-5.0	10	1	10	-9.3333333333333	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20220825204500	https://www.washingtonpost.com/nation/2022/08/25/abortion-trigger-bans/
