1060075515	20210825	202108	2021	2021.6438	ITA	ITALIAN	ITA								ESP	BARCELONA	ESP								0	046	046	04	1	7.0	1	1	1	-3.18302387267905	1	Italy	IT	IT		42.833333	12.833333	IT	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20220825024500	https://www.politico.eu/article/emmanuel-macron-france-heads-to-algeria-amid-strained-ties-with-former-colony/
1060075516	20210825	202108	2021	2021.6438	ITA	ITALIAN	ITA								ESP	BARCELONA	ESP								0	046	046	04	1	7.0	1	1	1	-3.18302387267905	1	Russia	RS	RS		60	100	RS	1	Italy	IT	IT		42.833333	12.833333	IT	4	Algiers, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	20220825024500	https://www.politico.eu/article/emmanuel-macron-france-heads-to-algeria-amid-strained-ties-with-former-colony/
1060075517	20210825	202108	2021	2021.6438	JUD	SUPERIOR COURT						JUD			CVL	SMALL TOWN						CVL			1	115	115	11	3	-2.0	5	1	5	-1.62721893491124	0								0								0								20220825024500	https://journalnow.com/news/local/crime-and-courts/rural-hall-council-member-denies-allegations-she-spread-defamatory-statements-about-former-town-manager/article_ea099822-23bc-11ed-99bf-5b5b99a38c56.html
1060075518	20210825	202108	2021	2021.6438	KEN	KENYA	KEN								CHN	CHINA	CHN								0	020	020	02	1	3.0	5	1	5	-2.32558139534883	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20220825024500	https://www.businessdailyafrica.com/bd/economy/why-china-locked-kenya-out-of-new-debt-relief-deal-3925388
1060075519	20220726	202207	2022	2022.5644	AUSJUD	AUSTRALIA	AUS					JUD			AUS	AUSTRALIA	AUS								1	010	010	01	1	0.0	4	1	4	-8.97097625329812	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20220825024500	https://www.9news.com.au/national/truck-driver-behind-eastern-freeway-crash-mohinder-singh-has-jail-sentence-slashed/c135d14d-5004-4cc7-9341-cb1324680294
1060075520	20220726	202207	2022	2022.5644	JUD	BARRISTER						JUD													1	010	010	01	1	0.0	6	1	6	-8.97097625329812	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20220825024500	https://www.9news.com.au/national/truck-driver-behind-eastern-freeway-crash-mohinder-singh-has-jail-sentence-slashed/c135d14d-5004-4cc7-9341-cb1324680294
1060075521	20220726	202207	2022	2022.5644	PHL	PHILIPPINE	PHL																		1	160	160	16	4	-4.0	2	1	2	-4.26356589147287	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	0								1	Macau	MC	MC		22.157778	113.559722	MC	20220825024500	https://english.chosun.com/site/data/html_dir/2020/02/25/2020022502347.html
1060075522	20220726	202207	2022	2022.5644	PHL	PHILIPPINE	PHL								KOR	INCHEON	KOR								1	160	160	16	4	-4.0	2	1	2	-4.26356589147287	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	1	Macau	MC	MC		22.157778	113.559722	MC	20220825024500	https://english.chosun.com/site/data/html_dir/2020/02/25/2020022502347.html
1060075523	20220726	202207	2022	2022.5644	PHLBUS	PHILIPPINE	PHL					BUS			PHL	MANILA	PHL								1	160	160	16	4	-4.0	6	1	6	-4.26356589147287	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	1	Macau	MC	MC		22.157778	113.559722	MC	20220825024500	https://english.chosun.com/site/data/html_dir/2020/02/25/2020022502347.html
1060075524	20220726	202207	2022	2022.5644	THA	THAI	THA								KOR	INCHEON	KOR								1	160	160	16	4	-4.0	4	1	4	-4.26356589147287	1	Thailand	TH	TH		15	100	TH	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20220825024500	https://english.chosun.com/site/data/html_dir/2020/02/25/2020022502347.html
1060075525	20220726	202207	2022	2022.5644	THA	THAI	THA								VNM	HANOI	VNM								1	160	160	16	4	-4.0	4	1	4	-4.26356589147287	1	Thailand	TH	TH		15	100	TH	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20220825024500	https://english.chosun.com/site/data/html_dir/2020/02/25/2020022502347.html
