1059138030	20210818	202108	2021	2021.6247											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	2	1	2	2.74314214463841	0								4	Mitchells Plain, Western Cape, South Africa	SF	SF11	77317	-34.0534	18.6236	-1260854	4	Mitchells Plain, Western Cape, South Africa	SF	SF11	77317	-34.0534	18.6236	-1260854	20220818113000	https://www.iol.co.za/capeargus/news/book-drive-will-change-the-storyline-for-learners-in-mitchells-plain-9a349e2b-d5dd-4787-a943-6b30267f1885
1059138031	20210818	202108	2021	2021.6247											GOV	AUTHORITIES						GOV			0	040	040	04	1	1.0	5	1	5	-5.70409982174688	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220818113000	https://thedispatch.com/p/iran-targets-diplomats-and-political
1059138032	20210818	202108	2021	2021.6247											MILCVL	MILITARY						MIL	CVL		0	051	051	05	1	3.4	5	1	5	2.52525252525252	0								1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20220818113000	http://www.msn.com/en-us/money/other/bravo-sierra-to-enter-walmart-following-17-million-series-b-round/ar-AA10NnXX
1059138033	20210818	202108	2021	2021.6247											USAGOV	NASA	USA					GOV			1	036	036	03	1	4.0	5	1	5	0.06666666666667	0								3	Southwest Research Institute, Texas, United States	US	USTX		29.4427	-98.6122	1347606	3	Southwest Research Institute, Texas, United States	US	USTX		29.4427	-98.6122	1347606	20220818113000	https://www.dailymail.co.uk/sciencetech/article-11123027/NASA-finds-new-MOON-orbiting-asteroid-480-million-miles-Earth.html
1059138034	20210818	202108	2021	2021.6247	AFR	AFRICA	AFR								EDU	SCHOOL						EDU			1	042	042	04	1	1.9	6	1	6	2.74314214463841	4	Mitchells Plain, Western Cape, South Africa	SF	SF11	77317	-34.0534	18.6236	-1260854	4	Mitchells Plain, Western Cape, South Africa	SF	SF11	77317	-34.0534	18.6236	-1260854	4	Mitchells Plain, Western Cape, South Africa	SF	SF11	77317	-34.0534	18.6236	-1260854	20220818113000	https://www.iol.co.za/capeargus/news/book-drive-will-change-the-storyline-for-learners-in-mitchells-plain-9a349e2b-d5dd-4787-a943-6b30267f1885
1059138035	20210818	202108	2021	2021.6247	EDU	SCHOOL						EDU													1	043	043	04	1	2.8	2	1	2	2.74314214463841	4	Mitchells Plain, Western Cape, South Africa	SF	SF11	77317	-34.0534	18.6236	-1260854	0								4	Mitchells Plain, Western Cape, South Africa	SF	SF11	77317	-34.0534	18.6236	-1260854	20220818113000	https://www.iol.co.za/capeargus/news/book-drive-will-change-the-storyline-for-learners-in-mitchells-plain-9a349e2b-d5dd-4787-a943-6b30267f1885
1059138036	20210818	202108	2021	2021.6247	EDU	SCHOOL						EDU			AFR	AFRICA	AFR								1	043	043	04	1	2.8	6	1	6	2.74314214463841	4	Mitchells Plain, Western Cape, South Africa	SF	SF11	77317	-34.0534	18.6236	-1260854	4	Mitchells Plain, Western Cape, South Africa	SF	SF11	77317	-34.0534	18.6236	-1260854	4	Mitchells Plain, Western Cape, South Africa	SF	SF11	77317	-34.0534	18.6236	-1260854	20220818113000	https://www.iol.co.za/capeargus/news/book-drive-will-change-the-storyline-for-learners-in-mitchells-plain-9a349e2b-d5dd-4787-a943-6b30267f1885
1059138037	20210818	202108	2021	2021.6247	GOV	AUTHORITIES						GOV													0	040	040	04	1	1.0	5	1	5	-5.70409982174688	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220818113000	https://thedispatch.com/p/iran-targets-diplomats-and-political
1059138038	20210818	202108	2021	2021.6247	IRN	IRANIAN	IRN								IRNSPY	IRAN	IRN					SPY			0	173	173	17	4	-5.0	2	1	2	-5.70409982174688	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220818113000	https://thedispatch.com/p/iran-targets-diplomats-and-political
1059138039	20210818	202108	2021	2021.6247	IRN	IRANIAN	IRN								USA	NEW YORK	USA								0	181	181	18	4	-9.0	1	1	1	-5.70409982174688	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220818113000	https://thedispatch.com/p/iran-targets-diplomats-and-political
1059138040	20210818	202108	2021	2021.6247	IRN	IRANIAN	IRN								USA	NEW YORK	USA								0	181	181	18	4	-9.0	1	1	1	-5.70409982174688	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220818113000	https://thedispatch.com/p/iran-targets-diplomats-and-political
1059138041	20210818	202108	2021	2021.6247	IRNSPY	IRAN	IRN					SPY			IRN	IRAN	IRN								0	181	181	18	4	-9.0	1	1	1	-5.70409982174688	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220818113000	https://thedispatch.com/p/iran-targets-diplomats-and-political
1059138042	20210818	202108	2021	2021.6247	IRNSPY	IRAN	IRN					SPY			IRN	IRAN	IRN								0	181	181	18	4	-9.0	1	1	1	-5.70409982174688	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220818113000	https://thedispatch.com/p/iran-targets-diplomats-and-political
1059138043	20210818	202108	2021	2021.6247	IRNSPY	IRANIAN	IRN					SPY			USA	NEW YORK	USA								0	173	173	17	4	-5.0	6	1	6	-5.70409982174688	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220818113000	https://thedispatch.com/p/iran-targets-diplomats-and-political
