1059207668	20210818	202108	2021	2021.6247	COP	PRISON						COP			JUD	ATTORNEY						JUD			1	015	015	01	1	0.0	3	1	3	-4.83091787439613	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20220818200000	https://www.stripes.com/veterans/2022-08-18/barber-school-owner-sentenced-scam-cheated-veterans-7028127.html
1059207669	20210818	202108	2021	2021.6247	JUD	JUDGE						JUD			USA	MISSISSIPPI	USA								1	015	015	01	1	0.0	7	1	7	-4.83091787439613	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20220818200000	https://www.stripes.com/veterans/2022-08-18/barber-school-owner-sentenced-scam-cheated-veterans-7028127.html
1059207670	20210818	202108	2021	2021.6247	JUD	JUDGE						JUD			USA	MISSISSIPPI	USA								1	173	173	17	4	-5.0	7	1	7	-4.83091787439613	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20220818200000	https://www.stripes.com/veterans/2022-08-18/barber-school-owner-sentenced-scam-cheated-veterans-7028127.html
1059207671	20220719	202207	2022	2022.5452	LEG	SENATE						LEG													1	071	071	07	2	7.4	2	1	2	0	1	United States	US	US		39.828175	-98.5795	US	0								1	Ukraine	UP	UP		49	32	UP	20220818200000	https://www.infowars.com/posts/biden-admin-to-stop-paying-for-covid-testing-treatment-and-vaccines/
1059207672	20220719	202207	2022	2022.5452	LTU	LITHUANIA	LTU								LTUGOV	LITHUANIA	LTU					GOV			1	060	060	06	2	6.0	2	1	2	2.54350736278447	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220818200000	https://news.ltn.com.tw/news/focus/breakingnews/4030157
1059207673	20220811	202208	2022	2022.6055											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	8	1	8	-9.74576271186441	0								3	Sedalia, Missouri, United States	US	USMO	MO159	38.7045	-93.2283	729812	3	Sedalia, Missouri, United States	US	USMO	MO159	38.7045	-93.2283	729812	20220818200000	https://www.newspressnow.com/news/regional_news/central_missouri/unlicensed-daycare-operator-charged-with-manslaughter-in-infant-s-death/article_e226cbae-4818-5ac9-9a97-741378328a21.html
1059207674	20220811	202208	2022	2022.6055	IRNGOV	IRAN	IRN					GOV			IRN	IRAN	IRN								0	016	016	01	1	-2.0	8	1	8	-7.89473684210523	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20220818200000	https://www.dw.com/en/salman-rushdie-assailant-pleads-not-guilty/a-62859457
1059207675	20220811	202208	2022	2022.6055	IRNGOV	IRAN	IRN					GOV			IRN	IRAN	IRN								0	016	016	01	1	-2.0	2	1	2	-7.89473684210523	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20220818200000	https://www.dw.com/en/salman-rushdie-assailant-pleads-not-guilty/a-62859457
1059207676	20220811	202208	2022	2022.6055	USA	UNITED STATES	USA																		1	0253	025	02	1	-0.3	2	1	2	-1.4362657091562	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20220818200000	https://www.lockportjournal.com/news/probe-of-top-secret-docs-at-trump-estate-in-early-stages/article_02c6cc70-1f28-11ed-804d-27af69a6aa7c.html
1059207677	20220811	202208	2022	2022.6055	USA	UNITED STATES	USA								COP	DEPUTY						COP			1	190	190	19	4	-10.0	2	1	2	-6.42201834862385	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	3	Wake County, North Carolina, United States	US	USNC		35.7835	-78.6331	1008592	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220818200000	https://www.carolinacoastonline.com/regional/article_c2efc0a4-1f2a-11ed-ba10-3fe49530f2e5.html
1059207678	20220811	202208	2022	2022.6055	USA	UNITED STATES	USA								COP	DEPUTY						COP			1	193	193	19	4	-10.0	2	1	2	-6.42201834862385	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	3	Wake County, North Carolina, United States	US	USNC		35.7835	-78.6331	1008592	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220818200000	https://www.carolinacoastonline.com/regional/article_c2efc0a4-1f2a-11ed-ba10-3fe49530f2e5.html
1059207679	20220811	202208	2022	2022.6055	USA	CALIFORNIA	USA								EDU	SCHOOL						EDU			1	173	173	17	4	-5.0	16	2	16	-5.97701149425287	3	Orange County, California, United States	US	USCA	CA059	33.7	-117.768	277294	3	Orange County, California, United States	US	USCA		33.7	-117.768	277294	3	Orange County, California, United States	US	USCA		33.7	-117.768	277294	20220818200000	https://mega993online.com/yakima-woman-fighting-return-to-yakima-to-face-charges/
