1059148261	20210818	202108	2021	2021.6247	EDU	SCHOOL						EDU			JUD	ATTORNEY						JUD			1	036	036	03	1	4.0	3	1	3	-10.5769230769231	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220818124500	https://whp580.iheart.com/content/2022-08-18-woman-accused-of-stealing-laptop-wants-off-house-arrest-for-renfaire/
1059148262	20210818	202108	2021	2021.6247	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-10.5769230769231	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220818124500	https://whp580.iheart.com/content/2022-08-18-woman-accused-of-stealing-laptop-wants-off-house-arrest-for-renfaire/
1059148263	20210818	202108	2021	2021.6247	HLH	DOCTOR						HLH			JUD	ATTORNEY						JUD			1	036	036	03	1	4.0	3	1	3	-10.5769230769231	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220818124500	https://whp580.iheart.com/content/2022-08-18-woman-accused-of-stealing-laptop-wants-off-house-arrest-for-renfaire/
1059148264	20210818	202108	2021	2021.6247	HLH	DOCTOR						HLH			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-10.5769230769231	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220818124500	https://whp580.iheart.com/content/2022-08-18-woman-accused-of-stealing-laptop-wants-off-house-arrest-for-renfaire/
1059148265	20210818	202108	2021	2021.6247	JUD	ATTORNEY						JUD			EDU	SCHOOL						EDU			1	036	036	03	1	4.0	3	1	3	-10.5769230769231	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220818124500	https://whp580.iheart.com/content/2022-08-18-woman-accused-of-stealing-laptop-wants-off-house-arrest-for-renfaire/
1059148266	20210818	202108	2021	2021.6247	JUD	ATTORNEY						JUD			HLH	DOCTOR						HLH			1	036	036	03	1	4.0	3	1	3	-10.5769230769231	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220818124500	https://whp580.iheart.com/content/2022-08-18-woman-accused-of-stealing-laptop-wants-off-house-arrest-for-renfaire/
1059148267	20210818	202108	2021	2021.6247	JUD	ATTORNEY						JUD			USA	UNITED STATES	USA								1	036	036	03	1	4.0	1	1	1	-10.5769230769231	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220818124500	https://whp580.iheart.com/content/2022-08-18-woman-accused-of-stealing-laptop-wants-off-house-arrest-for-renfaire/
1059148268	20210818	202108	2021	2021.6247	JUD	ATTORNEY						JUD			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-10.5769230769231	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220818124500	https://whp580.iheart.com/content/2022-08-18-woman-accused-of-stealing-laptop-wants-off-house-arrest-for-renfaire/
1059148269	20210818	202108	2021	2021.6247	USA	UNITED STATES	USA								JUD	ATTORNEY						JUD			1	036	036	03	1	4.0	1	1	1	-10.5769230769231	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220818124500	https://whp580.iheart.com/content/2022-08-18-woman-accused-of-stealing-laptop-wants-off-house-arrest-for-renfaire/
1059148270	20220719	202207	2022	2022.5452	BEL	BELGIUM	BEL								ISR	ISRAEL	ISR								0	071	071	07	2	7.4	2	1	2	-2.25846925972396	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	France	FR	FR		46	2	FR	1	Belgium	BE	BE		50.833333	4	BE	20220818124500	https://www.jns.org/israel-ratifies-decision-to-designate-three-palestinian-ngos-as-terror-organizations/
