1059127601	20210818	202108	2021	2021.6247											FIN	FINLAND	FIN								1	042	042	04	1	1.9	6	1	6	-2.8	0								1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20220818101500	https://www.yahoo.com/now/deontay-wilder-set-first-fight-073828861.html
1059127602	20210818	202108	2021	2021.6247											FIN	FINLAND	FIN								1	130	130	13	3	-4.4	6	1	6	-2.8	0								3	Tuscaloosa, Alabama, United States	US	USAL	AL125	33.2098	-87.5692	153742	3	Tuscaloosa, Alabama, United States	US	USAL	AL125	33.2098	-87.5692	153742	20220818101500	https://www.yahoo.com/now/deontay-wilder-set-first-fight-073828861.html
1059127603	20210818	202108	2021	2021.6247											GOV	PRINCE						GOV			0	046	046	04	1	7.0	2	1	2	2.25352112676056	0								4	Nongoma, KwaZulu-Natal, South Africa	SF	SF02	77335	-27.9943	31.9986	-1266795	4	Nongoma, KwaZulu-Natal, South Africa	SF	SF02	77335	-27.9943	31.9986	-1266795	20220818101500	https://www.iol.co.za/news/south-africa/kwazulu-natal/prince-mbonisi-turns-heat-on-prince-simakade-over-kraal-ritual-says-king-misuzulu-ceremony-should-not-go-ahead-1af08a16-bd01-4efd-b2f4-ea65c999aeb2
1059127604	20210818	202108	2021	2021.6247	AFR	AFRICA	AFR								GOV	PRINCE						GOV			0	046	046	04	1	7.0	6	1	6	2.25352112676056	4	Nongoma, KwaZulu-Natal, South Africa	SF	SF02	77335	-27.9943	31.9986	-1266795	4	Nongoma, KwaZulu-Natal, South Africa	SF	SF02	77335	-27.9943	31.9986	-1266795	4	Nongoma, KwaZulu-Natal, South Africa	SF	SF02	77335	-27.9943	31.9986	-1266795	20220818101500	https://www.iol.co.za/news/south-africa/kwazulu-natal/prince-mbonisi-turns-heat-on-prince-simakade-over-kraal-ritual-says-king-misuzulu-ceremony-should-not-go-ahead-1af08a16-bd01-4efd-b2f4-ea65c999aeb2
1059127605	20210818	202108	2021	2021.6247	AFR	AFRICA	AFR								GOV	PRINCE						GOV			0	046	046	04	1	7.0	2	1	2	2.25352112676056	4	Simakade, Mpumalanga, South Africa	SF	SF07	77339	-27.189	30.4686	-1283420	4	Nongoma, KwaZulu-Natal, South Africa	SF	SF02	77335	-27.9943	31.9986	-1266795	4	Nongoma, KwaZulu-Natal, South Africa	SF	SF02	77335	-27.9943	31.9986	-1266795	20220818101500	https://www.iol.co.za/news/south-africa/kwazulu-natal/prince-mbonisi-turns-heat-on-prince-simakade-over-kraal-ritual-says-king-misuzulu-ceremony-should-not-go-ahead-1af08a16-bd01-4efd-b2f4-ea65c999aeb2
1059127606	20210818	202108	2021	2021.6247	CHN	CHINA	CHN								MIL	MILITARY						MIL			0	046	046	04	1	7.0	8	1	8	0.58823529411764	5	Ningxia, Ningxia, China	CH	CH21	13206	37	106	-1920281	5	Ningxia, Ningxia, China	CH	CH21	13206	37	106	-1920281	5	Ningxia, Ningxia, China	CH	CH21	13206	37	106	-1920281	20220818101500	https://english.almayadeen.net/news/politics/china-to-send-troops-to-russia-for-joint-military-drills
1059127607	20210818	202108	2021	2021.6247	CHN	CHINA	CHN								MIL	MILITARY						MIL			0	046	046	04	1	7.0	2	1	2	0.58823529411764	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	5	Ningxia, Ningxia, China	CH	CH21	13206	37	106	-1920281	5	Ningxia, Ningxia, China	CH	CH21	13206	37	106	-1920281	20220818101500	https://english.almayadeen.net/news/politics/china-to-send-troops-to-russia-for-joint-military-drills
1059127608	20210818	202108	2021	2021.6247	CHN	CHINA	CHN								MIL	MILITARY						MIL			0	150	150	15	4	-7.2	8	1	8	0.58823529411764	5	Ningxia, Ningxia, China	CH	CH21	13206	37	106	-1920281	5	Ningxia, Ningxia, China	CH	CH21	13206	37	106	-1920281	5	Ningxia, Ningxia, China	CH	CH21	13206	37	106	-1920281	20220818101500	https://english.almayadeen.net/news/politics/china-to-send-troops-to-russia-for-joint-military-drills
1059127609	20210818	202108	2021	2021.6247	CHN	CHINA	CHN								MIL	MILITARY						MIL			0	150	150	15	4	-7.2	2	1	2	0.58823529411764	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	5	Ningxia, Ningxia, China	CH	CH21	13206	37	106	-1920281	5	Ningxia, Ningxia, China	CH	CH21	13206	37	106	-1920281	20220818101500	https://english.almayadeen.net/news/politics/china-to-send-troops-to-russia-for-joint-military-drills
1059127610	20210818	202108	2021	2021.6247	FIN	FINLAND	FIN																		1	043	043	04	1	2.8	6	1	6	-2.8	3	Tuscaloosa, Alabama, United States	US	USAL	AL125	33.2098	-87.5692	153742	0								3	Tuscaloosa, Alabama, United States	US	USAL	AL125	33.2098	-87.5692	153742	20220818101500	https://www.yahoo.com/now/deontay-wilder-set-first-fight-073828861.html
