1059204193	20210818	202108	2021	2021.6247											AUT	AUSTRIAN	AUT								0	046	046	04	1	7.0	1	1	1	3.72093023255814	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220818193000	https://www.presstv.ir/Detail/2022/08/18/687613/No-talk-of-good,-lasting-agreement-until-all-issues-agreed-upon,-Iran-FM-tells-Omani-counterpart
1059204194	20210818	202108	2021	2021.6247											LAB	WORKER						LAB			0	111	111	11	3	-2.0	5	1	5	1.22699386503067	0								1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20220818193000	https://tribune.com.pk/story/2371865/274m-people-across-world-expected-to-be-in-need-of-humanitarian-aid-un
1059204195	20210818	202108	2021	2021.6247											LAB	WORKER						LAB			0	1123	112	11	3	-2.0	5	1	5	1.22699386503067	0								1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20220818193000	https://tribune.com.pk/story/2371865/274m-people-across-world-expected-to-be-in-need-of-humanitarian-aid-un
1059204196	20210818	202108	2021	2021.6247	AUT	AUSTRIAN	AUT																		0	046	046	04	1	7.0	1	1	1	3.72093023255814	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220818193000	https://www.presstv.ir/Detail/2022/08/18/687613/No-talk-of-good,-lasting-agreement-until-all-issues-agreed-upon,-Iran-FM-tells-Omani-counterpart
1059204197	20210818	202108	2021	2021.6247	AUT	AUSTRIAN	AUT																		0	090	090	09	2	-2.0	1	1	1	3.72093023255814	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818193000	https://www.presstv.ir/Detail/2022/08/18/687613/No-talk-of-good,-lasting-agreement-until-all-issues-agreed-upon,-Iran-FM-tells-Omani-counterpart
1059204198	20210818	202108	2021	2021.6247	AUT	AUSTRIAN	AUT																		0	090	090	09	2	-2.0	1	1	1	3.72093023255814	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818193000	https://www.presstv.ir/Detail/2022/08/18/687613/No-talk-of-good,-lasting-agreement-until-all-issues-agreed-upon,-Iran-FM-tells-Omani-counterpart
1059204199	20210818	202108	2021	2021.6247	AUT	AUSTRIAN	AUT								USA	UNITED STATES	USA								0	090	090	09	2	-2.0	1	1	1	3.72093023255814	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818193000	https://www.presstv.ir/Detail/2022/08/18/687613/No-talk-of-good,-lasting-agreement-until-all-issues-agreed-upon,-Iran-FM-tells-Omani-counterpart
1059204200	20210818	202108	2021	2021.6247	AUT	AUSTRIAN	AUT								USA	UNITED STATES	USA								0	090	090	09	2	-2.0	1	1	1	3.72093023255814	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220818193000	https://www.presstv.ir/Detail/2022/08/18/687613/No-talk-of-good,-lasting-agreement-until-all-issues-agreed-upon,-Iran-FM-tells-Omani-counterpart
1059204201	20210818	202108	2021	2021.6247	AUT	AUSTRIAN	AUT								USAGOV	JOE BIDEN	USA					GOV			0	046	046	04	1	7.0	1	1	1	3.72093023255814	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20220818193000	https://www.presstv.ir/Detail/2022/08/18/687613/No-talk-of-good,-lasting-agreement-until-all-issues-agreed-upon,-Iran-FM-tells-Omani-counterpart
1059204202	20210818	202108	2021	2021.6247	AUT	AUSTRIAN	AUT								USAGOV	JOE BIDEN	USA					GOV			0	046	046	04	1	7.0	1	1	1	3.72093023255814	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20220818193000	https://www.presstv.ir/Detail/2022/08/18/687613/No-talk-of-good,-lasting-agreement-until-all-issues-agreed-upon,-Iran-FM-tells-Omani-counterpart
1059204203	20210818	202108	2021	2021.6247	BUS	BUSINESS						BUS			UKR	UKRAINE	UKR								1	040	040	04	1	1.0	10	1	10	0.42417815482503	4	Kremenchuk, Poltavs'ka Oblast', Ukraine	UP	UP18	28559	49.072	33.4275	-1043663	4	Kremenchuk, Poltavs'ka Oblast', Ukraine	UP	UP18	28559	49.072	33.4275	-1043663	4	Kremenchuk, Poltavs'ka Oblast', Ukraine	UP	UP18	28559	49.072	33.4275	-1043663	20220818193000	http://www.buffalobulletin.com/profiles/article_7f4ed2a6-1f0a-11ed-8381-53428e39e855.html
1059204204	20210818	202108	2021	2021.6247	CHN	CHINA	CHN																		0	084	084	08	2	7.0	6	1	6	0.21394950791613	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	0								4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	20220818193000	https://www.phonearena.com/news/too-good-to-compete-with-iphone-and-samsung-the-xiaomi-phone-that-must-be-protected-at-all-costs_id141696
1059204205	20210818	202108	2021	2021.6247	GOV	ADMINISTRATION						GOV													1	010	010	01	1	0.0	5	1	5	-5.13326752221126	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	0								2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20220818193000	https://www.dailysignal.com/2022/08/18/how-americas-unsecured-border-contributes-to-fentanyl-crisis-deaths/
1059204206	20210818	202108	2021	2021.6247	ISR	ISRAELI	ISR								MIL	MILITARY						MIL			0	100	100	10	3	-5.0	1	1	1	-5.63725490196078	1	Israel	IS	IS		31.5	34.75	IS	4	Ramallah, West Bank (general), West Bank	WE	WE00	68767	31.9026	35.1955	-795956	1	Israel	IS	IS		31.5	34.75	IS	20220818193000	https://www.presstv.ir/Detail/2022/08/18/687611/Israeli-regime-Palestinian-human-rights-civil-society-organizations-West-Bank
1059204207	20210818	202108	2021	2021.6247	ISR	ISRAELI	ISR								MIL	MILITARY						MIL			0	100	100	10	3	-5.0	1	1	1	-5.63725490196078	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220818193000	https://www.presstv.ir/Detail/2022/08/18/687611/Israeli-regime-Palestinian-human-rights-civil-society-organizations-West-Bank
1059204208	20210818	202108	2021	2021.6247	ISRGOV	ISRAEL	ISR					GOV			MIL	MILITARY						MIL			0	100	100	10	3	-5.0	1	1	1	-5.63725490196078	1	Israel	IS	IS		31.5	34.75	IS	4	Ramallah, West Bank (general), West Bank	WE	WE00	68767	31.9026	35.1955	-795956	1	Israel	IS	IS		31.5	34.75	IS	20220818193000	https://www.presstv.ir/Detail/2022/08/18/687611/Israeli-regime-Palestinian-human-rights-civil-society-organizations-West-Bank
1059204209	20210818	202108	2021	2021.6247	ISRGOV	ISRAELI	ISR					GOV			MIL	MILITARY						MIL			0	100	100	10	3	-5.0	7	1	7	-5.63725490196078	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220818193000	https://www.presstv.ir/Detail/2022/08/18/687611/Israeli-regime-Palestinian-human-rights-civil-society-organizations-West-Bank
