1059113590	20210818	202108	2021	2021.6247	USA	UNITED STATES	USA								CVL	VOTER						CVL			0	010	010	01	1	0.0	2	1	2	-2.32018561484919	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220818081500	https://www.afr.com/world/north-america/what-liz-cheney-s-loss-says-about-the-state-of-the-republican-party-20220818-p5barb
1059113591	20210818	202108	2021	2021.6247	USA	UNITED STATES	USA								CVL	VOTER						CVL			0	010	010	01	1	0.0	6	1	6	-2.32018561484919	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20220818081500	https://www.afr.com/world/north-america/what-liz-cheney-s-loss-says-about-the-state-of-the-republican-party-20220818-p5barb
1059113592	20210818	202108	2021	2021.6247	USALEG	OHIO	USA					LEG			CVL	VOTER						CVL			0	010	010	01	1	0.0	2	1	2	-2.32018561484919	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20220818081500	https://www.afr.com/world/north-america/what-liz-cheney-s-loss-says-about-the-state-of-the-republican-party-20220818-p5barb
1059113593	20220719	202207	2022	2022.5452	AUS	AUSTRALIA	AUS								MNCUSAMED	NEWS CORP	USA					MNC	MED		1	043	043	04	1	2.8	4	1	4	0.93167701863354	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20220818081500	https://www.afr.com/rear-window/chris-kenny-lobbies-bosses-on-indigenous-voice-20220818-p5bazj
1059113594	20220719	202207	2022	2022.5452	AUS	AUSTRALIA	AUS								idg	INDIGENOUS			idg						1	040	040	04	1	1.0	4	1	4	0.93167701863354	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20220818081500	https://www.afr.com/rear-window/chris-kenny-lobbies-bosses-on-indigenous-voice-20220818-p5bazj
1059113595	20220719	202207	2022	2022.5452	GBR	UNITED KINGDOM	GBR																		1	0831	083	08	2	5.0	4	1	4	-0.384615384615384	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20220818081500	https://www.building.co.uk/news/another-prater-veteran-goes-as-operations-director-retires/5118833.article
1059113596	20220719	202207	2022	2022.5452	GBR	UNITED KINGDOM	GBR																		1	0831	083	08	2	5.0	1	1	1	-0.384615384615384	1	United Kingdom	UK	UK		54	-4	UK	0								1	Germany	GM	GM		51.5	10.5	GM	20220818081500	https://www.building.co.uk/news/another-prater-veteran-goes-as-operations-director-retires/5118833.article
1059113597	20220719	202207	2022	2022.5452	GBR	UNITED KINGDOM	GBR																		1	120	120	12	3	-4.0	1	1	1	-0.384615384615384	1	United Kingdom	UK	UK		54	-4	UK	0								1	Germany	GM	GM		51.5	10.5	GM	20220818081500	https://www.building.co.uk/news/another-prater-veteran-goes-as-operations-director-retires/5118833.article
1059113598	20220719	202207	2022	2022.5452	GBR	GREAT BRITAIN	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			0	036	036	03	1	4.0	10	1	10	0.39370078740158	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220818081500	https://www.rigzone.com/news/scottish_first_minister_to_convene_urgent_energy_summit-18-aug-2022-170014-article/
1059113599	20220719	202207	2022	2022.5452	GBRGOV	UNITED KINGDOM	GBR					GOV			GBR	GREAT BRITAIN	GBR								0	036	036	03	1	4.0	10	1	10	0.39370078740158	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220818081500	https://www.rigzone.com/news/scottish_first_minister_to_convene_urgent_energy_summit-18-aug-2022-170014-article/
